name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category
TITLE_CAPITALIZED,37140053,PAE viewer,0.88916665,,0.88916665,pae viewer,0.88916665,1,http://www.subtiwiki.uni-goettingen.de/v4/paeViewerDemo,200,,,,2023-07-01,"Department of General Microbiology, Georg-August-University Göttingen, GZMB, 37077 Göttingen, Germany.","Elfmann C, Stülke J",469281184,Deutsche Forschungsgemeinschaft,94.0,Germany,PAE viewer,ok,PAE viewer: a webserver for the interactive visualization of the predicted aligned error for multimer structure predictions and crosslinks.,2022-2025,,,,
TITLE_CAPITALIZED,39773409,FAST_QC,0.8879758,fast_qc,0.8879758,,0.8879758,1,https://dfast.ddbj.nig.ac.jp/dqc/submit/,200,,,,2025-01-07,"Department of Genetics, School of Life Science, The Graduate University for Advanced Studies (SOKENDAI), Mishima, 411-8540, Japan.","Elmanzalawi M, Fujisawa T, Mori H, Nakamura Y, Tanizawa Y","JP22H04925, JP23wm0225029, JPMJND2206","AMED, JSPS KAKENHI, JST NBDC, Ohsumi Frontier Science Foundation",9.0,Japan,FAST_QC,ok,DFAST_QC: quality assessment and taxonomic identification tool for prokaryotic Genomes.,2022-2025,,,,
TITLE_CAPITALIZED,35015132,orghumBase,0.8878426,,0.8878426,orghumbase,0.8878426,1,https://www.sorghumbase.org,200,,,,2022-01-11,"Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, 11724, USA.","Burke J, Burow G, Chen J, Chougule K, Emendack Y, Gladman N, Hayes C, Jiao Y, Kumar V, Kumari S, Lu Z, Meijs I, Olson A, Tello-Ruiz M, Van Buren P, Wang B, Ware D, Wei S, Xin Z, Zhang L","8062-21000-041-00D, S10 OD028632, S10OD028632-01","Agricultural Research Service, NIH HHS, National Institutes of Health",32.0,United States,orghumBase,ok,SorghumBase: a web-based portal for sorghum genetic information and community advancement.,2022-2025,,,,
TITLE_CAPITALIZED,34954787,IGNORApp,0.88698184,,0.88698184,ignorapp,0.88698184,1,https://apps.cytoscape.org/apps/signorapp,200,,,,2022-03-01,"Department of Biology, University of Rome Tor Vergata, 00133 Rome, Italy.","Cesareni G, De Marinis I, Lo Surdo P, Perfetto L",20322,AIRC,13.0,Italy,IGNORApp,ok,SIGNORApp: a Cytoscape 3 application to access SIGNOR data.,2022-2025,,,,
CAPITALIZED,38601265,OER,0.8869409,oer,0.8869409,,0.8869409,1,https://www.inchi-trust.org/oer/,200,,,,2024-01-03,"Department of Chemistry, University of Arkansas at Little Rock, Little Rock, AR 72204, USA.","Belford RE, Bucholtz EC, Cornell AP, Cuadros J, Kim S, Pence HE, Potenzone R","2018-012-3-024, Unassigned","InChI Trust, International Union of Pure and Applied Chemistry, National Institutes of Health, U.S. National Library of Medicine",,United States,OER,ok,IUPAC International Chemical Identifier (InChI)-related education and training materials through InChI Open Education Resource (OER).,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",38443821,Rigon,0.8866247,rigon,0.8866247,,0.8866247,1,https://cran.r-project.org/web/packages/tRigon,200,,,,2024-03-05,"Institute of Pathology, RWTH Aachen University Clinic, Aachen, Germany.","Boor P, Bülow RD, Costa IG, Droste P, Goedertier M, Hölscher DL, Klinkhammer BM","01MK2002A, 01VSF21048, 101001791, 148/21, 322900939, STOP-FSGS-01GM1901A, ZMVI1-2520DAT111","Bundesministerium für Bildung und Forschung, Bundesministerium für Gesundheit, Bundesministerium für Wirtschaft und Energie, Deutsche Forschungsgemeinschaft, European Research Council, Faculty of Medicine of the RWTH Aachen University, Innovation Fund of the Federal Joint Committee, Universitätsklinikum RWTH Aachen",2.0,Germany,Rigon,ok,tRigon: an R package and Shiny App for integrative (path-)omics data analysis.,2022-2025,,,,
TITLE_CAPITALIZED,37681739,Soybean,0.8847507,,0.8847507,soybean,0.8847507,1,https://soyatlas.venanciogroup.uenf.br/,200,,,,2023-09-08,"Department of Plant Biotechnology and Bioinformatics, Ghent University, 9052, Ghent, Belgium.","Almeida-Silva F, Pedrosa-Silva F, Venancio TM","E-26/201.117/2022, E-26/203.014/2018, E‐26/201.117/2022, E‐26/203.014/2018","Conselho Nacional de Desenvolvimento Científico e Tecnológico, Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro",20.0,"Andorra, Belgium",Soybean,ok,The Soybean Expression Atlas v2: A comprehensive database of over 5000 RNA-seq samples.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",36525367,cPath,0.8838884,cpath,0.8838884,,0.8838884,1,http://ncpath.pianlab.cn/,200,,,,2023-01-01,"College of Agriculture, Nanjing Agricultural University, Nanjing 210095, China.","Chen Y, Fang J, Li Z, Mao M, Pian C, Xu Z, Zhang H, Zhang L, Zhang Y","050/804009, JCQY202108, KYCYXT2022010, ZJ22195010","Fundamental Research Funds for the Central Universities, Startup Foundation for Advanced Talents at Nanjing Agricultural University",28.0,China,cPath,ok,NcPath: a novel platform for visualization and enrichment analysis of human non-coding RNA and KEGG signaling pathways.,2022-2025,,,,
TITLE_CAPITALIZED,37855663,Ribocentre-switch,0.88159496,,0.88159496,ribocentre-switch,0.88159496,1,https://riboswitch.ribocentre.org,200,,,,2024-01-01,"Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei 230027, China.","Bu F, Chen X, Deng J, He Y, Huang J, Huang L, Huang Y, Jiang J, Li M, Liao W, Lin T, Lin X, Lu Z, Luo Y, Miao Z, Peng X, Xiao B","2020B1212030004, 2021YFF1200900, 2021YFF1200903, 2022A1515010328, 2023B1212060013, 23ptpy41, 32171191, 32270707, SRPG22-003, SRPG22-006, SRPG22-007, YW-YFYJ0102","Fundamental Research Funds for the Central Universities, Guangdong Science and Technology Department, National Key R&D Program of China, National Key R&amp;D Program of China, National Natural Science Foundation of China, Natural Science Foundation of China, R&D Programs of Guangzhou Laboratory, R&amp;D Programs of Guangzhou Laboratory, Sun Yat-sen University",19.0,"Andorra, China",Ribocentre-switch,ok,Ribocentre-switch: a database of riboswitches.,2022-2025,,,,
TITLE_CAPITALIZED,39826711,Microbial Genome Database for Comparative,0.8815013,,0.8815013,microbial genome database for comparative,0.8815013,1,https://mbgd.nibb.ac.jp/,200,,,,2025-01-16,"National Institute for Basic Biology, National Institutes of Natural Sciences, Okazaki, Japan. Electronic address: uchiyama@nibb.ac.jp.","Chiba H, Kawai M, Mihara M, Nishide H, Takami H, Takayanagi M, Uchiyama I",,"JST National Bioscience Database Center, Japan Society for the Promotion of Science",3.0,Japan,Microbial Genome Database for Comparative,ok,MBGD: Microbial Genome Database for Comparative Analysis Featuring Enhanced Functionality to Characterize Gene and Genome Functions Through Large-scale Orthology Analysis.,2022-2025,,,,
TITLE_CAPITALIZED,35859338,Codon Statistics,0.88077784,,0.88077784,codon statistics,0.88077784,1,http://codonstatsdb.unr.edu,200,,,,2022-08-01,"Biology Department, University of Nevada, Reno, Reno, NV 89557, USA.","Alvarez-Ponce D, Feyertag F, Payne B, Subramanian K",P20 GM103440,NIGMS NIH HHS,33.0,United States,Codon Statistics,ok,The Codon Statistics Database: A Database of Codon Usage Bias.,2022-2025,,,,
SMART_CAPITALIZED,34751399,Riority Index,0.8793257,,0.8793257,riority index,0.8793257,1,http://pi.well.ox.ac.uk,200,,,,2022-01-01,"Shanghai Institute of Hematology, State Key Laboratory of Medical Genomics, National Research Centre for Translational Medicine at Shanghai, Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine, Shanghai 200025, China.","Fang H, Knight JC","090532/Z/09/Z, 2018-I2M-2–002, 203141/Z/16/Z, 204969/Z/16/Z, 32170663","Chinese Academy of Medical Sciences, NIHR Oxford Biomedical Research Centre, National Natural Science Foundation of China, Program for Professor of Special Appointment (Eastern Scholar) at Shanghai Institutions of Higher Learning, Wellcome Trust",24.0,China,Riority Index,ok,Priority index: database of genetic targets in immune-mediated disease.,2022-2025,,,,
TITLE_CAPITALIZED,35385099,Breedbase,0.8793213,,0.8793213,breedbase,0.8793213,1,https://breedbase.org/,200,,,,2022-07-01,"Boyce Thompson Institute, Ithaca, NY 14853, USA.","Agbona A, Akech V, Arnaud E, Asfaw A, Bauchet GJ, Bayo S, Birkett CL, Brown A, Campos H, Chelangat DM, Courtney C, Edwards JD, Egesi C, Ellerbrock BJ, Esuma W, Flores M, Gore MA, Hershberger JM, Hosmani P, Jannink JL, Kanaabi M, Karanja M, Kawuki R, Kulakow P, Kulembeka H, Laporte MA, Lyon D, Menda N, Morales N, Mrema E, Mueller LA, Ogbonna AC, Olojede A, Onyeka J, Panitz N, Paterne A, Peteti P, Poland J, Powell AF, Preble RS, Rabbi I, Rife T, Robbins KR, Saha S, Salum K, Shah T, Simoes CC, Swennen R, Tantikanjana T, Tecle IY, Tufan H, Uba E, Uwimana B, Waring DJ, Wolfe M, Yencho C, de Boeck B",INV-007637,"Bill &amp; Melinda Gates Foundation, Commonwealth &amp; Development Office, Cornell University, UK’s Foreign",26.0,United States,Breedbase,ok,Breedbase: a digital ecosystem for modern plant breeding.,2022-2025,,,,
TITLE_CAPITALIZED,40253701,GAS-J,0.8785647,gas-j,0.8785647,,0.8785647,1,http://gasj.ncgm.go.jp,200,,,,2025-04-20,"Department of Infectious Diseases, Research Institute, National Center for Global Health and Medicine, Tokyo, Japan.","Gao Y, Hamabata T, Hirose Y, Ikebe T, Kawabata S, Miyoshi-Akiyama T, Ogura K, Okuno R, Ono M, Takemoto N, Yamaguchi M",,"National Center for Global Health and Medicine, This study was supported by the National Center for Global Health and Medicine and the Japan Agency for Medical Research and Development.",,"Andorra, Japan",GAS-J,ok,"GAS-J, a User-Friendly Browser Application for Genome Assembly, emm-Typing, MLST Typing, and Virulence Factor Gene Detection of Streptococcus pyogenes.",2022-2025,,,,
TITLE_CAPITALIZED,36196656,lantRNA,0.87786466,,0.87786466,lantrna,0.87786466,1,http://plantrna.ibmp.cnrs.fr/,200,,,,2022-10-17,"Institut de biologie moléculaire des plantes-CNRS, Université de Strasbourg, 12 rue du Général Zimmer, F-67084, Strasbourg, France.","Cognat V, Drouard L, Pawlak G, Pflieger D",ANR‐17‐EURE‐0023,Agence Nationale de la Recherche,16.0,France,lantRNA,ok,PlantRNA 2.0: an updated database dedicated to tRNAs of photosynthetic eukaryotes.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",39392404,arKG,0.87492174,arkg,0.87492174,,0.87492174,1,https://tarkg.ddtmlab.org,200,,,,2024-10-01,"Key Laboratory of Drug-Targeting and Drug Delivery System of the Education Ministry and Sichuan Province, Department of Medicinal Chemistry, West China School of Pharmacy, Sichuan University, Chengdu 610041, China.","Cai CP, Fang JS, Huang XT, Li GB, Wu JW, Wu S, Yu JL, Zhou C","2022YFH0027, 2023SCUH0073, 2023YFF1204901, 2024A1515030161, 82073698, 82122065","Basic Research Foundation of Sichuan University, Guangdong Basic and Applied Basic Research Foundation, National Key R&D Program of China, National Key R&amp;D Program of China, National Natural Science Foundation of China, Sichuan Science and Technology Program",2.0,"Andorra, China",arKG,ok,TarKG: a comprehensive biomedical knowledge graph for target discovery.,2022-2025,,,,
TITLE_CAPITALIZED,37070190,Haplogrep,0.8745681,,0.8745681,haplogrep,0.8745681,1,https://haplogrep.i-med.ac.at,200,,,,2023-07-01,"Institute of Genetic Epidemiology, Medical University of Innsbruck, Innsbruck 6020, Austria.","Forer L, Kronenberg F, Schönherr S, Weissensteiner H",,Medical University of Innsbruck,71.0,Austria,Haplogrep,ok,Haplogrep 3 - an interactive haplogroup classification and analysis platform.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",37106367,laASDB,0.8734492,laasdb,0.8734492,,0.8734492,1,http://zzdlab.com/PlaASDB/ASDB/index.html,200,,,,2023-04-27,"State Key Laboratory of Farm Animal Biotech Breeding, College of Biological Sciences, China Agricultural University, Beijing, 100193, China.","Guo X, Jiang L, Qi H, Wang T, Zhang Z",31970645,National Natural Science Foundation of China,7.0,China,laASDB,ok,PlaASDB: a comprehensive database of plant alternative splicing events in response to stress.,2022-2025,,,,
TITLE_CAPITALIZED,38468111,PBrowse,0.8730799,,0.8730799,pbrowse,0.8730799,1,http://browser.proteo.cloud/,200,,,,2024-03-11,"School of Veterinary Science, The University of Queensland, Gatton, Queensland, Australia.","Ashick M, Dudley KJ, Mills PC, Nagaraj SH, Paramasivan S, Sadowski P, Satake N",,,,Australia,PBrowse,ok,"VPBrowse: Genome-based representation of MS/MS spectra to quantify 10,000 bovine proteins.",2022-2025,,,,
SMART_CAPITALIZED,36539202,Syntenet,0.87142754,,0.87142754,syntenet,0.87142754,1,https://bioconductor.org/packages/syntenet,200,,,,2023-01-01,"Department of Plant Biotechnology and Bioinformatics, Ghent University, 9052 Ghent, Belgium.","Almeida-Silva F, Schranz ME, Ullrich KK, Van de Peer Y, Zhao T",833522,"European Research Council, European Union's Horizon 2020 Research and Innovation Program, European Union’s Horizon 2020 Research and Innovation Program",11.0,"Andorra, Belgium",Syntenet,ok,syntenet: an R/Bioconductor package for the inference and analysis of synteny networks.,2022-2025,,,,
TITLE_CAPITALIZED,34850118,PRGdb 4.0,0.8704098,,0.8704098,prgdb 4.0,0.8704098,1,http://prgdb.org/prgdb4/,200,,,,2022-01-01,"Sequentia Biotech SL, Calle Comte D'Urgell 240, 08036 Barcelona, Spain.","Aiese Cigliano R, Amoroso CG, Andolfo G, Calle García J, D'Esposito D, Ercolano MR, Guadagno A, Paytuvi-Gallart A, Saera-Vila A, Sanseverino W",101000716,"HARNESSTOM, Horizon 2020",50.0,Spain,PRGdb 4.0,ok,PRGdb 4.0: an updated database dedicated to genes involved in plant disease resistance process.,2022-2025,,,,
TITLE_CAPITALIZED,40293718,ICRUSt2,0.8696034,,0.8696034,icrust2,0.8696034,1,https://anaconda.org/bioconda/picrust2,200,,,,2025-05-01,"Department of Pharmacology, Faculty of Medicine, Dalhousie University, Halifax, Nova Scotia, B3H 4R2, Canada.","Langille MGI, Wright RJ",,Digital Research Alliance of Canada,9.0,Canada,ICRUSt2,ok,PICRUSt2-SC: an update to the reference database used for functional prediction within PICRUSt2.,2022-2025,,,,
TITLE_CAPITALIZED,35799352,ARIBOSS,0.86488885,ariboss,0.86488885,,0.86488885,1,http://hariboss.pasteur.cloud,200,,,,2022-09-01,"Sanofi, R&D, Data & In Silico Sciences, 91385 Chilly Mazarin, France.","Bonomi M, Gkeka P, Ménager H, Panei FP, Torchet R",,,29.0,France,ARIBOSS,ok,HARIBOSS: a curated database of RNA-small molecules structures to aid rational drug design.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",39924294,AtSubP,0.8646032,atsubp,0.8646032,,0.8646032,1,https://kaabil.net/AtSubP2/,200,,,,2025-03-01,"Bioinformatics Facility, Center for Integrated BioSystems, Utah State University, Logan, Utah, USA.","Duhan N, Kaundal R",,,2.0,United States,AtSubP,ok,AtSubP-2.0: An integrated web server for the annotation of Arabidopsis proteome subcellular localization using deep learning.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",38532297,yCoM,0.8634037,ycom,0.8634037,,0.8634037,1,https://pycom.brunel.ac.uk,200,,,,2024-03-01,"Department of Computer Science, Brunel University London, Uxbridge UB8 3PH, United Kingdom.","Alibai S, Bibik P, Dantu SC, Pandini A",EP/R029407/1,"Brunel University London, Department of Computer Science, Engineering and Physical Sciences Research Council",2.0,United Kingdom,yCoM,ok,PyCoM: a python library for large-scale analysis of residue-residue coevolution data.,2022-2025,,,,
TITLE_CAPITALIZED,39237879,Cortexa,0.8604782,,0.8604782,cortexa,0.8604782,1,https://cortexa-rna.com/,200,,,,2024-09-05,"Institute of Developmental Biology and Neurobiology (iDN), Johannes Gutenberg University Mainz, 55128, Mainz, Germany.","Gerber S, Heine M, Milkovits J, Pastore S, Todorov H, Weißbach S",,"Carl-Zeiss-Stiftung, Universitätsmedizin der Johannes Gutenberg-Universität Mainz",4.0,"Andorra, Germany, Indonesia",Cortexa,ok,Cortexa: a comprehensive resource for studying gene expression and alternative splicing in the murine brain.,2022-2025,,,,
TITLE_CAPITALIZED,40504102,Pra-GE-ATLAS,0.85791,,0.85791,pra-ge-atlas,0.85791,1,http://pra-ge-atlas.valmei.es,200,,,,2025-06-12,"Plant Physiology, Department of Organisms and Systems Biology, Faculty of Biology and Biotechnology Institute of Asturias, University of Oviedo, Oviedo, 33071, Spain.","Cañal MJ, Mateo JL, Roces V, Valledor L","FPU18/02953, PID2019-107107GB-I00","Ministerio de Ciencia e Innovación, Ministerio de Universidades",1.0,"Andorra, Spain",Pra-GE-ATLAS,ok,Pra-GE-ATLAS: Empowering Pinus radiata stress and breeding research through a multi-omics database.,2022-2025,,,,
TITLE_CAPITALIZED,36146935,RNA aptamer 3D-structural modeling,0.8573872,,0.8573872,rna aptamer 3d-structural modeling,0.8573872,1,https://rnaapt3d.medals.jp,200,,,,2022-09-22,"Cellular and Molecular Biotechnology Research Institute, National Institute of Advanced Industrial Science and Technology (AIST), Tokyo, Japan.","Fukui K, Sato R, Suenaga A, Suzuki K, Yasuda Y",,Japan Science and Technology Agency,6.0,"Andorra, Japan",RNA aptamer 3D-structural modeling,ok,RNAapt3D: RNA aptamer 3D-structural modeling database.,2022-2025,,,,
TITLE_CAPITALIZED,37665017,Open Genes,0.85732245,,0.85732245,open genes,0.85732245,1,https://open-genes.org/,200,,,,2024-01-01,"Open Longevity, 15260 Ventura Blvd, STE 2230, Sherman Oaks, CA 91403, USA.","Batin M, Belova Y, Egorova A, Glinin T, Nemirovich-Danchenko N, Ogmen A, Parfenenkova A, Peshkin L, Rafikov K, Rafikova E, Spiridonova O, Tikhonov S, Velikanova A","AG073341, R01 AG073341, R56 AG073341","Alexey Kovalev, NIA, NIA NIH HHS, Open Longevity",13.0,United States,Open Genes,ok,Open Genes-a new comprehensive database of human genes associated with aging and longevity.,2022-2025,,,,
SMART_CAPITALIZED,36961332,Oldcomp,0.85537297,,0.85537297,oldcomp,0.85537297,1,https://foldcomp.foldseek.com,200,,,,2023-04-01,"Interdisciplinary Program in Bioinformatics, Seoul National University, Seoul 08826, South Korea.","Kim H, Mirdita M, Steinegger M","2019R1A6A1A10073437, 2020M3A9G7103933, 2021M3A9I4021220, 2021R1C1C102065",National Research Foundation of Korea,15.0,,Oldcomp,ok,Foldcomp: a library and format for compressing and indexing large protein structure sets.,2022-2025,,,,
CAPITALIZED,38835776,ONET,0.8547754,onet,0.8547754,,0.8547754,1,https://monet.mdanderson.org/,200,,,,2024-05-21,"Department of Clinical Cancer Prevention, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.","Deng N, Sinha KM, Vilar E","P30 CA016672, P50 CA221707, R01 CA122959, R01 CA257375, R01 CA257559, R01 CA260761, U01 CA233056",NCI NIH HHS,1.0,United States,ONET,ok,MONET: a database for prediction of neoantigens derived from microsatellite loci.,2022-2025,,,,
TITLE_CAPITALIZED,38661218,Damietta Server,0.8542417,,0.8542417,damietta server,0.8542417,1,https://damietta.de/,200,,,,2024-07-01,"Interfaculty Institute of Microbiology and Infection Medicine (IMIT), University of Tübingen, Tübingen, Germany.","ElGamacy M, Grin I, Maksymenko K, Wörtwein T","031A532B, 031A533A, 031A533B, 031A534A, 031A535A, 031A537A, 031A537B, 031A537C, 031A537D, 031A538A, 500215849","Bundesministerium für Bildung und Forschung, Deutsche Forschungsgemeinschaft, M. Schickedanz Kinderkrebsstiftung, Medical Library, University Hospital Tübingen, University Library, University of Tübingen",3.0,"Andorra, Germany",Damietta Server,ok,The Damietta Server: a comprehensive protein design toolkit.,2022-2025,,,,
TITLE_CAPITALIZED,40133792,Heligeom,0.8532693,,0.8532693,heligeom,0.8532693,1,https://heligeom.galaxy.ibpc.fr,200,,,,2025-02-19,"CNRS and Université Paris-Cité, Laboratoire de Biochimie Théorique (UPR9080), Institut de Biologie Physico-Chimique, 13 rue Pierre et Marie Curie, Paris 75005, France.","Laurent B, Prévost C, Robert CH, Santuz H",,Centre National de la Recherche Scientifique,2.0,"Andorra, France",Heligeom,ok,"Heligeom: A web resource to generate, analyze, and visualize filament architectures based on pairwise association geometries of biological macromolecules.",2022-2025,,,,
TITLE_CAPITALIZED,39259175,enchStab,0.8531404,,0.8531404,enchstab,0.8531404,1,https://loschmidt.chemi.muni.cz/benchstab,200,,,,2024-09-01,"Loschmidt Laboratories, Department of Experimental Biology and RECETOX, Faculty of Science, Masaryk University, 625 00 Brno, Czech Republic.","Bednar D, Berezný M, Damborsky J, Mazurenko S, Musil M, Velecký J",LM2023069,RECETOX Research Infrastructure,2.0,Andorra,enchStab,ok,BenchStab: a tool for automated querying of web-based stability predictors.,2022-2025,,,,
TITLE_CAPITALIZED,37811890,tRFtarget 2.0,0.8502243,,0.8502243,trftarget 2.0,0.8502243,1,http://trftarget.net/,200,,,,2024-01-01,"The Second Affiliated Hospital, School of Medicine, The Chinese University of Hong Kong, Shenzhen & Longgang District People's Hospital of Shenzhen, Shenzhen, Guangdong 518172, China.","Li N, Lu L, Wang Z, Yao S, Yu G","DMS1916246, R01 LM014087, R01LM014087","NIH HHS, NLM NIH HHS, National Institutes of Health, National Science Foundation",8.0,"China, Hong Kong",tRFtarget 2.0,ok,tRFtarget 2.0: expanding the targetome landscape of transfer RNA-derived fragments.,2022-2025,,,,
SMART_CAPITALIZED,35524573,Ymptom Annotation Made Simple,0.8496413,,0.8496413,ymptom annotation made simple,0.8496413,1,https://www.genecascade.org/SAMS/,200,,,,2022-07-01,"Exploratory Diagnostic Sciences, Berliner Institut für Gesundheitsforschung, Berlin 10117, Germany.","Proft S, Robinson PN, Schalau T, Seelow D, Seelow E, Steinhaus R","FOR2841 TP05, R24 OD011883, RM1 HG010860, RM1HG010860, TP09","Deutsche Forschungsgemeinschaft, NHGRI NIH HHS, NIH HHS, NIH NHGRI",9.0,Germany,Ymptom Annotation Made Simple,ok,Deep phenotyping: symptom annotation made simple with SAMS.,2022-2025,,,,
TITLE_CAPITALIZED,41171287,ROSBASE1,0.8490183,rosbase1,0.8490183,,0.8490183,1,https://rosbase.bits-hyderabad.ac.in/,200,,,,2025-01-01,"Department of Biological Sciences, Birla Institute of Technology and Science, Pilani, Hyderabad Campus, Jawahar Nagar, Kapra Mandal, Medchal District, Hyderabad, Telangana, 500078, India.","Bandyopadhyay D, Ghodeswar S",09/1026(0032)-2020-EMR-I,Council for Scientific and Industrial Research,,"Andorra, India",ROSBASE1,ok,"ROSBASE1.0: a comprehensive database of reactive oxygen species (ROS): categorization of cell organelles, proteins, taxonomy, and diseases based on ROS-related activities.",2022-2025,,,,
TITLE_CAPITALIZED,35274687,Variomes,0.8488683,,0.8488683,variomes,0.8488683,1,https://candy.hesge.ch/Variomes,200,,,,2022-04-01,"SIB Text Mining Group, Swiss Institute of Bioinformatics, 1206 Geneva, Switzerland.","Caucheteur D, Gobeill J, Michel PA, Mottaz A, Pasche E, Ruch P",,"BioMedIT infrastructure, SIBiLS, Swiss Personalized Health Network",5.0,Switzerland,Variomes,ok,Variomes: a high recall search engine to support the curation of genomic variants.,2022-2025,,,,
TITLE_CAPITALIZED,36707995,GMWI-w,0.84729475,gmwi-w,0.84729475,,0.84729475,1,https://gmwi-webtool.github.io/,200,,,,2023-02-01,"Department of Computer Science and Engineering, University of Minnesota, Minneapolis, MN 55455, USA.","Chang D, Cunningham KY, Gupta VK, Hur B, Sung J","UL1 TR002377, UL1 TR002494, UL1TR002377, UL1TR002494","NCATS NIH HHS, National Institutes of Health",4.0,"Andorra, United States",GMWI-w,review,GMWI-webtool: a user-friendly browser application for assessing health through metagenomic gut microbiome profiling.,2022-2025,,,,
TITLE_CAPITALIZED,39283925,pathlinkR,0.841241,,0.841241,pathlinkr,0.841241,1,https://bioconductor.org/packages/pathlinkR/,200,,,,2024-09-16,"REW Hancock Laboratory, Center for Microbial Diseases and Immunity Research, Department of Microbiology and Immunology, University of British Columbia, Vancouver, British Columbia, Canada.","An A, Blimkie TM, Hancock REW",FDN 154287,"Canada Graduate Scholarships Doctoral Program, Canadian Institutes of Health Research",3.0,"Andorra, Canada",pathlinkR,ok,Facilitating pathway and network based analysis of RNA-Seq data with pathlinkR.,2022-2025,,,,
SMART_CAPITALIZED,40236778,Database,0.8392124,,0.8392124,database,0.8392124,1,https://idrblab.org/mdipid/,200,,,,2025-03-21,"Department of Clinical Pharmacy, The First Affiliated Hospital Zhejiang University School of Medicine, Zhejiang University Hangzhou China.","Li F, Ma H, Qi Y, Yin J, Zeng S, Zhao Q, Zhu F",32400516,National Natural Science Foundation of China,,China,Database,ok,MDIPID: Microbiota-drug interaction and disease phenotype interrelation database.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",38646468,Enalos,0.83882654,enalos,0.83882654,,0.83882654,1,http://www.enaloscloud.novamechanics.com/sabydoma/safenanoscope/,200,,,,2024-03-30,"NovaMechanics MIKE, Piraeus 18545, Greece.","Afantitis A, Antoniou M, Kolokathis PD, Lynch I, Melagraki G, Papadiamantis AG, Sidiropoulos NK, Tsoumanis A, Varsou DD",,"H2020, Horizon Europe",11.0,Greece,Enalos,ok,In silico assessment of nanoparticle toxicity powered by the Enalos Cloud Platform: Integrating automated machine learning and synthetic data for enhanced nanosafety evaluation.,2022-2025,,,,
TITLE_CAPITALIZED,35481632,Membranome 3.0,0.8382141,,0.8382141,membranome 3.0,0.8382141,1,https://membranome.org,200,,,,2022-05-01,"Department of Medicinal Chemistry, College of Pharmacy, University of Michigan, Ann Arbor, Michigan, USA.","Cherepanov S, Deane CM, Lomize AL, Outeiral C, Pogozheva ID, Schnitzer KA, Todd SC",1855425,"Division of Biological Infrastructure, National Science Foundation of Sri Lanka",30.0,United States,Membranome 3.0,ok,Membranome 3.0: Database of single-pass membrane proteins with AlphaFold models.,2022-2025,,,,
TITLE_CAPITALIZED,38806182,eactomeGSA,0.83581215,,0.83581215,eactomegsa,0.83581215,1,https://www.reactome.org/gsa,200,,,,2024-06-01,"Department of Dermatology, Medical University of Vienna, Vienna 1090, Austria.","Gansberger S, Gong C, Grentner A, Griss J, Hermjakob H, Oyarzun I, Prinz A, Ragueneau E","P35937, U01 CA239069, U01CA239069, U24 HG011851, U24 HG012198, U24HG011851, U24HG012198, U41HG003751, U54 GM114833, U54GM114833","Austrian Science Fund FWF, European Bioinformatics Institute, NCI NIH HHS, NHGRI NIH HHS, NIGMS NIH HHS, NIH HHS, National Institutes of Health",8.0,Austria,eactomeGSA,ok,ReactomeGSA: new features to simplify public data reuse.,2022-2025,,,,
TITLE_CAPITALIZED,39441075,Bio-Analytic Resource for,0.8356328,,0.8356328,bio-analytic resource for,0.8356328,1,https://bar.utoronto.ca,200,,,,2025-01-01,"Department of Cell and Systems Biology/Centre for the Analysis of Genome Evolution and Function, University of Toronto, 25 Willcocks Street, Toronto, ON M5S 3B2, Canada.","Christendat A, Lau V, Li Y, Lombardo MN, Pasha A, Pereira B, Provart NJ, Qureshi FZ, Sullivan A, Wong R, Zhao T, Zhuang JY",OGI-162,"Genome Canada, National Sciences and Engineering Research Council of Canada",1.0,"Andorra, Canada",Bio-Analytic Resource for,ok,20 years of the Bio-Analytic Resource for Plant Biology.,2022-2025,,,,
