entity_text,paper_count,pmids,entity_type,sources,mean_confidence
Spatiotemporal Genomic and Cellular Analysis,1,37819930,FUL,v2_bert,0.64873695
Spatiotemporal Transcriptomic Atlas,1,40574481,FUL,statistical,1.0
NPS,1,37009923,COM,statistical,1.0
Spatiotemporal transcriptomic,1,35512705,FUL,v2_bert,0.7499842
SpecDB,1,35930941,COM,statistical,1.0
SpecEncoder,1,38940141,COM,statistical,1.0
Special Environmental Microbial Database,1,37840639,FUL,statistical,1.0
SpeciateIT,1,39333850,COM,statistical,1.0
SpecieScan,1,38337062,COM,statistical,1.0
Specific Protein Modification Enabled by Cyclopropenone Reagents,1,35658467,FUL,statistical,1.0
Specimen,1,36196222,FUL,v2_bert,0.66646475
SourceFinder,1,36377945,COM,statistical,1.0
SoundAnn,1,36070274,COM,statistical,1.0
Sound-Swapped Video,1,35936325,FUL,statistical,1.0
Small Natural Cyclic Peptides,1,39065696,FUL,statistical,1.0
Small molecule antiviral compound collection,1,37169224,FUL,v2_bert,0.9826298
Small World of Words-Zhongwen (Chinese,1,39739205,FUL,v2_bert,0.9332377
Small World of Words-Zhongwen,1,39739205,FUL,statistical,1.0
Small Open Reading Frames,1,37464885,FUL,statistical,1.0
NUPPRE,1,40607027,COM,v2_bert,0.90504706
NUTS-DB,1,40269639,COM,v2_bert,0.9971881
Small Molecule Pathway Database.<h4,1,35639952,FUL,statistical,1.0
Soul,1,39095383,COM,v2_bert,0.59910345
NWB,1,36193886,COM,v2_bert,0.8526436
NWELD,1,35444212,COM,statistical,1.0
Small Molecule Cell Viability Database,1,39423320,FUL,statistical,1.0
NWheatGPC,1,39300179,COM,v2_bert,0.7568883
NZTD,1,37516737,COM,v2_bert,0.9953676
Sma3s,1,39939939,COM,statistical,1.0
Smart,1,39837330,COM,v2_bert,0.5313465
Smart Home Digital,1,37688042,FUL,statistical,1.0
Smart Nano-Theranostic Platform Based on Dual-microRNAs Guided Self-Feedback Tetrahedral Entropy-Driven DNA Circuit,1,37085743,FUL,statistical,1.0
Smart Plate Imaging Robot,1,38141174,FUL,statistical,1.0
Smart Sensors and Smart Data for Precision Agriculture,1,38676264,FUL,statistical,1.0
Smart-seq+5,1,39837330,COM,v2_bert,0.6475649
SmartAPI,1,36175836,COM,statistical,1.0
NULISA™,1,37945559,COM,v2_bert,0.8888131
NULISA,1,37945559,COM,statistical,1.0
NUE,1,37967146,COM,statistical,1.0
NUCKS,1,38361019,COM,v2_bert,0.7536177
SmartWoodID,1,37178209,COM,ruler,1.0
NTT,1,39846357,COM,v2_bert,0.91956085
SmartWoodID-a,1,37178209,COM,v2_bert,0.9966746
NTPase,1,35353641,COM,statistical,1.0
Smartphone-Assisted Flexible Electrochemical Sensor Platform by a Homology DNA Nanomanager Tailored for Multiple Cancer Markers Field Inspection,1,37608571,FUL,statistical,1.0
Smartphone-RCCT,1,36303168,COM,statistical,1.0
NZTD ,1,37516737,COM,v2_bert,0.8900536
SmProt,1,39910485,COM,ruler,1.0
NZUP,1,36352543,COM,v2_bert,0.6119945
Sleep Identification Enabled by Supervised Training Algorithms,1,40476387,FUL,v2_bert,0.74370277
Sixth Assessment Report,1,36243817,FUL,statistical,1.0
SkIN,1,37925214,COM,v2_bert,0.616915
Named Entity Recognition and Linking,1,39502384,FUL,statistical,1.0
SkewDB,1,35318332,COM,ruler,1.0
Skin Bacteria Genome,1,37548643,FUL,v2_bert,0.71469384
Skin Cancer Audit Research Database,1,37092604,FUL,statistical,1.0
Skin Lesion Image Crops Extracted from 3D TBP,1,39143096,FUL,statistical,1.0
SkinEthic,1,38789065,COM,statistical,1.0
Named Entity Recognition Dataset for Agricultural Diseases and Pests,1,38997427,FUL,statistical,1.0
Named Entity Normalization,1,39411448,FUL,statistical,1.0
Named Entity Corpus,1,39411448,FUL,v2_bert,0.9356198
SkinWiseNet,1,39891245,COM,statistical,1.0
Skip Viragh Foundation,1,36282600,FUL,statistical,1.0
Sleep Identification Enabled by Supervised,1,40476387,FUL,v2_bert,0.82444286
NameToCid,1,37027007,COM,v2_bert,0.6750592
SmProdrugs,1,36724634,COM,statistical,1.0
Sleep and Activity Database for the Early Years,1,40217418,FUL,statistical,1.0
SliDL,1,37549131,COM,statistical,1.0
NagalSeg,1,39639065,COM,statistical,1.0
SliceChip,1,38205530,COM,statistical,1.0
SlicerHeart,1,36148054,COM,statistical,1.0
SlideGraph,1,35640384,COM,statistical,1.0
NagGPT,1,39910777,COM,statistical,1.0
Slovenian translational platform GlioBank for brain tumor research,1,39963438,FUL,statistical,1.0
NaPDoS2,1,36108739,COM,v2_bert,0.99605435
NaPDoS,1,36108739,COM,v2_bert,0.99312323
SlrR,1,36535428,COM,statistical,1.0
SlugAtlas,1,39436899,COM,statistical,1.0
SmGDB,1,35460467,COM,ruler,1.0
SmGDB.<h4,1,35460467,COM,statistical,1.0
SmilODB,1,40464010,COM,statistical,1.0
NTM-DB,1,38018256,COM,statistical,1.0
Smoking-Associated Diseases,1,38912260,FUL,statistical,1.0
SomaLogic,1,40167918,COM,statistical,1.0
Soil erosion susceptibility maps and rasters dataset,1,39809781,FUL,v2_bert,0.8236066
SoilGrids,1,40075097,COM,statistical,1.0
SolPGD,1,39719828,COM,statistical,1.0
Solanaceae Information Resource,1,39526372,FUL,statistical,1.0
Solanaceae Pan-Genome Database,1,39719828,FUL,statistical,1.0
Solar Evaporators for Saline Water,1,40114309,FUL,statistical,1.0
Solu,1,39806295,COM,v2_bert,0.8967837
SoluProtMut,1,36420168,COM,v2_bert,0.98604506
Solubility of Organic Molecules in Aqueous Solution,1,36456604,FUL,v2_bert,0.97048867
Solve,1,39825153,COM,v2_bert,0.63888776
NSSC,1,39485651,COM,statistical,1.0
Solve-Rare Diseases Consortium,1,39825153,FUL,statistical,1.0
Solving Unsolved Patient Exomes/gEnomes using Custom Transcriptomes,1,37280537,FUL,statistical,1.0
SomaGene,1,35672401,COM,statistical,1.0
NSP16,1,35369609,COM,statistical,1.0
Soil Moisture Ocean Salinity,1,37684228,FUL,statistical,1.0
NSP12,1,40213365,COM,statistical,1.0
NSP1,1,37896813,COM,statistical,1.0
Somatic Binding Sequence Annotator,1,34606615,FUL,statistical,1.0
Somatic Variant Analysis Suite,1,34671807,FUL,statistical,1.0
SomaticSiMu,1,35258549,COM,statistical,1.0
Sonosensitive Cavitation Nuclei-A Customisable Platform Technology for Enhanced Therapeutic Delivery,1,38067464,FUL,statistical,1.0
NSL23,1,38328296,COM,v2_bert,0.83316463
Sopa,1,38862483,COM,v2_bert,0.99117076
SorbMutDB,1,38100514,COM,statistical,1.0
Sorghum Genomics and Mutation Database,1,40055894,FUL,statistical,1.0
NSL,1,38328296,COM,v2_bert,0.73638886
NSCRC,1,41136836,COM,statistical,1.0
SorpVision,1,40442085,COM,statistical,1.0
NSC,1,38974014,COM,v2_bert,0.604278
Soil and Plant Science Division of the United States Department of Agriculture - Natural Resources Conservation Service,1,38783964,FUL,statistical,1.0
Soil,1,39792898,FUL,v2_bert,0.59768885
Smoking-Diseases Correlation Database,1,38912260,FUL,statistical,1.0
SocINDEX,1,39257941,COM,statistical,1.0
Smoking-diseases correlation database,1,38912260,FUL,v2_bert,0.7645885
Smooth Muscle Genome Browser,1,35560163,FUL,statistical,1.0
Smooth-quantile Normalization Adaptation for the Inference of co-expression Links,1,37802917,FUL,statistical,1.0
SmoothGrad,1,40095417,COM,statistical,1.0
NTCdb,1,38765608,COM,statistical,1.0
Snakemake Workflow Catalog,1,40238183,FUL,statistical,1.0
Snf2,1,37867975,COM,statistical,1.0
NTCSA,1,40592015,COM,statistical,1.0
SnpEFF,1,34664660,COM,statistical,1.0
SoCs.<h4,1,39372509,COM,statistical,1.0
NSs@PEG@3COOH,1,40185683,COM,statistical,1.0
SoDCoD,1,39126203,COM,statistical,1.0
SoIR,1,39526372,COM,statistical,1.0
SoNG,1,35751288,COM,statistical,1.0
SoccerMon,1,38816403,COM,statistical,1.0
Software Citation Implementation Working Group,1,36092012,FUL,statistical,1.0
Social Determinant of Health,1,38235302,FUL,statistical,1.0
Social Sciences Ontology,1,39664869,FUL,v2_bert,0.59962225
NSistent,1,40971591,COM,v2_bert,0.9069903
Social Security Death Index,1,35854751,FUL,statistical,1.0
Social and Environmental Determinants Address Enhancement toolkit,1,37224727,FUL,statistical,1.0
SocialVec,1,37418393,COM,statistical,1.0
SocialVidStim,1,38597895,COM,statistical,1.0
SocialVidStim-a,1,38597895,COM,v2_bert,0.98864627
Society,1,36640910,FUL,v2_bert,0.5000746
Society for Healthcare Epidemiology in America,1,38835230,FUL,statistical,1.0
NSWER,1,35025668,COM,v2_bert,0.87357336
NSW Cancer Registry,1,39145404,FUL,statistical,1.0
NSTU-BDTAKA,1,39100771,COM,v2_bert,0.97854936
NSTU,1,39100771,COM,statistical,1.0
NPKGRIDS,1,39477949,COM,statistical,1.0
SpliceVarDB,1,39226898,COM,statistical,1.0
Spliceosome,1,38603733,COM,ruler,1.0
SubjQA,1,38781237,COM,statistical,1.0
Subnational Grand Corruption Index,1,38918435,FUL,statistical,1.0
Subnational Corruption Index,1,38918435,FUL,statistical,1.0
NMDtxDB,1,39095083,COM,statistical,1.0
Subnational Corruption Database,1,38918435,FUL,statistical,1.0
Submitting Novel Full-Length HLA,1,38907897,FUL,statistical,1.0
SubjectsInfo.xlsx,1,38660233,COM,statistical,1.0
NMPID,1,38736683,COM,v2_bert,0.98954093
Structural Database of Allergenic Proteins 2.0,1,37781674,FUL,statistical,1.0
SubCellBarCode,1,35732783,COM,v2_bert,0.99760664
NMR,1,35437393,COM,v2_bert,0.57729393
SubCELL,1,39373488,COM,statistical,1.0
NMRBank,1,40443993,COM,statistical,1.0
SuSiE,1,38153934,COM,statistical,1.0
SuPepMem,1,35222846,COM,ruler,1.0
Substitution,1,39696249,FUL,v2_bert,0.57305396
NMDMS,1,36575234,COM,v2_bert,0.9764749
NMDC EDGE,1,39963423,COM,v2_bert,0.57217634
SudAqua,1,36100598,COM,v2_bert,0.6715945
NMDC,1,39963423,COM,statistical,1.0
NMAR,1,40507586,COM,statistical,1.0
NLRscape,1,36350627,COM,statistical,1.0
NLP,1,39780059,COM,v2_bert,0.68039405
Sufficiency Policy Database,1,35474880,FUL,v2_bert,0.5842828
Sugar beet root maggot database,1,40230947,FUL,v2_bert,0.8673568
Suicide Prevention Trials Database,1,39901628,FUL,statistical,1.0
Suite for CNV Interpretation and Prioritization,1,36376761,FUL,v2_bert,0.8714838
SulfAtlas,1,36318251,COM,ruler,1.0
Sultanate of Oman,1,38854754,FUL,statistical,1.0
SummarizedExperiment,1,39073878,COM,statistical,1.0
Summary-level Unified Method for Modeling Integrated Transcriptome using Functional Annotations,1,38129112,FUL,v2_bert,0.8228297
SuperBand,1,40328768,COM,statistical,1.0
StyleGanv2-ADA,1,39367444,COM,statistical,1.0
NMRExtractor,1,40443993,COM,statistical,1.0
StyleGANv2-ADA,1,39367444,COM,statistical,1.0
Structure-Activity Predictions From Computational Mining of Protein Databases to Assist Modular Design of Antimicrobial Peptides,1,35531270,FUL,statistical,1.0
Structural Deep Network Embedding,1,37541406,FUL,statistical,1.0
Structural Variation for Genetic Diseases,1,39526399,FUL,statistical,1.0
NNSU,1,38434751,COM,statistical,1.0
NNL,1,39235436,COM,v2_bert,0.9826475
Structural and Functional Anatomy,1,38393149,FUL,statistical,1.0
Structural bioinformatics Overview,1,35785665,FUL,statistical,1.0
NNJA,1,38862601,COM,statistical,1.0
Structural-Alignment-Based Proteome Annotation Reveals why the Functionally Unknown Proteins,1,38626392,FUL,statistical,1.0
NNDB,1,38522645,COM,statistical,1.0
Structure Integration with Function,1,37045837,FUL,ruler,1.0
Structure Prototype Generator Infrastructure,1,35732014,FUL,statistical,1.0
Structure Searchable Database of Analytical Methods,1,40549586,FUL,statistical,1.0
Structure and Function of the,1,35053399,FUL,statistical,1.0
Structure of AcMNPV,1,40413174,FUL,statistical,1.0
Structure-Activity Relationship,1,40388119,FUL,statistical,1.0
NMRshiftDB,1,38112483,COM,statistical,1.0
Structure-Function Analysis,1,36535428,FUL,statistical,1.0
Structure-Guided Machine-Learning-based Protein-Ligand Affinity Predictor,1,39660955,FUL,statistical,1.0
Structure-PPi,1,35751824,COM,v2_bert,0.9961455
Structure-Selectivity Relationship,1,37236027,FUL,statistical,1.0
NNBGWO-BRCAMarker,1,38909399,COM,statistical,1.0
Structured,1,35657661,FUL,v2_bert,0.54999673
Structured Expert Elicitation Resources,1,40567045,FUL,v2_bert,0.9719471
Structured Knowledge Base Enhances Effective Use of Large Language Models for Metadata Curation,1,40417549,FUL,statistical,1.0
Studies,1,37204441,FUL,v2_bert,0.6612279
NMSD,1,38924852,COM,v2_bert,0.6829313
Study of Metalloproteome of DNA Viruses,1,39134029,FUL,statistical,1.0
Study to Understand the Genetics of the Acute Response to Metformin and Glipizide in Humans,1,37233759,FUL,statistical,1.0
Style Aligned Artwork Datasets,1,39939631,FUL,statistical,1.0
NMRtist,1,36723167,COM,statistical,1.0
NLM,1,39495551,COM,v2_bert,0.7186176
SuperDecode,1,40045573,COM,statistical,1.0
SuperNatural,1,36399452,COM,statistical,1.0
NIMA,1,38497118,COM,statistical,1.0
NIMH Healthy Research Volunteer Dataset,1,36008415,FUL,statistical,1.0
Swiss Database of Individual Patient Experiences,1,36787439,FUL,v2_bert,0.95502794
NIMH Data Archive,1,37985666,FUL,statistical,1.0
Swiss HIV Cohort Study Viral NGS Database,1,40257980,FUL,v2_bert,0.98506325
Swiss Natural History Collection Network,1,37935581,FUL,statistical,1.0
Swiss Pathogen Surveillance Platform,1,37171846,FUL,statistical,1.0
Swiss Pathogen Surveillance Platform - towards a nation-wide One Health data exchange platform for bacterial,1,37171846,FUL,statistical,1.0
Swiss Teratogen,1,35748099,FUL,v2_bert,0.7309197
Swiss Teratogen Information Service,1,35748099,FUL,statistical,1.0
Swiss Virtual Natural History Collection,1,37935581,FUL,statistical,1.0
Swiss portal,1,34747477,FUL,v2_bert,0.64624584
Swiss portal for immune cell analysis,1,34747477,FUL,ruler,1.0
NIMH,1,36008415,COM,statistical,1.0
Swiss-Prot database,1,33306472,FUL,statistical,1.0
SwissBioPics,1,35411389,COM,ruler,1.0
SwinIR,1,40069254,COM,statistical,1.0
SwissBioPics-a,1,35411389,COM,v2_bert,0.91358
SwissCollNet,1,37935581,COM,statistical,1.0
NIH Comparative Genomics Resource,1,37759191,FUL,statistical,1.0
SwissDock 2024,1,38686803,COM,v2_bert,0.9944867
SwissGenVar</i,1,38929869,COM,v2_bert,0.8390028
SwissPort,1,38886663,COM,statistical,1.0
Switzerland).<h4,1,38327368,COM,statistical,1.0
SyllabO,1,39775384,COM,v2_bert,0.8312242
SyllabO+,1,39775384,COM,statistical,1.0
SymCog,1,35469089,COM,statistical,1.0
Symbol Nomenclature,1,36648443,FUL,v2_bert,0.69357383
Symbol Nomenclature For Glycans,1,36648443,FUL,statistical,1.0
NIEFF,1,35437413,COM,v2_bert,0.7250191
SynBioStrainFinder,1,35568950,COM,ruler,1.0
SwinIR-Large,1,40069254,COM,statistical,1.0
Swedish National Facility for Magnetoencephalography Parkinson's disease dataset,1,38296972,FUL,statistical,1.0
NKLM,1,37560038,COM,statistical,1.0
Surveillance Epidemiology and End Results,1,37088416,FUL,statistical,1.0
Supercapacitor Materials Database Generated using Web Scrapping and Natural Language Processing,1,39965271,FUL,statistical,1.0
Superior-Inferior Thickness Asymmetry for All Inner,1,38137678,FUL,statistical,1.0
Supervised Audiovisual Correspondence,1,38557696,FUL,statistical,1.0
Support Vector Machine,1,40432025,FUL,statistical,1.0
NKI-Rockland Sample Longitudinal Discovery of Brain Development Trajectories substudy,1,35701428,FUL,statistical,1.0
SurGen,1,41128428,COM,statistical,1.0
NKB,1,35058454,COM,v2_bert,0.9862449
SurePath,1,39732723,COM,statistical,1.0
Surface Earth System Analysis and Modeling Environment,1,40355512,FUL,statistical,1.0
Surface Soil Moisture,1,36805459,FUL,v2_bert,0.6482852
NITS-IQA,1,36850877,COM,statistical,1.0
Surface Water and Ocean Topography,1,40514385,FUL,statistical,1.0
Surgery,1,36623634,FUL,v2_bert,0.55030626
NITRC,1,35701399,COM,v2_bert,0.641094
SurveyMonkey,1,38632293,COM,statistical,1.0
Swedish National Facility for Magnetoencephalography Parkinson's Disease Dataset,1,38296972,FUL,statistical,1.0
NIRVANA,1,37990068,COM,v2_bert,0.6617689
Survival Genie,1,35197510,COM,v2_bert,0.7647927
NIRSpredict,1,39563275,COM,statistical,1.0
SusDat,1,36284750,COM,v2_bert,0.6147801
Suspect Screening of Liquid Crystal Monomers,1,35594146,FUL,statistical,1.0
NIRD,1,38102040,COM,statistical,1.0
Sustaining Health by Integrating Next-generation Ecosystems,1,36787325,FUL,statistical,1.0
SvAnna,1,39836277,COM,statistical,1.0
SwAsp,1,39279509,COM,statistical,1.0
Swaasa,1,37880351,COM,v2_bert,0.6656585
Swedish,1,38296972,FUL,v2_bert,0.64397335
Swedish Childhood Tumor Biobank,1,37221626,FUL,statistical,1.0
Swedish Colorectal Cancer Register,1,37029990,FUL,statistical,1.0
Swedish Environmental Protection Agency to establish a comprehensive Swedish National Monitoring Programme for Contaminants in Marine Biota,1,38643186,FUL,statistical,1.0
NNsm-FY,1,36918527,COM,statistical,1.0
NO-STRESS,1,39695252,COM,v2_bert,0.9961784
Splicing,1,36942103,COM,v2_bert,0.71042216
Standard RWD Database Designed - Taiwan Experience,1,38269719,FUL,statistical,1.0
Standardized Precipitation Index,1,38937480,FUL,statistical,1.0
Standardized Precipitation Evapotranspiration Index,1,38383611,FUL,statistical,1.0
Standardized Phylogenetic Classification of Human Respiratory Syncytial Virus below the Subgroup Level,1,39043393,FUL,statistical,1.0
Standardized,1,36494323,FUL,v2_bert,0.6938871
Standard for Artificial Intelligence Benchmarking,1,40154847,FUL,statistical,1.0
Standard Reference Material for Human Plasma,1,39395790,FUL,statistical,1.0
Standard Protocol Items,1,40476263,FUL,statistical,1.0
NOAA NCEI marine,1,37863915,COM,statistical,1.0
Standard European Vector Architecture,1,36420904,FUL,ruler,1.0
Standard Dynamic Range,1,39316480,FUL,statistical,1.0
Standard Bengali and English,1,40605853,FUL,statistical,1.0
Staging and Prognostic Factors Committee of the,1,36773775,FUL,statistical,1.0
Stage-2,1,38771886,COM,statistical,1.0
Stage Specific Transcriptomic Analysis and Database for Zebrafish Oogenesis,1,35733854,FUL,statistical,1.0
Standardizing Extracted Data Using Automated Application of Controlled Vocabularies,1,38349723,FUL,statistical,1.0
Standards,1,39262445,FUL,v2_bert,0.9705099
NP,1,39574402,COM,v2_bert,0.8512014
Standigm,1,38349059,COM,v2_bert,0.65374756
NOWinBRAIN,1,35013825,COM,statistical,1.0
NORMAN-SLE,1,36284750,COM,v2_bert,0.9941042
Standigm ASK™,1,38349059,COM,v2_bert,0.6589918
NORMAN Suspect List Exchange,1,36284750,FUL,v2_bert,0.91845757
Stanford Coronavirus Resistance Database,1,35263335,FUL,statistical,1.0
StarCraft II,1,37684293,COM,statistical,1.0
StarDist,1,38781811,COM,statistical,1.0
StarGazer,1,35711912,COM,statistical,1.0
StatClonotype,1,35622340,COM,statistical,1.0
State Collection,1,37723343,FUL,v2_bert,0.69940555
NORMAN Database System,1,36284750,FUL,statistical,1.0
State North Rhine-Westphalia,1,37204441,FUL,statistical,1.0
Static and Temporal Analysis of Gene Expression studies,1,37130913,FUL,statistical,1.0
NP-TCMtarget,1,40037544,COM,v2_bert,0.9874786
NP2024TS,1,39019890,COM,v2_bert,0.8280334
NPA,1,38221168,COM,v2_bert,0.5720998
SpyBrowse,1,38953375,COM,statistical,1.0
NPI-DCGNN,1,38923911,COM,statistical,1.0
SplicingLore,1,38128543,COM,ruler,1.0
Splinter,1,37699937,COM,v2_bert,0.9514426
NPI,1,38923911,COM,v2_bert,0.60030645
NPDIB,1,36140016,COM,v2_bert,0.91162294
Spo0A,1,36535428,COM,statistical,1.0
Spontaneous Adverse Drug Reaction Reporting Database,1,40240171,FUL,statistical,1.0
NPDBEjeCol,1,40092786,COM,statistical,1.0
Spot,1,40070411,FUL,v2_bert,0.5149482
SpotitPy,1,36271369,COM,statistical,1.0
Spread,1,38621316,COM,statistical,1.0
SpringBoot,1,38957398,COM,statistical,1.0
NPCDR,1,34664659,COM,statistical,1.0
SpudDB,1,39657689,COM,statistical,1.0
Sqlite3,1,38486291,COM,statistical,1.0
Stadsnatuur Rotterdam,1,35437393,FUL,v2_bert,0.6195103
Squalomix,1,36262334,COM,v2_bert,0.97107446
SqueezeMeta,1,38063370,COM,statistical,1.0
SqueezeNet,1,39648257,COM,statistical,1.0
Squirrels of South Asia,1,38312334,FUL,statistical,1.0
St,1,38593228,COM,v2_bert,0.510663
NPASS,1,36624664,COM,ruler,1.0
StAmP-DB,1,35199146,COM,statistical,1.0
StCoExpNet,1,38622429,COM,statistical,1.0
NPAR,1,40478960,COM,statistical,1.0
Stabilis,1,36941001,COM,v2_bert,0.6444722
Stack Overflow,1,36202960,COM,v2_bert,0.76318216
StackTHP,1,40048897,COM,statistical,1.0
NPACT,1,39075025,COM,ruler,1.0
Stacks,1,36083096,COM,v2_bert,0.5907208
StatistiSLAV,1,40514586,FUL,statistical,1.0
Statistical Methods Inspired by Challenges in Pediatric Cancer Multi-omics,1,36929085,FUL,statistical,1.0
Statistical Trends of Protein Evolution,1,36108094,FUL,statistical,1.0
StripeBench,1,40511982,COM,statistical,1.0
Street View Image Dataset for Automated,1,38649712,FUL,v2_bert,0.8762758
Street View Image Dataset for Automated Road Damage Detection,1,38649712,FUL,statistical,1.0
StreetSurfaceVis,1,39820017,COM,statistical,1.0
StreptomeDB,1,39498494,COM,ruler,1.0
Stress Combinations and their Interactions in Plants Database,1,37824297,FUL,ruler,1.0
Stress Knowledge Map,1,38616489,FUL,statistical,1.0
NOMO2,1,38995144,COM,v2_bert,0.7810731
NODAP,1,38871809,COM,statistical,1.0
Stress in Action,1,40360861,FUL,statistical,1.0
Stress in Action Wearables Database,1,40360861,FUL,statistical,1.0
Stress in action wearables database,1,40360861,FUL,v2_bert,0.75633824
Stress-Tolerant,1,35878063,FUL,statistical,1.0
StringFix,1,37837515,COM,statistical,1.0
StringTie,1,37510236,COM,statistical,1.0
StripePy,1,40511982,COM,statistical,1.0
Streamlining Large Chemical Library Docking with Artificial Intelligence,1,37552222,FUL,statistical,1.0
Stroboscopic Illuminant Image Acquisition,1,39956811,FUL,statistical,1.0
NOD-fMRI,1,40410207,COM,v2_bert,0.9643124
StrokeLT,1,40488200,COM,statistical,1.0
StrucGP,1,35393418,COM,statistical,1.0
StructMAn,1,36130085,COM,v2_bert,0.7961166
StructRecon,1,38758924,COM,statistical,1.0
Structural Activity Relationship,1,37894561,FUL,statistical,1.0
Structural Analysis of Protein Complexes by Cryo-Electron Microscopy,1,37930544,FUL,statistical,1.0
NOCICEPTRA2.0,1,38162030,COM,statistical,1.0
Structural Classification of Proteins-extended,1,34850923,FUL,ruler,1.0
Structural Database,1,36598498,FUL,v2_bert,0.5763511
Structural Database Construction Toolkit for Fast Structure Retrieval,1,38894604,FUL,statistical,1.0
Structural Database of Allergenic,1,38509156,FUL,v2_bert,0.6244418
NOCICEPTRA2,1,38162030,COM,v2_bert,0.77622277
NORA3-WP,1,35750671,COM,statistical,1.0
NORM,1,37187003,COM,ruler,1.0
Status,1,36494323,FUL,v2_bert,0.6334241
StoneMod,1,38309384,COM,ruler,1.0
Status Indicators,1,36758962,FUL,v2_bert,0.83133453
SteatoSITE,1,37903863,COM,v2_bert,0.77459496
Steinhardt Museum of Natural History in Tel Aviv University holds an interesting collection of orthopterans with a focus on local endemics,1,39646166,FUL,statistical,1.0
Stem Cell,1,41136836,FUL,v2_bert,0.65178627
StemDriver,1,37953308,COM,statistical,1.0
NORMAN ARB&ARG,1,38723350,COM,v2_bert,0.8117752
Stemness Online,1,39141443,FUL,v2_bert,0.55351055
Stereo,1,39097645,FUL,v2_bert,0.554828
Stereotactic Prostate Adaptive Radiotherapy utilizing Kilovoltage,1,39579383,FUL,v2_bert,0.79238474
Sterol Regulatory Element-Binding Proteins,1,39944801,FUL,statistical,1.0
Stimulating Peripheral Activity,1,40162160,FUL,v2_bert,0.7079895
Stimulating Peripheral Activity to Relieve Conditions,1,40162160,FUL,statistical,1.0
Stockholm-Tartu Atherosclerosis Reverse Network Engineering Task,1,36276926,FUL,statistical,1.0
StoichLife,1,40180992,COM,statistical,1.0
StopKB,1,39395187,COM,statistical,1.0
Streamlined High-Throughput Plasma Proteomics Platform for Clinical Proteomics with Improved Proteome Coverage,1,36975161,FUL,statistical,1.0
StoreNet,1,38866794,COM,statistical,1.0
StrVCTVRE,1,39658089,COM,statistical,1.0
Straightforward High-Throughput Aboveground Phenotyping Platform for Small- to Medium-Sized Plants,1,35895194,FUL,statistical,1.0
Strain Genome Explorer,1,35255937,FUL,statistical,1.0
Strain2Compd,1,35568950,COM,statistical,1.0
StrainGE,1,35255937,COM,statistical,1.0
StrainInfo,1,40996712,COM,statistical,1.0
StrainInfo-t,1,40996712,COM,v2_bert,0.97757244
StrainInfo.net,1,40996712,COM,statistical,1.0
StrainSelect,1,36814618,COM,ruler,1.0
Strains,1,39498510,FUL,v2_bert,0.5852128
Strategic Considerations in Designing Food Solutions for Seniors,1,39941989,FUL,statistical,1.0
Strategic Hospital Mergers & Acquisitions,1,40355344,FUL,statistical,1.0
Stratification of Obesity Phenotypes to Optimize Future Obesity Therapy,1,38398771,FUL,statistical,1.0
Six Semantic Dimension Database,1,36823158,FUL,statistical,1.0
Site-specific Heterochromatin Insertion of Elements at Lamina-associated Domains,1,37699958,FUL,statistical,1.0
Neurodata Without Borders,1,36193886,FUL,v2_bert,0.63293386
SciBERT,1,38733346,COM,statistical,1.0
SciPy,1,40344361,COM,statistical,1.0
Negatively Competitive Incoherent Feedforward Loops Mitigate Winner-Take-All Resource Competition,1,36355441,FUL,statistical,1.0
SciNote,1,39963438,COM,statistical,1.0
Neighborhood Emission Mapping Operation,1,36351966,FUL,statistical,1.0
SciENcv,1,37994677,COM,statistical,1.0
Nelohelea Szadziewski & Sontag,1,41119214,FUL,statistical,1.0
Nemertea,1,38879873,COM,statistical,1.0
Sciensano,1,39780046,COM,v2_bert,0.99259835
SciApps,1,35037207,COM,statistical,1.0
Sci-ModoM,1,39498498,COM,statistical,1.0
Schistosomiasis Collection at the Natural History Museum,1,40251693,FUL,statistical,1.0
Schistosomiasis Collection,1,40251693,FUL,v2_bert,0.6458786
Schema for Digitized Surface Swab Site Metadata in Open-Source DNA Sequence Databases,1,36847566,FUL,statistical,1.0
Scandinavian Obesity Surgery Registry,1,36789640,FUL,statistical,1.0
Nearest Neighbors Approach and Interactive Browser for Network Analysis of a Comprehensive Non-Small-Cell Lung Cancer Data Set,1,35944232,FUL,statistical,1.0
SciQA,1,37142627,COM,statistical,1.0
SciRoKo,1,35328546,COM,statistical,1.0
Nearest Neighbor Database,1,38522645,FUL,statistical,1.0
SciVal,1,39076597,COM,statistical,1.0
Science,1,37023121,COM,v2_bert,0.38853276
NeRF,1,36961332,COM,statistical,1.0
Science Citation Index Expanded of Web of Science Core Collection from 1999 to 2021 and identified for bibliometric analysis,1,38031121,FUL,statistical,1.0
Science Data Repository,1,39521490,FUL,statistical,1.0
NeMu,1,38795067,COM,statistical,1.0
Science Drone Toolkit,1,37023121,FUL,statistical,1.0
Science Framework,1,36303168,FUL,v2_bert,0.63417333
Science Initiative for Perfusion Imaging,1,37667526,FUL,statistical,1.0
Science Underlying Giant Panda Conservation Translocations,1,37958087,FUL,statistical,1.0
Science and Technology Resource Identification,1,36758001,FUL,statistical,1.0
Science-Technology-Industry interactions,1,40544187,FUL,statistical,1.0
ScienceDB,1,39926355,COM,statistical,1.0
