pmid,title,url,domain,intro_source
36124958,HMI-PRED 2.0: a biologist-oriented web application for prediction of host-microbe protein-protein interaction by interface mimicry.,https://hmipred.org/,hmipred.org,high_linguistic_score
36130056,"Reproducible acquisition, management and meta-analysis of nucleotide sequence (meta)data using q2-fondue.",https://github.com/bokulich-lab/q2-fondue,github.com,high_linguistic_score
36130056,"Reproducible acquisition, management and meta-analysis of nucleotide sequence (meta)data using q2-fondue.",https://github.com/bokulich-lab/q2-fondue-examples,github.com,high_linguistic_score
36130266,HTCA: a database with an in-depth characterization of the single-cell human transcriptome.,http://www.htcatlas.org,www.htcatlas.org,high_linguistic_score
36131199,Sensorimotor distance: A grounded measure of semantic similarity for 800 million concept pairs.,https://lancaster.ac.uk/psychology/smdistance,lancaster.ac.uk,high_linguistic_score
36131199,Sensorimotor distance: A grounded measure of semantic similarity for 800 million concept pairs.,https://osf.io/d42q6/,osf.io,high_linguistic_score
36131236,BGFD: an integrated multi-omics database of barley gene families.,http://barleygfdb.com,barleygfdb.com,high_linguistic_score
36134710,MediaDive: the expert-curated cultivation media database.,https://mediadive.dsmz.de,mediadive.dsmz.de,high_linguistic_score
36134713,M6AREG: m6A-centered regulation of disease development and drug response.,https://idrblab.org/m6areg/,idrblab.org,high_linguistic_score
36134718,"RNADisease v4.0: an updated resource of RNA-associated diseases, providing RNA-disease analysis, enrichment and prediction.",http://www.rnadisease.org/,www.rnadisease.org,high_linguistic_score
36134718,"RNADisease v4.0: an updated resource of RNA-associated diseases, providing RNA-disease analysis, enrichment and prediction.",http://www.rna-society.org/mndr/,www.rna-society.org,high_linguistic_score
36146935,RNAapt3D: RNA aptamer 3D-structural modeling database.,https://rnaapt3d.medals.jp,rnaapt3d.medals.jp,high_linguistic_score
36147666,PeakCNV: A multi-feature ranking algorithm-based tool for genome-wide copy number variation-association study.,https://rdrr.io/github/mahdieh1/PeakCNV,rdrr.io,high_linguistic_score
36151114,An online atlas of human plasma metabolite signatures of gut microbiome composition.,https://gutsyatlas.serve.scilifelab.se/,gutsyatlas.serve.scilifelab.se,high_linguistic_score
36154004,The Open Pesticide Transition Library (oPestTL).,https://proteomicsnews.shinyapps.io/oPestTLv104/,proteomicsnews.shinyapps.io,high_linguistic_score
36154058,Traveling Wave Ion Mobility-Derived Collision Cross Section Database for Plant Specialized Metabolites: An Application to <i>Ventilago harmandiana</i> Pierre.,https://massive.ucsd.edu,massive.ucsd.edu,high_linguistic_score
36154077,Quantitative Cell Proteomic Atlas: Pathway-Scale Targeted Mass Spectrometry for High-Resolution Functional Profiling of Cell Signaling.,https://qcpa.mskcc.org,qcpa.mskcc.org,high_linguistic_score
36159991,AntiVIRmiR: A repository of host antiviral miRNAs and their expression along with experimentally validated viral miRNAs and their targets.,https://bioinfo.imtech.res.in/manojk/antivirmir,bioinfo.imtech.res.in,high_linguistic_score
36160138,The Autoinflammatory Diseases Alliance Registry of monogenic autoinflammatory diseases.,https://clinicaltrials.gov,clinicaltrials.gov,high_linguistic_score
36161321,Cell Taxonomy: a curated repository of cell types with multifaceted characterization.,https://ngdc.cncb.ac.cn/celltaxonomy,ngdc.cncb.ac.cn,high_linguistic_score
36162041,Secondary Prevention of Cervical Cancer: ASCO Resource-Stratified Guideline Update.,http://www.asco.org/resource-stratified-guidelines,www.asco.org,high_linguistic_score
36162726,ncFO: A Comprehensive Resource of Curated and Predicted ncRNAs Associated with Ferroptosis.,http://www.jianglab.cn/ncFO/,www.jianglab.cn,high_linguistic_score
36162821,"CohesinDB: a comprehensive database for decoding cohesin-related epigenomes, 3D genomes and transcriptomes in human cells.",https://cohesindb.iqb.u-tokyo.ac.jp,cohesindb.iqb.u-tokyo.ac.jp,high_linguistic_score
36164975,"ChemBioPort: an online portal to navigate the structure, function and chemical inhibition of the human proteome.",https://chembioport.thesgc.org,chembioport.thesgc.org,high_linguistic_score
36164976,DGPD: a knowledge database of dense granule proteins of the Apicomplexa.,http://dgpd.tlds.cc/DGPD/index/,dgpd.tlds.cc,high_linguistic_score
36165892,"snoDB 2.0: an enhanced interactive database, specializing in human snoRNAs.",https://bioinfo-scottgroup.med.usherbrooke.ca/snoDB/,bioinfo-scottgroup.med.usherbrooke.ca,high_linguistic_score
36165955,"qPTM: an updated database for PTM dynamics in human, mouse, rat and yeast.",http://qptm.omicsbio.info,qptm.omicsbio.info,high_linguistic_score
36169223,GotEnzymes: an extensive database of enzyme parameter predictions.,https://metabolicatlas.org/gotenzymes,metabolicatlas.org,high_linguistic_score
36169225,ProPan: a comprehensive database for profiling prokaryotic pan-genome dynamics.,https://ngdc.cncb.ac.cn/propan,ngdc.cncb.ac.cn,high_linguistic_score
36169226,AlloMAPS 2: allosteric fingerprints of the AlphaFold and Pfam-trRosetta predicted structures for engineering and design.,http://allomaps.bii.a-star.edu.sg,allomaps.bii.a-star.edu.sg,high_linguistic_score
36169237,Comparative Toxicogenomics Database (CTD): update 2023.,http://ctdbase.org/,ctdbase.org,high_linguistic_score
36169329,BCSCdb: a database of biomarkers of cancer stem cells.,http://dibresources.jcbose.ac.in/ssaha4/bcscdb,dibresources.jcbose.ac.in,high_linguistic_score
36170113,TEx-MST: tissue expression profiles of MANE select transcripts.,https://texmst.ibms.sinica.edu.tw/,texmst.ibms.sinica.edu.tw,high_linguistic_score
36173168,CSM-peptides: A computational approach to rapid identification of therapeutic peptides.,https://biosig.lab.uq.edu.au/csm_peptides,biosig.lab.uq.edu.au,high_linguistic_score
36177882,Ribocentre: a database of ribozymes.,https://www.ribocentre.org,www.ribocentre.org,high_linguistic_score
36178800,GroovDB: A Database of Ligand-Inducible Transcription Factors.,https://groov.bio,groov.bio,high_linguistic_score
36178955,HAYSTAC: A Bayesian framework for robust and rapid species identification in high-throughput sequencing data.,https://github.com/antonisdim/HAYSTAC,github.com,high_linguistic_score
36179089,CITEdb: a manually curated database of cell-cell interactions in human.,https://citedb.cn/,citedb.cn,high_linguistic_score
36179089,CITEdb: a manually curated database of cell-cell interactions in human.,https://citedb.cn/,citedb.cn,high_linguistic_score
36179089,CITEdb: a manually curated database of cell-cell interactions in human.,https://github.com/shanny01/benchmark,github.com,high_linguistic_score
36182027,A nurse-delivered intervention to reduce insomnia in cancer survivors: Study protocol for a randomized-controlled trial.,http://ClinicalTrials.gov,clinicaltrials.gov,high_linguistic_score
36189883,"EURISCO update 2023: the European Search Catalogue for Plant Genetic Resources, a pillar for documentation of genebank material.",http://eurisco.ecpgr.org,eurisco.ecpgr.org,high_linguistic_score
36189892,microbioTA: an atlas of the microbiome in multiple disease tissues of Homo sapiens and Mus musculus.,http://bio-annotation.cn/microbiota,bio-annotation.cn,high_linguistic_score
36189903,EmAtlas: a comprehensive atlas for exploring spatiotemporal activation in mammalian embryogenesis.,http://bioinfor.imu.edu.cn/ematlas,bioinfor.imu.edu.cn,high_linguistic_score
36193998,scSemiGAN: a single-cell semi-supervised annotation and dimensionality reduction framework based on generative adversarial network.,https://github.com/rafa-nadal/scSemiGAN,github.com,high_linguistic_score
36194209,HTAADVar: Aggregation and fully automated clinical interpretation of genetic variants in heritable thoracic aortic aneurysm and dissection.,http://htaadvar.fwgenetics.org,htaadvar.fwgenetics.org,high_linguistic_score
36195686,Phish-Pharm: A Searchable Database of Pharmacokinetics and Drug Residue Literature in Fish - 2022 Update.,http://www.fda.gov/AnimalVeterinary/ScienceResearch/ToolsResources/Phish-Pharm/default.htm,www.fda.gov,high_linguistic_score
36195686,Phish-Pharm: A Searchable Database of Pharmacokinetics and Drug Residue Literature in Fish - 2022 Update.,https://link.springer.com/article/10.1208/aapsj070230,link.springer.com,high_linguistic_score
36196656,PlantRNA 2.0: an updated database dedicated to tRNAs of photosynthetic eukaryotes.,http://plantrna.ibmp.cnrs.fr/,plantrna.ibmp.cnrs.fr,high_linguistic_score
36197453,Overview of the COVID-19 text mining tool interactive demonstration track in BioCreative VII.,https://biocreative.bioinformatics.udel.edu/tasks/biocreative-vii/track-4/,biocreative.bioinformatics.udel.edu,high_linguistic_score
36200469,Building a 'Virtual Library': continuing a global collaboration to strengthen research capacity within Nepal and other low- and middle-income countries.,https://lmicresearch.org,lmicresearch.org,high_linguistic_score
36200814,CovInter: interaction data between coronavirus RNAs and host proteins.,https://idrblab.org/covinter/,idrblab.org,high_linguistic_score
36200824,TFSyntax: a database of transcription factors binding syntax in mammalian genomes.,https://tfsyntax.zhaopage.com,tfsyntax.zhaopage.com,high_linguistic_score
36200827,ChemPert: mapping between chemical perturbation and transcriptional response for non-cancer cells.,https://chempert.uni.lu/,chempert.uni.lu,high_linguistic_score
36200836,Using the Arabidopsis Information Resource (TAIR) to Find Information About Arabidopsis Genes.,http://arabidopsis.org,arabidopsis.org,high_linguistic_score
36200838,AgeAnno: a knowledgebase of single-cell annotation of aging in human.,https://relab.xidian.edu.cn/AgeAnno/#/,relab.xidian.edu.cn,high_linguistic_score
36203144,EnsembleSplice: ensemble deep learning model for splice site prediction.,https://github.com/OluwadareLab/EnsembleSplice,github.com,high_linguistic_score
36205845,oppOntology: a MATLAB Toolbox for Enrichment Analysis.,https://github.com/HangZhouSheep/oppOntology,github.com,high_linguistic_score
36207453,Comparative genomic and biochemical analyses identify a collagen galactosylhydroxylysyl glucosyltransferase from Acanthamoeba polyphaga mimivirus.,https://guolab.shinyapps.io/app-mimivirus-publication/,guolab.shinyapps.io,high_linguistic_score
36207780,"CTPC, a combined transcriptome data set of human prostate cancer cell lines.",https://pcatools.shinyapps.io/CTPC_V2/,pcatools.shinyapps.io,high_linguistic_score
36208223,"HSDatabase-a database of highly similar duplicate genes from plants, animals, and algae.",http://hsdfinder.com/database/,hsdfinder.com,high_linguistic_score
36209954,TSNAdb v2.0: The Updated Version of Tumor-specific Neoantigen Database.,https://pgx.zju.edu.cn/tsnadb/,pgx.zju.edu.cn,high_linguistic_score
36215029,gutMDisorder v2.0: a comprehensive database for dysbiosis of gut microbiota in phenotypes and interventions.,http://bio-annotation.cn/gutMDisorder/,bio-annotation.cn,high_linguistic_score
36215030,CottonMD: a multi-omics database for cotton biological study.,http://yanglab.hzau.edu.cn/CottonMD/,yanglab.hzau.edu.cn,high_linguistic_score
36215037,HiChIPdb: a comprehensive database of HiChIP regulatory interactions.,http://health.tsinghua.edu.cn/hichipdb/,health.tsinghua.edu.cn,high_linguistic_score
36215042,MiMeDB: the Human Microbial Metabolome Database.,https://mimedb.org,mimedb.org,high_linguistic_score
36217386,miR2Trait: an integrated resource for investigating miRNA-disease associations.,https://github.com/miR2Trait,github.com,high_linguistic_score
36217386,miR2Trait: an integrated resource for investigating miRNA-disease associations.,https://sas.sastra.edu/pymir18,sas.sastra.edu,high_linguistic_score
36219204,Constructing an atlas of associations between polygenic scores from across the human phenome and circulating metabolic biomarkers.,http://mrcieu.mrsoftware.org/metabolites_PRS_atlas,mrcieu.mrsoftware.org,high_linguistic_score
36220381,Patient-related adverse events and device failures associated with commercially available enteral or duodenal self-expanding metal stents: an analysis of the MAUDE database.,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfmaude/search.cfm,www.accessdata.fda.gov,high_linguistic_score
36222201,KinMod database: a tool for investigating metabolic regulation.,https://lmse.utoronto.ca/kinmod/KINMOD.sql.gz,lmse.utoronto.ca,high_linguistic_score
36222558,RMG Database for Chemical Property Prediction.,https://rmg.mit.edu,rmg.mit.edu,high_linguistic_score
36222566,METAbolomics data Balancing with Over-sampling Algorithms (META-BOA): an online resource for addressing class imbalance.,https://complimet.ca/meta-boa,complimet.ca,high_linguistic_score
36227117,E-SNPs&GO: embedding of protein sequence and function improves the annotation of human pathogenic variants.,https://esnpsandgo.biocomp.unibo.it,esnpsandgo.biocomp.unibo.it,high_linguistic_score
36227117,E-SNPs&GO: embedding of protein sequence and function improves the annotation of human pathogenic variants.,https://esnpsandgo.biocomp.unibo.it/datasets,esnpsandgo.biocomp.unibo.it,high_linguistic_score
36229842,CTpathway: a CrossTalk-based pathway enrichment analysis method for cancer research.,http://www.jianglab.cn/CTpathway/,www.jianglab.cn,high_linguistic_score
36229842,CTpathway: a CrossTalk-based pathway enrichment analysis method for cancer research.,https://github.com/Bioccjw/CTpathway,github.com,high_linguistic_score
36239113,NBLAST: a graphical user interface-based two-way BLAST software with a dot plot viewer.,http://nbitglobal.com/nblast,nbitglobal.com,high_linguistic_score
36239391,AgingBank: a manually curated knowledgebase and high-throughput analysis platform that provides experimentally supported multi-omics data relevant to aging in multiple species.,http://bio-bigdata.hrbmu.edu.cn/AgingBank,bio-bigdata.hrbmu.edu.cn,high_linguistic_score
36243772,The Cancermuts software package for the prioritization of missense cancer variants: a case study of AMBRA1 in melanoma.,https://www.github.com/ELELAB/cancermuts,www.github.com,high_linguistic_score
36243959,TWAS Atlas: a curated knowledgebase of transcriptome-wide association studies.,https://ngdc.cncb.ac.cn/twas/,ngdc.cncb.ac.cn,high_linguistic_score
36243960,DRESIS: the first comprehensive landscape of drug resistance information.,https://idrblab.org/dresis/,idrblab.org,high_linguistic_score
36243961,DrugMAP: molecular atlas and pharma-information of all drugs.,https://idrblab.org/drugmap/,idrblab.org,high_linguistic_score
36243962,RABC: Rheumatoid Arthritis Bioinformatics Center.,http://www.onethird-lab.com/RABC/,www.onethird-lab.com,high_linguistic_score
36243963,PAT: a comprehensive database of prokaryotic antimicrobial toxins.,http://bioinfo.qd.sdu.edu.cn/PAT/,bioinfo.qd.sdu.edu.cn,high_linguistic_score
36243964,isomiRdb: microRNA expression at isoform resolution.,https://www.ccb.uni-saarland.de/isomirdb,www.ccb.uni-saarland.de,high_linguistic_score
36243967,Aquila: a spatial omics database and analysis platform.,https://aquila.cheunglab.org,aquila.cheunglab.org,high_linguistic_score
36243968,"SIGNOR 3.0, the SIGnaling network open resource 3.0: 2022 update.",https://signor.uniroma2.it,signor.uniroma2.it,high_linguistic_score
36243970,HProteome-BSite: predicted binding sites and ligands in human 3D proteome.,https://galaxy.seoklab.org/hproteome-bsite/database,galaxy.seoklab.org,high_linguistic_score
36243971,MeDBA: the Metalloenzyme Data Bank and Analysis platform.,https://medba.ddtmlab.org,medba.ddtmlab.org,high_linguistic_score
36243972,Genenames.org: the HGNC resources in 2023.,http://www.genenames.org,www.genenames.org,high_linguistic_score
36243972,Genenames.org: the HGNC resources in 2023.,http://www.genenames.org,www.genenames.org,high_linguistic_score
36243973,PertOrg 1.0: a comprehensive resource of multilevel alterations induced in model organisms by in vivo genetic perturbation.,http://www.inbirg.com/pertorg/,www.inbirg.com,high_linguistic_score
36243976,CellTracer: a comprehensive database to dissect the causative multilevel interplay contributing to cell development trajectories.,http://bio-bigdata.hrbmu.edu.cn/CellTracer,bio-bigdata.hrbmu.edu.cn,high_linguistic_score
36243982,AmyloGraph: a comprehensive database of amyloid-amyloid interactions.,http://AmyloGraph.com/,amylograph.com,high_linguistic_score
36243982,AmyloGraph: a comprehensive database of amyloid-amyloid interactions.,https://github.com/KotulskaLab/AmyloGraph,github.com,high_linguistic_score
36243984,ChromLoops: a comprehensive database for specific protein-mediated chromatin loops in diverse organisms.,https://3dgenomics.hzau.edu.cn/chromloops,3dgenomics.hzau.edu.cn,high_linguistic_score
36243988,Brain Catalog: a comprehensive resource for the genetic landscape of brain-related traits.,https://ngdc.cncb.ac.cn/braincatalog,ngdc.cncb.ac.cn,high_linguistic_score
36243989,PGG.SV: a whole-genome-sequencing-based structural variant resource and data analysis platform.,https://www.biosino.org/pggsv,www.biosino.org,high_linguistic_score
36245702,TCM2COVID: A resource of anti-COVID-19 traditional Chinese medicine with effects and mechanisms.,http://zhangy-lab.cn/tcm2covid/,zhangy-lab.cn,high_linguistic_score
36250634,The Cancer Epitope Database and Analysis Resource (CEDAR).,https://cedar.iedb.org/,cedar.iedb.org,high_linguistic_score
36251776,BRACS: A Dataset for BReAst Carcinoma Subtyping in H&amp;E Histology Images.,https://www.bracs.icar.cnr.it/,www.bracs.icar.cnr.it,high_linguistic_score
36253723,"A web-based database server using 43,710 public RNA-seq samples for the analysis of gene expression and alternative splicing in livestock animals.",https://bioinfo.njau.edu.cn/livestockExp,bioinfo.njau.edu.cn,high_linguistic_score
36254161,The Alzheimer's Cell Atlas (TACA): A single-cell molecular map for translational therapeutics accelerator in Alzheimer's disease.,https://taca.lerner.ccf.org/,taca.lerner.ccf.org,high_linguistic_score
36255293,MADET: a Manually Curated Knowledge Base for Microbiomic Effects on Efficacy and Toxicity of Anticancer Treatments.,https://www.madet.info,www.madet.info,high_linguistic_score
36257484,Ori-Finder 2022: A Comprehensive Web Server for Prediction and Analysis of Bacterial Replication Origins.,http://tubic.tju.edu.cn/Ori-Finder/,tubic.tju.edu.cn,high_linguistic_score
36257484,Ori-Finder 2022: A Comprehensive Web Server for Prediction and Analysis of Bacterial Replication Origins.,https://tubic.org/Ori-Finder/,tubic.org,high_linguistic_score
36259664,CREAMMIST: an integrative probabilistic database for cancer drug response prediction.,https://creammist.mtms.dev,creammist.mtms.dev,high_linguistic_score
36259946,ATLIGATOR: editing protein interactions with an atlas-based approach.,https://www.github.com/Hoecker-Lab/atligator,www.github.com,high_linguistic_score
36263784,BIC: a database for the transcriptional landscape of bacteria in cancer.,http://bic.jhlab.tw/,bic.jhlab.tw,high_linguistic_score
36263826,GWAS Atlas: an updated knowledgebase integrating more curated associations in plants and animals.,https://ngdc.cncb.ac.cn/gwas/,ngdc.cncb.ac.cn,high_linguistic_score
36264141,"MAGScoT: a fast, lightweight and accurate bin-refinement tool.",https://github.com/ikmb/MAGScoT,github.com,high_linguistic_score
36264141,"MAGScoT: a fast, lightweight and accurate bin-refinement tool.",https://hub.docker.com/repository/docker/ikmb/magscot,hub.docker.com,high_linguistic_score
36265769,CTRR-ncRNA: A Knowledgebase for Cancer Therapy Resistance and Recurrence Associated Non-coding RNAs.,http://ctrr.bioinf.org.cn/,ctrr.bioinf.org.cn,high_linguistic_score
36266726,CASA: a comprehensive database resource for the COVID-19 Alternative Splicing Atlas.,http://www.splicedb.net/casa/,www.splicedb.net,high_linguistic_score
36268860,"The Chemical Probes Portal: an expert review-based public resource to empower chemical probe assessment, selection and use.",https://www.chemicalprobes.org/,www.chemicalprobes.org,high_linguistic_score
36268869,AnimalTFDB 4.0: a comprehensive animal transcription factor database updated with variation and expression annotations.,http://bioinfo.life.hust.edu.cn/AnimalTFDB4/,bioinfo.life.hust.edu.cn,high_linguistic_score
36269348,ProBiS-Fold Approach for Annotation of Human Structures from the AlphaFold Database with No Corresponding Structure in the PDB to Discover New Druggable Binding Sites.,http://probis-fold.insilab.org,probis-fold.insilab.org,high_linguistic_score
36271369,SpotitPy: a semi-automated tool for object-based co-localization of fluorescent labels in microscopy images.,https://github.com/alexiaales/SpotitPy,github.com,high_linguistic_score
36271790,ImmCluster: an ensemble resource for immunology cell type clustering and annotations in normal and cancerous tissues.,http://bio-bigdata.hrbmu.edu.cn/ImmCluster,bio-bigdata.hrbmu.edu.cn,high_linguistic_score
36271792,OrganoidDB: a comprehensive organoid database for the multi-perspective exploration of bulk and single-cell transcriptomic profiles of organoids.,http://www.inbirg.com/organoid_db/,www.inbirg.com,high_linguistic_score
36271793,PlantExp: a platform for exploration of gene expression and alternative splicing based on public plant RNA-seq samples.,https://biotec.njau.edu.cn/plantExp,biotec.njau.edu.cn,high_linguistic_score
36271794,CuGenDBv2: an updated database for cucurbit genomics.,http://cucurbitgenomics.org/v2,cucurbitgenomics.org,high_linguistic_score
36271795,UFCG: database of universal fungal core genes and pipeline for genome-wide phylogenetic analysis of fungi.,https://ufcg.steineggerlab.com,ufcg.steineggerlab.com,high_linguistic_score
36271801,Fungal names: a comprehensive nomenclatural repository and knowledge base for fungal taxonomy.,https://nmdc.cn/fungalnames/,nmdc.cn,high_linguistic_score
36271888,"EV-ADD, a database for EV-associated DNA in human liquid biopsy samples.",http://www.evdnadatabase.com,www.evdnadatabase.com,high_linguistic_score
36274234,LargeMetabo: an out-of-the-box tool for processing and analyzing large-scale metabolomic data.,https://github.com/LargeMetabo/LargeMetabo,github.com,high_linguistic_score
36274236,CoaDTI: multi-modal co-attention based framework for drug-target interaction annotation.,https://github.com/Layne-Huang/CoaDTI,github.com,high_linguistic_score
36275459,isomiRTar: a comprehensive portal of pan-cancer 5'-isomiR targeting.,https://isomirtar.hse.ru,isomirtar.hse.ru,high_linguistic_score
36275551,GROP: A genomic information repository for oilplants.,http://grop.site/,grop.site,high_linguistic_score
36276466,"Cytokine database of stress and metabolic disorders (CdoSM): a connecting link between stress and cardiovascular disease, hypertension, diabetes and obesity.",https://www.akbi-nsut.co.in/,www.akbi-nsut.co.in,high_linguistic_score
36276466,"Cytokine database of stress and metabolic disorders (CdoSM): a connecting link between stress and cardiovascular disease, hypertension, diabetes and obesity.",https://www.akbi-nsut.co.in/,www.akbi-nsut.co.in,high_linguistic_score
36280237,NACDDB: Nucleic Acid Circular Dichroism Database.,https://genesilico.pl/nacddb/,genesilico.pl,high_linguistic_score
36281025,Dockground resource for protein recognition studies.,http://dockground.compbio.ku.edu,dockground.compbio.ku.edu,high_linguistic_score
36282546,"AHoJ: rapid, tailored search and retrieval of apo and holo protein structures for user-defined ligands.",http://apoholo.cz,apoholo.cz,high_linguistic_score
36282546,"AHoJ: rapid, tailored search and retrieval of apo and holo protein structures for user-defined ligands.",https://github.com/cusbg/AHoJ-project,github.com,high_linguistic_score
36283679,BrumiR: A toolkit for de novo discovery of microRNAs from sRNA-seq data.,https://github.com/camoragaq/BrumiR,github.com,high_linguistic_score
36284750,The NORMAN Suspect List Exchange (NORMAN-SLE): facilitating European and worldwide collaboration on suspect screening in high resolution mass spectrometry.,https://www.norman-network.com/,www.norman-network.com,high_linguistic_score
36284750,The NORMAN Suspect List Exchange (NORMAN-SLE): facilitating European and worldwide collaboration on suspect screening in high resolution mass spectrometry.,https://www.norman-network.com/nds/SLE/,www.norman-network.com,high_linguistic_score
36284750,The NORMAN Suspect List Exchange (NORMAN-SLE): facilitating European and worldwide collaboration on suspect screening in high resolution mass spectrometry.,https://zenodo.org/communities/norman-sle,zenodo.org,high_linguistic_score
36284750,The NORMAN Suspect List Exchange (NORMAN-SLE): facilitating European and worldwide collaboration on suspect screening in high resolution mass spectrometry.,https://pubchem.ncbi.nlm.nih.gov/,pubchem.ncbi.nlm.nih.gov,high_linguistic_score
36284750,The NORMAN Suspect List Exchange (NORMAN-SLE): facilitating European and worldwide collaboration on suspect screening in high resolution mass spectrometry.,https://comptox.epa.gov/dashboard/,comptox.epa.gov,high_linguistic_score
36284750,The NORMAN Suspect List Exchange (NORMAN-SLE): facilitating European and worldwide collaboration on suspect screening in high resolution mass spectrometry.,https://pubchem.ncbi.nlm.nih.gov/classification/#hid=101,pubchem.ncbi.nlm.nih.gov,high_linguistic_score
36284750,The NORMAN Suspect List Exchange (NORMAN-SLE): facilitating European and worldwide collaboration on suspect screening in high resolution mass spectrometry.,https://www.norman-network.com/nds/SLE/,www.norman-network.com,high_linguistic_score
36287286,CmirC: an integrated database of clustered miRNAs co-localized with copy number variations in cancer.,http://slsdb.manipal.edu/cmirclust,slsdb.manipal.edu,high_linguistic_score
36299508,ArVirInd-a database of arboviral antigenic proteins from the Indian subcontinent.,http://www.arvirind.co.in,www.arvirind.co.in,high_linguistic_score
36300617,Echtvar: compressed variant representation for rapid annotation and filtering of SNPs and indels.,https://github.com/brentp/echtvar,github.com,high_linguistic_score
36300618,The protein common assembly database (ProtCAD)-a comprehensive structural resource of protein complexes.,http://dunbrack2.fccc.edu/protcad,dunbrack2.fccc.edu,high_linguistic_score
36300619,CellMarker 2.0: an updated database of manually curated cell markers in human/mouse and web tools based on scRNA-seq data.,http://bio-bigdata.hrbmu.edu.cn/CellMarker,bio-bigdata.hrbmu.edu.cn,high_linguistic_score
36300619,CellMarker 2.0: an updated database of manually curated cell markers in human/mouse and web tools based on scRNA-seq data.,http://117.50.127.228/CellMarker/,117.50.127.228,high_linguistic_score
36300630,"RM2Target: a comprehensive database for targets of writers, erasers and readers of RNA modifications.",http://rm2target.canceromics.org/,rm2target.canceromics.org,high_linguistic_score
36300631,PROTAC-DB 2.0: an updated database of PROTACs.,http://cadd.zju.edu.cn/protacdb/,cadd.zju.edu.cn,high_linguistic_score
36300636,Animal-SNPAtlas: a comprehensive SNP database for multiple animals.,http://gong_lab.hzau.edu.cn/Animal_SNPAtlas/,gong_lab.hzau.edu.cn,high_linguistic_score
36300680,VariantAlert: A web-based tool to notify updates in genetic variant annotations.,https://github.com/next-crs4/VariantAlert,github.com,high_linguistic_score
36300680,VariantAlert: A web-based tool to notify updates in genetic variant annotations.,https://variant-alert.crs4.it/,variant-alert.crs4.it,high_linguistic_score
36303168,Smartphone-RCCT: an online repository of randomized controlled clinical trials of smartphone applications for chronic conditions.,https://osf.io/nxerf/,osf.io,high_linguistic_score
36304264,16S-ITGDB: An Integrated Database for Improving Species Classification of Prokaryotic 16S Ribosomal RNA Sequences.,https://github.com/yphsieh/ItgDB,github.com,high_linguistic_score
36304304,ChanFAD: A Functional Annotation Database for Ion Channels.,https://www.chanfad.org/,www.chanfad.org,high_linguistic_score
36304839,LncPheDB: a genome-wide lncRNAs regulated phenotypes database in plants.,https://www.lncphedb.com/,www.lncphedb.com,high_linguistic_score
36305460,CysModDB: a comprehensive platform with the integration of manually curated resources and analysis tools for cysteine posttranslational modifications.,https://cysmoddb.bioinfogo.org/,cysmoddb.bioinfogo.org,high_linguistic_score
36305812,PubChem 2023 update.,https://pubchem.ncbi.nlm.nih.gov,pubchem.ncbi.nlm.nih.gov,high_linguistic_score
36305818,SPEED: Single-cell Pan-species atlas in the light of Ecology and Evolution for Development and Diseases.,http://8.142.154.29,8.142.154.29,high_linguistic_score
36305818,SPEED: Single-cell Pan-species atlas in the light of Ecology and Evolution for Development and Diseases.,http://speedatlas.net,speedatlas.net,high_linguistic_score
36305822,DoriC 12.0: an updated database of replication origins in both complete and draft prokaryotic genomes.,https://tubic.org/doric/,tubic.org,high_linguistic_score
36305822,DoriC 12.0: an updated database of replication origins in both complete and draft prokaryotic genomes.,http://tubic.tju.edu.cn/doric/,tubic.tju.edu.cn,high_linguistic_score
36305824,Lineage Landscape: a comprehensive database that records lineage commitment across species.,http://data.iscr.ac.cn/lineage/#/home,data.iscr.ac.cn,high_linguistic_score
36305828,"The new uORFdb: integrating literature, sequence, and variation data in a central hub for uORF research.",https://www.bioinformatics.uni-muenster.de/tools/uorfdb,www.bioinformatics.uni-muenster.de,high_linguistic_score
36305829,ChemFOnt: the chemical functional ontology resource.,https://www.chemfont.ca,www.chemfont.ca,high_linguistic_score
36305834,FerrDb V2: update of the manually curated database of ferroptosis regulators and ferroptosis-disease associations.,http://www.zhounan.org/ferrdb/,www.zhounan.org,high_linguistic_score
36305870,RiboXYZ: a comprehensive database for visualizing and analyzing ribosome structures.,https://ribosome.xyz,ribosome.xyz,high_linguistic_score
36307762,Frugal alignment-free identification of FLT3-internal tandem duplications with FiLT3r.,https://gitlab.univ-lille.fr/filt3r/filt3r,gitlab.univ-lille.fr,high_linguistic_score
36307977,WGDI: A user-friendly toolkit for evolutionary analyses of whole-genome duplications and ancestral karyotypes.,https://github.com/SunPengChuan/wgdi,github.com,high_linguistic_score
36309134,MPAD: A Database for Binding Affinity of Membrane Protein-protein Complexes and their Mutants.,https://web.iitm.ac.in/bioinfo2/mpad,web.iitm.ac.in,high_linguistic_score
36312370,Virus-CKB 2.0: Viral-Associated Disease-Specific Chemogenomics Knowledgebase.,https://www.cbligand.org/g/virus-ckb,www.cbligand.org,high_linguistic_score
36312463,Baishideng's <i>Reference Citation Analysis</i> database announces the first <i>Article Influence Index</i> of multidisciplinary scholars.,https://www.referencecitationanalysis.com/searchscholar,www.referencecitationanalysis.com,high_linguistic_score
