pmid,title,abstract,in_linguistic,in_setfit,ling_score,setfit_confidence,primary_entity_long,primary_entity_short,primary_score,status,matched_long_short,all_long,all_short,ner_source,ner_confidence,entity_from_title,db_keyword_found,title_entity_in_ner,very_high_conf,baseline_entity_match,all_urls,resource_url,has_resource_url,url_context,article_count
22139916,VIRsiRNAdb: a curated database of experimentally validated viral siRNA/shRNA.,"RNAi technology has been emerging as a potential modality to inhibit viruses during past decade. In literature a few siRNA databases have been reported that focus on targeting human and mammalian genes but experimentally validated viral siRNA databases are lacking. We have developed VIRsiRNAdb, a manually curated database having comprehensive details of 1358 siRNA/shRNA targeting viral genome regions. Further, wherever available, information regarding alternative efficacies of above 300 siRNAs derived from different assays has also been incorporated. Important fields included in the database are siRNA sequence, virus subtype, target genome region, cell type, target object, experimental assay, efficacy, off-target and siRNA matching with reference viral sequences. Database also provides the users with facilities of advance search, browsing, data submission, linking to external databases and useful siRNA analysis tools especially siTarAlign which align the siRNA with reference viral genomes or user defined sequences. VIRsiRNAdb contains extensive details of siRNA/shRNA targeting 42 important human viruses including influenza virus, hepatitis B virus, HPV and SARS Corona virus. VIRsiRNAdb would prove useful for researchers in picking up the best viral siRNA for antiviral therapeutics development and also for developing better viral siRNA design tools. The database is freely available at http://crdd.osdd.net/servers/virsirnadb.",True,False,4.0,,virsirnadb,,19.99825203,ok,,,,v2,0.99825203,VIRsiRNAdb,True,True,True,,http://crdd.osdd.net/servers/virsirnadb,http://crdd.osdd.net/servers/virsirnadb,True,...design tools. The database is freely available at http://crdd.osdd.net/servers/virsirnadb.,1
25433696,LigDig: a web server for querying ligand-protein interactions.,"<h4>Unlabelled</h4>LigDig is a web server designed to answer questions that previously required several independent queries to diverse data sources. It also performs basic manipulations and analyses of the structures of protein-ligand complexes. The LigDig webserver is modular in design and consists of seven tools, which can be used separately, or via linking the output from one tool to the next, in order to answer more complex questions. Currently, the tools allow a user to: (i) perform a free-text compound search, (ii) search for suitable ligands, particularly inhibitors, of a protein and query their interaction network, (iii) search for the likely function of a ligand, (iv) perform a batch search for compound identifiers, (v) find structures of protein-ligand complexes, (vi) compare three-dimensional structures of ligand binding sites and (vii) prepare coordinate files of protein-ligand complexes for further calculations.<h4>Availability and implementation</h4>LigDig makes use of freely available databases, including ChEMBL, PubChem and SABIO-RK, and software programs, including cytoscape.js, PDB2PQR, ProBiS and Fconv. LigDig can be used by non-experts in bio- and chemoinformatics. LigDig is available at: http://mcm.h-its.org/ligdig.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",True,False,8.0,,,ligdig,19.9981777,ok,,pubchem,chembl | igdig,v2,0.9981777,LigDig,True,True,True,,http://mcm.h-its.org/ligdig,http://mcm.h-its.org/ligdig,True,...io- and chemoinformatics. LigDig is available at: http://mcm.h-its.org/ligdig.<h4>Supplementary information</h4>Supplementary d...,1
27151202,CSM-lig: a web server for assessing and comparing protein-small molecule affinities.,"Determining the affinity of a ligand for a given protein is a crucial component of drug development and understanding their biological effects. Predicting binding affinities is a challenging and difficult task, and despite being regarded as poorly predictive, scoring functions play an important role in the analysis of molecular docking results. Here, we present CSM-Lig (http://structure.bioc.cam.ac.uk/csm_lig), a web server tailored to predict the binding affinity of a protein-small molecule complex, encompassing both protein and small-molecule complementarity in terms of shape and chemistry via graph-based structural signatures. CSM-Lig was trained and evaluated on different releases of the PDBbind databases, achieving a correlation of up to 0.86 on 10-fold cross validation and 0.80 in blind tests, performing as well as or better than other widely used methods. The web server allows users to rapidly and automatically predict binding affinities of collections of structures and assess the interactions made. We believe CSM-lig would be an invaluable tool for helping assess docking poses, the effects of multiple mutations, including insertions, deletions and alternative splicing events, in protein-small molecule affinity, unraveling important aspects that drive protein-compound recognition.",True,False,7.0,,csm-lig,,19.9981658,ok,,pdbbind,,v2,0.9981658,CSM-lig,True,True,True,,http://structure.bioc.cam.ac.uk/csm_lig,http://structure.bioc.cam.ac.uk/csm_lig,True,"...ecular docking results. Here, we present CSM-Lig (http://structure.bioc.cam.ac.uk/csm_lig), a web server tailored to predict the binding af...",1
32324217,MusiteDeep: a deep-learning based webserver for protein post-translational modification site prediction and visualization.,"MusiteDeep is an online resource providing a deep-learning framework for protein post-translational modification (PTM) site prediction and visualization. The predictor only uses protein sequences as input and no complex features are needed, which results in a real-time prediction for a large number of proteins. It takes less than three minutes to predict for 1000 sequences per PTM type. The output is presented at the amino acid level for the user-selected PTM types. The framework has been benchmarked and has demonstrated competitive performance in PTM site predictions by other researchers. In this webserver, we updated the previous framework by utilizing more advanced ensemble techniques, and providing prediction and visualization for multiple PTMs simultaneously for users to analyze potential PTM cross-talks directly. Besides prediction, users can interactively review the predicted PTM sites in the context of known PTM annotations and protein 3D structures through homology-based search. In addition, the server maintains a local database providing pre-processed PTM annotations from Uniport/Swiss-Prot for users to download. This database will be updated every three months. The MusiteDeep server is available at https://www.musite.net. The stand-alone tools for locally using MusiteDeep are available at https://github.com/duolinwang/MusiteDeep_web.",True,False,4.0,,musitedeep,,19.9981213,ok,,,,v2,0.9981213,MusiteDeep,True,True,True,,https://www.musite.net | http://www.musite.net,https://www.musite.net,True,...ree months. The MusiteDeep server is available at https://www.musite.net. The stand-alone tools for locally using MusiteDe...,1
29724163,EuGI: a novel resource for studying genomic islands to facilitate horizontal gene transfer detection in eukaryotes.,"<h4>Background</h4>Genomic islands (GIs) are inserts of foreign DNA that have potentially arisen through horizontal gene transfer (HGT). There are evidences that GIs can contribute significantly to the evolution of prokaryotes. The acquisition of GIs through HGT in eukaryotes has, however, been largely unexplored. In this study, the previously developed GI prediction tool, SeqWord Gene Island Sniffer (SWGIS), is modified to predict GIs in eukaryotic chromosomes. Artificial simulations are used to estimate ratios of predicting false positive and false negative GIs by inserting GIs into different test chromosomes and performing the SWGIS v2.0 algorithm. Using SWGIS v2.0, GIs are then identified in 36 fungal, 22 protozoan and 8 invertebrate genomes.<h4>Results</h4>SWGIS v2.0 predicts GIs in large eukaryotic chromosomes based on the atypical nucleotide composition of these regions. Averages for predicting false negative and false positive GIs were 20.1% and 11.01% respectively. A total of 10,550 GIs were identified in 66 eukaryotic species with 5299 of these GIs coding for at least one functional protein. The EuGI web-resource, freely accessible at http://eugi.bi.up.ac.za , was developed that allows browsing the database created from identified GIs and genes within GIs through an interactive and visual interface.<h4>Conclusions</h4>SWGIS v2.0 along with the EuGI database, which houses GIs identified in 66 different eukaryotic species, and the EuGI web-resource, provide the first comprehensive resource for studying HGT in eukaryotes.",True,False,3.0,,,eugi,19.9981129,ok,,prokaryotes,,v2,0.9981129,EuGI,True,True,True,,http://eugi.bi.up.ac.za,http://eugi.bi.up.ac.za,True,"...tein. The EuGI web-resource, freely accessible at http://eugi.bi.up.ac.za , was developed that allows browsing the database...",1
24573881,"AnaLysis of Expression on human chromosome 21, ALE-HSA21: a pilot integrated web resource.","Transcriptome studies have shown the pervasive nature of transcription, demonstrating almost all the genes undergo alternative splicing. Accurately annotating all transcripts of a gene is crucial. It is needed to understand the impact of mutations on phenotypes, to shed light on genetic and epigenetic regulation of mRNAs and more generally to widen our knowledge about cell functionality and tissue diversity. RNA-sequencing (RNA-Seq), and the other applications of the next-generation sequencing, provides precious data to improve annotations' accuracy, simultaneously creating issues related to the variety, complexity and the size of produced data. In this 'scenario', the lack of user-friendly resources, easily accessible to researchers with low skills in bioinformatics, makes difficult to retrieve complete information about one or few genes without browsing a jungle of databases. Concordantly, the increasing amount of data from 'omics' technologies imposes to develop integrated databases merging different data formats coming from distinct but complementary sources. In light of these considerations, and given the wide interest in studying Down syndrome-a genetic condition due to the trisomy of human chromosome 21 (HSA21)-we developed an integrated relational database and a web interface, named ALE-HSA21 (AnaLysis of Expression on HSA21), accessible at http://bioinfo.na.iac.cnr.it/ALE-HSA21. This comprehensive and user-friendly web resource integrates-for all coding and noncoding transcripts of chromosome 21-existing gene annotations and transcripts identified de novo through RNA-Seq analysis with predictive computational analysis of regulatory sequences. Given the role of noncoding RNAs and untranslated regions of coding genes in key regulatory mechanisms, ALE-HSA21 is also an interesting web-based platform to investigate such processes. The 'transcript-centric' and easily-accessible nature of ALE-HSA21 makes this resource a valuable tool to rapidly retrieve data at the isoform level, rather than at gene level, useful to investigate any disease, molecular pathway or cell process involving chromosome 21 genes. Database URL: http://bioinfo.na.iac.cnr.it/ALE-HSA21/.",True,False,7.0,,,ale-hsa21,19.9980416,ok,,analysis of expression,,v2,0.9980416,"AnaLysis of Expression on human chromosome , ALE-HSA21",True,False,False,,http://bioinfo.na.iac.cnr.it/ALE-HSA21 | http://bioinfo.na.iac.cnr.it/ALE-HSA21/,http://bioinfo.na.iac.cnr.it/ALE-HSA21,True,"...(AnaLysis of Expression on HSA21), accessible at http://bioinfo.na.iac.cnr.it/ALE-HSA21. This comprehensive and user-friendly web resourc...",1
27158917,"Interactive Exploration, Analysis, and Visualization of Complex Phenome-Genome Datasets with ASPIREdb.","Identifying variants causal for complex genetic disorders is challenging. With the advent of whole-exome and whole-genome sequencing, computational tools are needed to explore and analyze the list of variants for further validation. Correlating genetic variants with subject phenotype is crucial for the interpretation of the disease-causing mutations. Often such work is done by teams of researchers who need to share information and coordinate activities. To this end, we have developed a powerful, easy to use Web application, ASPIREdb, which allows researchers to search, organize, analyze, and visualize variants and phenotypes associated with a set of human subjects. Investigators can annotate variants using publicly available reference databases and build powerful queries to identify subjects or variants of interest. Functional information and phenotypic associations of these genes are made accessible as well. Burden analysis and additional reporting tools allow investigation of variant properties and phenotype characteristics. Projects can be shared, allowing researchers to work collaboratively to build queries and annotate the data. We demonstrate ASPIREdb's functionality using publicly available data sets, showing how the software can be used to accomplish goals that might otherwise require specialized bioinformatics expertise. ASPIREdb is available at http://aspiredb.chibi.ubc.ca.",True,False,3.0,,aspiredb,,19.998014,ok,,,,v2,0.998014,,True,False,False,,http://aspiredb.chibi.ubc.ca,http://aspiredb.chibi.ubc.ca,True,...ioinformatics expertise. ASPIREdb is available at http://aspiredb.chibi.ubc.ca.,1
27083180,SEARCHBreast: a new resource to locate and share surplus archival material from breast cancer animal models to help address the 3Rs.,"Animal models have contributed to our understanding of breast cancer, with publication of results in high-impact journals almost invariably requiring extensive in vivo experimentation. As such, many laboratories hold large collections of surplus animal material, with only a fraction being used in publications relating to the original projects. Despite being developed at considerable cost, this material is an invisible and hence an underutilised resource, which often ends up being discarded. Within the breast cancer research community there is both a need and desire to make this valuable material available for researchers. Lack of a coordinated system for visualisation and localisation of this has prevented progress. To fulfil this unmet need, we have developed a novel initiative called Sharing Experimental Animal Resources: Coordinating Holdings-Breast (SEARCHBreast) which facilitates sharing of archival tissue between researchers on a collaborative basis and, de facto will reduce overall usage of animal models in breast cancer research. A secure searchable database has been developed where researchers can find, share, or upload materials related to animal models of breast cancer, including genetic and transplant models. SEARCHBreast is a virtual compendium where the physical material remains with the original laboratory. A bioanalysis pipeline is being developed for the analysis of transcriptomics data associated with mouse models, allowing comparative study with human and cell line data. Additionally, SEARCHBreast is committed to promoting the use of humanised breast tissue models as replacement alternatives to animals. Access to this unique resource is freely available to all academic researchers following registration at https://searchbreast.org.",True,False,3.0,,searchbreast,,19.9979968,ok,,,,v2,0.9979968,SEARCHBreast,True,True,True,,https://searchbreast.org,https://searchbreast.org,True,...ll academic researchers following registration at https://searchbreast.org.,1
21372341,Key2Ann: a tool to process sequence sets by replacing database identifiers with a human-readable annotation.,"Deducing common properties or degrees of phylogenetic relationship by analyzing a grouping or clustering of sequence sets is a frequently used technique in computational biology. If interpreted by means of visual inspection, the conclusions depend for many of these applications on meaningful names for the input data. In accordance with the aim of the analysis, the sequences should be provided with names indicating the function of the genes or gene-products, the phylogenetic position or other properties characterizing the contributing species. However, sequences extracted from databases are most often annotated with identifiers which only implicitly contain the desired information. To solve this problem, we have designed and implemented a tool named Key2Ann, which replaces in multiple fasta files the database keys with short terms indicating the taxonomic position or other features like the gene name or the EC-number. In addition, properties like habitat, growth temperature or the degree of pathogenicity can be coded for microbial species. To allow for highest flexibility, the user can control the composition of the names by means of command line parameters. Key2Ann is written in Java and can be downloaded via http://www-bioinf.uni-regensburg.de/downl/Key2Ann.zip. We demonstrate the usage of Key2Ann by discussing three typical examples of phylogenetic analysis.",True,False,6.0,,key2ann,,19.99797827,ok,,,,v2,0.99797827,Key2Ann,True,True,True,,http://www-bioinf.uni-regensburg.de/downl/Key2Ann.zip,http://www-bioinf.uni-regensburg.de/downl/Key2Ann.zip,True,...2Ann is written in Java and can be downloaded via http://www-bioinf.uni-regensburg.de/downl/Key2Ann.zip. We demonstrate the usage of Key2Ann by discussin...,1
22121216,"OriDB, the DNA replication origin database updated and extended.","OriDB (http://www.oridb.org/) is a database containing collated genome-wide mapping studies of confirmed and predicted replication origin sites. The original database collated and curated Saccharomyces cerevisiae origin mapping studies. Here, we report that the OriDB database and web site have been revamped to improve user accessibility to curated data sets, to greatly increase the number of curated origin mapping studies, and to include the collation of replication origin sites in the fission yeast Schizosaccharomyces pombe. The revised database structure underlies these improvements and will facilitate further expansion in the future. The updated OriDB for S. cerevisiae is available at http://cerevisiae.oridb.org/ and for S. pombe at http://pombe.oridb.org/.",True,False,3.0,,,oridb,19.99775577,ok,,origin database,,v2,0.99775577,,True,False,False,,http://www.oridb.org/ | http://cerevisiae.oridb.org/ | http://pombe.oridb.org/,http://cerevisiae.oridb.org/,True,...e updated OriDB for S. cerevisiae is available at http://cerevisiae.oridb.org/ and for S. pombe at http://pombe.oridb.org/.,1
21593126,HMMER web server: interactive sequence similarity searching.,"HMMER is a software suite for protein sequence similarity searches using probabilistic methods. Previously, HMMER has mainly been available only as a computationally intensive UNIX command-line tool, restricting its use. Recent advances in the software, HMMER3, have resulted in a 100-fold speed gain relative to previous versions. It is now feasible to make efficient profile hidden Markov model (profile HMM) searches via the web. A HMMER web server (http://hmmer.janelia.org) has been designed and implemented such that most protein database searches return within a few seconds. Methods are available for searching either a single protein sequence, multiple protein sequence alignment or profile HMM against a target sequence database, and for searching a protein sequence against Pfam. The web server is designed to cater to a range of different user expertise and accepts batch uploading of multiple queries at once. All search methods are also available as RESTful web services, thereby allowing them to be readily integrated as remotely executed tasks in locally scripted workflows. We have focused on minimizing search times and the ability to rapidly display tabular results, regardless of the number of matches found, developing graphical summaries of the search results to provide quick, intuitive appraisement of them.",True,False,3.0,,,hmmer,19.9977349,ok,,,pfam,v2,0.9977349,HMMER web server,True,False,False,,http://hmmer.janelia.org,http://hmmer.janelia.org,True,...le HMM) searches via the web. A HMMER web server (http://hmmer.janelia.org) has been designed and implemented such that most...,1
25326329,GBshape: a genome browser database for DNA shape annotations.,"Many regulatory mechanisms require a high degree of specificity in protein-DNA binding. Nucleotide sequence does not provide an answer to the question of why a protein binds only to a small subset of the many putative binding sites in the genome that share the same core motif. Whereas higher-order effects, such as chromatin accessibility, cooperativity and cofactors, have been described, DNA shape recently gained attention as another feature that fine-tunes the DNA binding specificities of some transcription factor families. Our Genome Browser for DNA shape annotations (GBshape; freely available at http://rohslab.cmb.usc.edu/GBshape/) provides minor groove width, propeller twist, roll, helix twist and hydroxyl radical cleavage predictions for the entire genomes of 94 organisms. Additional genomes can easily be added using the GBshape framework. GBshape can be used to visualize DNA shape annotations qualitatively in a genome browser track format, and to download quantitative values of DNA shape features as a function of genomic position at nucleotide resolution. As biological applications, we illustrate the periodicity of DNA shape features that are present in nucleosome-occupied sequences from human, fly and worm, and we demonstrate structural similarities between transcription start sites in the genomes of four Drosophila species.",True,False,5.0,,gbshape,,19.9976728,ok,,genome browser for dna shape annotations,,v2,0.9976728,GBshape,True,True,True,,http://rohslab.cmb.usc.edu/GBshape/,http://rohslab.cmb.usc.edu/GBshape/,True,"...A shape annotations (GBshape; freely available at http://rohslab.cmb.usc.edu/GBshape/) provides minor groove width, propeller twist, ro...",1
31023147,Circbank: a comprehensive database for circRNA with standard nomenclature.,"Circular RNAs (circRNAs) represent a new type of regulatory RNA which forms a covalently closed continuous loop from back-splicing events, a process in which the downstream 5' splice site and the 3' splice site are covalently linked. Emerging evidence indicates that circRNAs exert a new layer of transcriptional and post-transcriptional regulation of gene expression. However, there is no standard nomenclature of circRNA, although the study of circRNAs has exploded in the past few years. Here we present circbank ( www.circbank.cn ), a comprehensive database for human circRNAs, where a novel naming system of circRNAs based on the host genes of circRNAs was implemented. In addition to the new naming system, circbank collected other five features of circRNAs including the miRNA binding site, conservation of circRNAs, m<sup>6</sup>A modification of circRNAs, mutation of circRNAs and protein-coding potential of circRNAs. Circbank is publicly available and allows users to query, browse and download circRNAs with all six features we provided, based on different search criteria. The database may serve as a resource to facilitate the research of function and regulation of circRNAs.",True,False,3.0,,circbank,,19.99764526,ok,,,,v2,0.99764526,Circbank,True,True,True,,http://www.circbank.cn,http://www.circbank.cn,True,,1
27485441,NET-GE: a web-server for NETwork-based human gene enrichment.,"<h4>Motivation</h4>Gene enrichment is a requisite for the interpretation of biological complexity related to specific molecular pathways and biological processes. Furthermore, when interpreting NGS data and human variations, including those related to pathologies, gene enrichment allows the inclusion of other genes that in the human interactome space may also play important key roles in the emergency of the phenotype. Here, we describe NET-GE, a web server for associating biological processes and pathways to sets of human proteins involved in the same phenotype RESULTS: NET-GE is based on protein-protein interaction networks, following the notion that for a set of proteins, the context of their specific interactions can better define their function and the processes they can be related to in the biological complexity of the cell. Our method is suited to extract statistically validated enriched terms from Gene Ontology, KEGG and REACTOME annotation databases. Furthermore, NET-GE is effective even when the number of input proteins is small.<h4>Availability and implementation</h4>NET-GE web server is publicly available and accessible at http://net-ge.biocomp.unibo.it/enrich CONTACT: gigi@biocomp.unibo.itSupplementary information: Supplementary data are available at Bioinformatics online.",True,False,7.0,,,net-ge,19.9976273,ok,,,kegg | ge,v2,0.9976273,NET-GE,True,True,True,,http://net-ge.biocomp.unibo.it/enrich,http://net-ge.biocomp.unibo.it/enrich,True,...eb server is publicly available and accessible at http://net-ge.biocomp.unibo.it/enrich CONTACT: gigi@biocomp.unibo.itSupplementary infor...,1
27316337,PGA: an R/Bioconductor package for identification of novel peptides using a customized database derived from RNA-Seq.,"<h4>Background</h4>Peptide identification based upon mass spectrometry (MS) is generally achieved by comparison of the experimental mass spectra with the theoretically digested peptides derived from a reference protein database. Obviously, this strategy could not identify peptide and protein sequences that are absent from a reference database. A customized protein database on the basis of RNA-Seq data is thus proposed to assist with and improve the identification of novel peptides. Correspondingly, development of a comprehensive pipeline, which provides an end-to-end solution for novel peptide detection with the customized protein database, is necessary.<h4>Results</h4>A pipeline with an R package, assigned as a PGA utility, was developed that enables automated treatment to the tandem mass spectrometry (MS/MS) data acquired from different MS platforms and construction of customized protein databases based on RNA-Seq data with or without a reference genome guide. Hence, PGA can identify novel peptides and generate an HTML-based report with a visualized interface. On the basis of a published dataset, PGA was employed to identify peptides, resulting in 636 novel peptides, including 510 single amino acid polymorphism (SAP) peptides, 2 INDEL peptides, 49 splice junction peptides, and 75 novel transcript-derived peptides. The software is freely available from http://bioconductor.org/packages/PGA/ , and the example reports are available at http://wenbostar.github.io/PGA/ .<h4>Conclusions</h4>The pipeline of PGA, aimed at being platform-independent and easy-to-use, was successfully developed and shown to be capable of identifying novel peptides by searching the customized protein database derived from RNA-Seq data.",True,False,4.0,,,pga,19.997532,ok,,,,v2,0.997532,PGA,True,True,True,,http://bioconductor.org/packages/PGA/ | http://wenbostar.github.io/PGA/,http://bioconductor.org/packages/PGA/,True,"...d peptides. The software is freely available from http://bioconductor.org/packages/PGA/ , and the example reports are available at http:/...",1
22581768,PEP-FOLD: an updated de novo structure prediction server for both linear and disulfide bonded cyclic peptides.,"In the context of the renewed interest of peptides as therapeutics, it is important to have an on-line resource for 3D structure prediction of peptides with well-defined structures in aqueous solution. We present an updated version of PEP-FOLD allowing the treatment of both linear and disulphide bonded cyclic peptides with 9-36 amino acids. The server makes possible to define disulphide bonds and any residue-residue proximity under the guidance of the biologists. Using a benchmark of 34 cyclic peptides with one, two and three disulphide bonds, the best PEP-FOLD models deviate by an average RMS of 2.75 Å from the full NMR structures. Using a benchmark of 37 linear peptides, PEP-FOLD locates lowest-energy conformations deviating by 3 Å RMS from the NMR rigid cores. The evolution of PEP-FOLD comes as a new on-line service to supersede the previous server. The server is available at: http://bioserv.rpbs.univ-paris-diderot.fr/PEP-FOLD.",True,False,5.0,,,pep-fold,19.99745446,ok,,,pep,v2,0.99745446,PEP-FOLD,True,True,True,,http://bioserv.rpbs.univ-paris-diderot.fr/PEP-FOLD,http://bioserv.rpbs.univ-paris-diderot.fr/PEP-FOLD,True,...the previous server. The server is available at: http://bioserv.rpbs.univ-paris-diderot.fr/PEP-FOLD.,1
32663312,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets.,"Housekeeping (HK) genes are constitutively expressed genes that are required for the maintenance of basic cellular functions. Despite their importance in the calibration of gene expression, as well as the understanding of many genomic and evolutionary features, important discrepancies have been observed in studies that previously identified these genes. Here, we present Housekeeping and Reference Transcript Atlas (HRT Atlas v1.0, www.housekeeping.unicamp.br) a web-based database which addresses some of the previously observed limitations in the identification of these genes, and offers a more accurate database of human and mouse HK genes and transcripts. The database was generated by mining massive human and mouse RNA-seq data sets, including 11 281 and 507 high-quality RNA-seq samples from 52 human non-disease tissues/cells and 14 healthy tissues/cells of C57BL/6 wild type mouse, respectively. User can visualize the expression and download lists of 2158 human HK transcripts from 2176 HK genes and 3024 mouse HK transcripts from 3277 mouse HK genes. HRT Atlas also offers the most stable and suitable tissue selective candidate reference transcripts for normalization of qPCR experiments. Specific primers and predicted modifiers of gene expression for some of these HK transcripts are also proposed. HRT Atlas has also been integrated with a regulatory elements resource from Epiregio server.",True,False,3.0,,hrt atlas,,19.9973779,ok,,housekeeping and reference transcript atlas,,v2,0.9973779,HRT Atlas database,True,False,False,,http://www.housekeeping.unicamp.br,http://www.housekeeping.unicamp.br,True,,1
24532728,GUILDify: a web server for phenotypic characterization of genes through biological data integration and network-based prioritization algorithms.,"<h4>Summary</h4>Determining genetic factors underlying various phenotypes is hindered by the involvement of multiple genes acting cooperatively. Over the past years, disease-gene prioritization has been central to identify genes implicated in human disorders. Special attention has been paid on using physical interactions between the proteins encoded by the genes to link them with diseases. Such methods exploit the guilt-by-association principle in the protein interaction network to uncover novel disease-gene associations. These methods rely on the proximity of a gene in the network to the genes associated with a phenotype and require a set of initial associations. Here, we present GUILDify, an easy-to-use web server for the phenotypic characterization of genes. GUILDify offers a prioritization approach based on the protein-protein interaction network where the initial phenotype-gene associations are retrieved via free text search on biological databases. GUILDify web server does not restrict the prioritization to any predefined phenotype, supports multiple species and accepts user-specified genes. It also prioritizes drugs based on the ranking of their targets, unleashing opportunities for repurposing drugs for novel therapies.<h4>Availability and implementation</h4>Available online at http://sbi.imim.es/GUILDify.php",True,False,9.0,,guildify,,19.9973454,ok,,,,v2,0.9973454,GUILDify,True,True,True,,http://sbi.imim.es/GUILDify.php,http://sbi.imim.es/GUILDify.php,True,...bility and implementation</h4>Available online at http://sbi.imim.es/GUILDify.php,1
22689642,BIPS: BIANA Interolog Prediction Server. A tool for protein-protein interaction inference.,"Protein-protein interactions (PPIs) play a crucial role in biology, and high-throughput experiments have greatly increased the coverage of known interactions. Still, identification of complete inter- and intraspecies interactomes is far from being complete. Experimental data can be complemented by the prediction of PPIs within an organism or between two organisms based on the known interactions of the orthologous genes of other organisms (interologs). Here, we present the BIANA (Biologic Interactions and Network Analysis) Interolog Prediction Server (BIPS), which offers a web-based interface to facilitate PPI predictions based on interolog information. BIPS benefits from the capabilities of the framework BIANA to integrate the several PPI-related databases. Additional metadata can be used to improve the reliability of the predicted interactions. Sensitivity and specificity of the server have been calculated using known PPIs from different interactomes using a leave-one-out approach. The specificity is between 72 and 98%, whereas sensitivity varies between 1 and 59%, depending on the sequence identity cut-off used to calculate similarities between sequences. BIPS is freely accessible at http://sbi.imim.es/BIPS.php.",True,False,5.0,,,bips,19.99731815,ok,bips | biana interolog prediction server ; biana | biologic interactions and network analysis,biana interolog prediction server | biologic interactions and network analysis | interolog prediction server,biana,v2,0.99731815,BIPS,True,True,True,,http://sbi.imim.es/BIPS.php,http://sbi.imim.es/BIPS.php,True,...s between sequences. BIPS is freely accessible at http://sbi.imim.es/BIPS.php.,1
21757464,"PDBpaint, a visualization webservice to tag protein structures with sequence annotations.","<h4>Summary</h4>Protein features are often displayed along the linear sequence of amino acids that make up that protein, but in reality these features occupy a position in the folded protein's 3D space. Mapping sequence features to known or predicted protein structures is useful when trying to deduce the function of those features and when evaluating sequence or structural predictions. To facilitate this goal, we developed PDBpaint, a simple tool that displays protein sequence features gathered from bioinformatics resources on top of protein structures, which are displayed in an interactive window (using the Jmol Java viewer). PDBpaint can be used either with existing protein structures or with novel structures provided by the user. The current version of PDBpaint allows the visualization of annotations from Pfam, ARD (detection of HEAT-repeats), UniProt, TMHMM2.0 and SignalP. Users can also add other annotations manually.<h4>Availability and implementation</h4>PDBpaint is accessible at http://cbdm.mdc-berlin.de/~pdbpaint. Code is available from http://sourceforge.net/projects/pdbpaint. The website was implemented in Perl, with all major browsers supported.<h4>Contact</h4>david.fournier@mdc-berlin.de.",True,False,6.0,,pdbpaint,,19.9972788,ok,,uniprot | dbpaint,pfam,v2,0.9972788,,True,False,False,,http://cbdm.mdc-berlin.de/~pdbpaint,http://cbdm.mdc-berlin.de/~pdbpaint,True,...and implementation</h4>PDBpaint is accessible at http://cbdm.mdc-berlin.de/~pdbpaint. Code is available from http://sourceforge.net/pr...,1
21609949,BioProfiling.de: analytical web portal for high-throughput cell biology.,"BioProfiling.de provides a comprehensive analytical toolkit for the interpretation gene/protein lists. As input, BioProfiling.de accepts a gene/protein list. As output, in one submission, the gene list is analyzed by a collection of tools which employs advanced enrichment or network-based statistical frameworks. The gene list is profiled with respect to the most information available regarding gene function, protein interactions, pathway relationships, in silico predicted microRNA to gene associations, as well as, information collected by text mining. BioProfiling.de provides a user friendly dialog-driven web interface for several model organisms and supports most available gene identifiers. The web portal is freely available at http://www.BioProfiling.de/gene_list.",True,False,5.0,,bioprofiling.de,,19.997153,ok,,,,v2,0.997153,BioProfiling.de,True,True,True,,http://www.BioProfiling.de/gene_list,http://www.BioProfiling.de/gene_list,True,...dentifiers. The web portal is freely available at http://www.BioProfiling.de/gene_list.,1
31052310,DynaStI: A Dynamic Retention Time Database for Steroidomics.,"<b>:</b> Steroidomics studies face the challenge of separating analytical compounds with very similar structures (i.e., isomers). Liquid chromatography (LC) is commonly used to this end, but the shared core structure of this family of compounds compromises effective separations among the numerous chemical analytes with comparable physico-chemical properties. Careful tuning of the mobile phase gradient and an appropriate choice of the stationary phase can be used to overcome this problem, in turn modifying the retention times in different ways for each compound. In the usual workflow, this approach is suboptimal for the annotation of features based on retention times since it requires characterizing a library of known compounds for every fine-tuned configuration. We introduce a software solution, DynaStI, that is capable of annotating liquid chromatography-mass spectrometry (LC-MS) features by dynamically generating the retention times from a database containing intrinsic properties of a library of metabolites. DynaStI uses the well-established linear solvent strength (LSS) model for reversed-phase LC. Given a list of LC-MS features and some characteristics of the LC setup, this software computes the corresponding retention times for the internal database and then annotates the features using the exact masses with predicted retention times at the working conditions. DynaStI (https://dynasti.vital-it.ch) is able to automatically calibrate its predictions to compensate for deviations in the input parameters. The database also includes identification and structural information for each annotation, such as IUPAC name, CAS number, SMILES string, metabolic pathways, and links to external metabolomic or lipidomic databases.",True,False,4.0,,dynasti,,19.99712056,ok,,,,v2,0.99712056,DynaStI,True,True,True,,https://dynasti.vital-it.ch,https://dynasti.vital-it.ch,True,...tention times at the working conditions. DynaStI (https://dynasti.vital-it.ch) is able to automatically calibrate its predictio...,1
