publication_id,title,abstract,predicted_label,confidence,v2_positive,pycaret_prediction,pycaret_score,pycaret_positive,union_positive,pmid,ling_score,ling_evidence,ling_has_intro_pattern,ling_has_title_pattern,ling_has_url,ling_impl_keywords,ling_usage_keywords,setfit_prediction,setfit_confidence,confidence_tier,prediction_label,inclusion_reason
38163545.0,"Reference gene catalog and metagenome-assembled genomes from the gut microbiome reveal the microbial composition, antibiotic resistome, and adaptability of a lignocellulose diet in the giant panda.","The giant panda, a strict herbivore that feeds on bamboo, still retains a typical carnivorous digestive system. Reference catalogs of microbial genes and genomes are lacking, largely limiting the antibiotic resistome and functional exploration of the giant panda gut microbiome. Here, we integrated 177 fecal metagenomes of captive and wild giant pandas to construct a giant panda integrated gene catalog (GPIGC) comprised of approximately 4.5 million non-redundant genes and reconstruct 393 metagenome-assembled genomes (MAGs). Taxonomic and functional characterization of genes revealed that the captivity of the giant panda significantly changed the core microbial composition and the distribution of microbial genes. Higher abundance and prevalence of antibiotic resistance genes (ARGs) were detected in the guts of captive giant pandas, and ARG distribution was influenced by geography, for both captive and wild individuals. Escherichia, as the prevalent genus in the guts of captive giant pandas, was the main carrier of ARGs, meaning there is a high risk of ARG transmission by Escherichia. We also found that multiple mcr gene variants, conferring plasmid-mediated mobile colistin resistance, were widespread in the guts of captive and wild giant pandas. There were low proportions of carbohydrate-active enzyme (CAZyme) genes in GPIGC and MAGs compared with several omnivorous and herbivorous mammals. Many members of Clostridium MAGs were significantly enriched in the guts of adult, old and wild giant pandas. The genomes of isolates and MAGs of Clostridiaceae harbored key genes or enzymes in complete pathways for degrading lignocellulose and producing short-chain fatty acids (SCFAs), indicating the potential of these bacteria to utilize the low-nutrient bamboo diet. Overall, our data presented an exhaustive reference gene catalog and MAGs in giant panda gut and provided a comprehensive understanding of the antibiotic resistome and microbial adaptability for a high-lignocellulose diet.",bio-resource,0.9956937,1,1,0.7466,1,1,38163545,0.0,none,False,False,False,0,0,0,0.46818182,low,USAGE,v2_classifier_positive
36399059.0,Improved microbial genomes and gene catalog of the chicken gut from metagenomic sequencing of high-fidelity long reads.,"<h4>Background</h4>Due to the importance of chicken production and the remarkable influence of the gut microbiota on host health and growth, tens of thousands of metagenome-assembled genomes (MAGs) have been constructed for the chicken gut microbiome. However, due to the limitations of short-read sequencing and assembly technologies, most of these MAGs are far from complete, are of lower quality, and include contaminant reads.<h4>Results</h4>We generated 332 Gb of high-fidelity (HiFi) long reads from the 5 chicken intestinal compartments and assembled 461 and 337 microbial genomes, of which 53% and 55% are circular, at the species and strain levels, respectively. For the assembled microbial genomes, approximately 95% were regarded as complete according to the ""RNA complete"" criteria, which requires at least 1 full-length ribosomal RNA (rRNA) operon encoding all 3 types of rRNA (16S, 23S, and 5S) and at least 18 copies of full-length transfer RNA genes. In comparison with the short-read-derived chicken MAGs, 384 (83% of 461) and 89 (26% of 337) strain-level and species-level genomes in this study are novel, with no matches to previously reported sequences. At the gene level, one-third of the 2.5 million genes in the HiFi-derived gene catalog are novel and cannot be matched to the short-read-derived gene catalog. Moreover, the HiFi-derived genomes have much higher continuity and completeness, as well as lower contamination; the HiFi-derived gene catalog has a much higher ratio of complete gene structures. The dominant phylum in our HiFi-assembled genomes was Firmicutes (82.5%), and the foregut was highly enriched in 5 genera: Ligilactobacillus, Limosilactobacillus, Lactobacillus, Weissella, and Enterococcus, all of which belong to the order Lactobacillales. Using GTDB-Tk, all 337 species-level genomes were successfully classified at the order level; however, 2, 35, and 189 genomes could not be classified into any known family, genus, and species, respectively. Among these incompletely classified genomes, 9 and 49 may belong to novel genera and species, respectively, because their 16S rRNA genes have identities lower than 95% and 97% to any known 16S rRNA genes.<h4>Conclusions</h4>HiFi sequencing not only produced metagenome assemblies and gene structures with markedly improved quality but also recovered a substantial portion of novel genomes and genes that were missed in previous short-read-based metagenome studies. The novel genomes and species obtained in this study will facilitate gut microbiome and host-microbiota interaction studies, thereby contributing to the sustainable development of poultry resources.",bio-resource,0.90458536,1,1,0.7466,1,1,36399059,0.0,none,False,False,False,0,0,0,0.46792492,low,USAGE,v2_classifier_positive
39741953.0,Comparative genome analysis of microbial strains marketed for probiotic interventions: an extension of the Integrated Probiotic Database.,"<b>Background:</b> Members of the <i>Bifidobacterium</i> genus and lactobacilli are the most commonly used probiotics to promote human health. In this context, genome-based <i>in silico</i> analyses have been demonstrated as a fast and reliable tool for identifying and characterizing health-promoting activities imputed to probiotics. <b>Methods:</b> This study is an extension of the Integrated Probiotic Database (IPDB) previously created on probiotics of the genus <i>Bifidobacterium</i>, facilitating a comprehensive understanding of the genetic characteristics that contribute to the diverse spectrum of beneficial effects of probiotics. The strains integrated into this new version of the IPDB, such as various lactobacilli and strains belonging to the species <i>Streptococcus thermophilus</i> (<i>S. thermophilus</i>) and <i>Heyndrickxia coagulans</i> (<i>H. coagulans</i>) (formerly <i>Bacillus coagulans</i>), were selected based on the labels of probiotic formulations currently on the market and using the bacterial strains whose genome had already been sequenced. On these bacterial strains, comparative genome analyses were performed, mainly focusing on genetic factors that confer structural, functional, and chemical characteristics predicted to be involved in microbe-host and microbe-microbe interactions. <b>Results:</b> Our investigations revealed marked inter- and intra-species variations in the genetic makeup associated with the biosynthesis of external structures and bioactive metabolites putatively associated with microbe- and host-microbe interactions. <b>Conclusion:</b> Although genetic differences need to be confirmed as functional or phenotypic differences before any probiotic intervention, we believe that considering these divergences will aid in improving effective and personalized probiotic-based interventions.",bio-resource,0.99532133,1,0,0.5867,0,1,39741953,1.0,title_pattern,False,True,False,0,0,0,0.46758214,low,USAGE,v2_classifier_positive
36230066.0,Antibacterial Regularity Mining Beneath the Systematic Activity Database of Lipopeptides Brevilaterins: An Instructive Activity Handbook for Its Food Application.,"Bacterial contamination is a primary threat to food safety. Therefore, the persistent development of natural antibacterial agents has become essential work. The present essay attempts to establish a systematic antibacterial activity database to instruct the food application of brevilaterins, promising antibacterial lipopeptides from <i>Brevibacillus laterosporus</i> S62-9. Minimum inhibitory concentrations (MIC) and minimum bactericidal concentrations (MBC) were systematically collected from 43 species of standard bacteria and 140 strains of isolated bacteria (food spoilage bacteria and antibiotic-resistant bacteria) using a broth dilution method. The results showed that brevilaterins performed a broad-spectrum inhibitory (0.5~128 μg/mL) and bactericidal activity (1~256 μg/mL), especially efficient against Gram-positive bacteria and spoilage bacteria from grain products. Moreover, brevilaterins not only inhibit and kill multiple antibiotic-resistant bacteria but do not readily develop resistance, with a small specific value of MBC/MIC (1~8). Furthermore, brevilaterins would interact with negatively charged sodium dodecyl sulfate and bind amphipathic soybean phospholipid with an affinity constant of <i>K<sub>D</sub></i> = 4.70 × 10<sup>-4</sup> M. No significant activity difference was found between brevilaterin B and brevilaterin C. Collectively, this work contributed rich antibacterial data of brevilaterins and revealed the antibacterial regularity beneath these data, which can be used as an activity handbook to instruct their application in food safety.",bio-resource,0.97775775,1,0,0.5867,0,1,36230066,0.5,title_pattern; usage_kw=1,False,True,False,0,1,0,0.46739072,low,USAGE,v2_classifier_positive
39393810.0,A convenient and versatile culturomics platform to expand the human gut culturome of Lachnospiraceae and Oscillospiraceae.,"The human gut microbiota is increasingly being recognised to play an important role in maintaining health. The families Lachnospiraceae and Oscillospiraceae in particular, are often reduced in disease states but are relatively poorly represented in culture collections. Cultured representatives are required to investigate the physiology and host interactions of gut microbes. Establishing cultured isolate collections can be laborious and expensive owing to the fastidious growth requirements of these organisms and the costs associated with taxonomic classification. This study proposes a culturomics platform combining a single basal culture medium with matrix-assisted laser adsorption/ionisation coupled to time-of-flight mass spectrometry (MALDI-TOF MS) for fast and reliable isolation and identification of hundreds of novel isolates. In this study, basal YCFA medium supplemented with either glucose, apple pectin, or porcine mucin was used to cultivate a total of 724 different isolates derived from only 11 different faecal samples from healthy volunteers, of which 389 isolates belonged to the Lachnospiraceae and Oscillospiraceae families. Moreover, 27 isolates could not be assigned to known species based on their 16S rRNA gene, 17 of which may even represent novel genera. To aid MALDI-TOF MS identification of gut bacteria, the commercial database was complemented with the MaldiGut database presented here, containing a collection of 132 different Main Spectrum Profiles, including the profiles of 125 Firmicutes species, 3 Bacteroidetes species, 3 Actinobacteria species, and one Verrucomicrobia species. The culturomics platform and MaldiGut database presented here will enable further expansion of the gut culturome, especially within the understudied Lachnospiraceae and Oscillospiraceae families.",bio-resource,0.989583,1,0,0.5867,0,1,39393810,0.0,none,False,False,False,0,0,0,0.46727547,low,USAGE,v2_classifier_positive
35587493.0,"Establishing and using a genetic database for resolving identification of fish species in the Sea of Galilee, Israel.","Freshwaters are a very valuable resource in arid areas, such as Mediterranean countries. Freshwater systems are vulnerable ecological habitats, significantly disturbed globally and especially in arid areas. The Sea of Galilee is the largest surface freshwater body in the Middle East. It is an isolated habitat supporting unique fish populations, including endemic species and populations on the edge of their distribution range. Using the Sea of Galilee for water supply, fishing and recreation has been placing pressure on these fish populations. Therefore, efficient monitoring and effective actions can make a difference in the conservation of these unique fish populations. To set a baseline and develop molecular tools to do so, in this study, DNA barcoding was used to establish a database of molecular species identification based on sequences of Cytochrome C Oxidase subunit I gene. DNA barcodes for 22 species were obtained and deposited in Barcode of Life Database. Among these, 12 barcodes for 10 species were new to the database and different from those already there. Barcode sequences were queried against the database and similar barcodes from the same and closely related species were obtained. Disagreements between morphological and molecular species identification were identified for five species, which were further studied by phylogenetic and genetic distances analyses. These analyses suggested the Sea of Galilee contained hybrid fish of some species and other species for which the species definition should be reconsidered. Notably, the cyprinid fish defined as Garra rufa, should be considered as Garra jordanica. Taken together, along with data supporting reconsideration of species definition, this study sets the basis for further using molecular tools for monitoring fish populations, understanding their ecology, and effectively managing their conservation in this unique and important habitat and in the region.",bio-resource,0.99477285,1,1,0.7466,1,1,35587493,1.0,title_pattern,False,True,False,0,0,0,0.4672507,low,USAGE,v2_classifier_positive
35701103.0,The International Fragile X Premutation Registry: building a resource for research and clinical trial readiness.,"<i>FMR1</i> premutation cytosine-guanine-guanine repeat expansion alleles are relatively common mutations in the general population that are associated with a neurodegenerative disease (fragile X-associated tremor/ataxia syndrome), reproductive health problems and potentially a wide range of additional mental and general health conditions that are not yet well-characterised. The International Fragile X Premutation Registry (IFXPR) was developed to facilitate and encourage research to better understand the <i>FMR1</i> premutation and its impact on human health, to facilitate clinical trial readiness by identifying and characterising diverse cohorts of individuals interested in study participation, and to build community and collaboration among carriers, family members, researchers and clinicians around the world. Here, we describe the development and content of the IFXPR, characterise its first 747 registrants from 32 countries and invite investigators to apply for recruitment support for their project(s). With larger numbers, increased diversity and potentially the future clinical characterisation of registrants, the IFXPR will contribute to a more comprehensive and accurate understanding of the fragile X premutation in human health and support treatment studies.",bio-resource,0.9876567,1,0,0.5867,0,1,35701103,1.0,title_pattern,False,True,False,0,0,0,0.4671854,low,USAGE,v2_classifier_positive
37623194.0,The Danish Trauma Database for Refugees (DTD): A Multicenter Database Collaboration-Overcoming the Challenges and Enhancing Mental Health Treatment and Research for Refugees.,"Mental health of trauma-affected refugees is an understudied area, resulting in inadequate and poorer treatment outcomes. To address this, more high-quality treatment studies that include predictive analyses, long-term evaluations, cultural adaptations, and take account for comorbidities, are needed. Moreover, given the complex intertwining of refugees' health with post-migration stressors and other social factors, it is crucial to examine the social determinants of refugee mental health. The Danish Trauma Database for Refugees (DTD) is a multicenter research database uniting six national centers that provide outpatient treatment for trauma-affected refugees. Through the database, we collect clinical and sociodemographic data from approximately 1200 refugees annually and will merge the database with Danish population register data. The purpose of the DTD is two-fold; clinical and research. The DTD offers data-driven guidance for routine clinical treatment planning of the individual patient, as well as exceptional research opportunities for testing treatment interventions in clinical settings, with larger sample sizes, and more representative heterogeneity of the population. Complex analyses of risk and protective factors, barriers, access to treatment, and societal and transgenerational aspects of trauma are possible with the DTD. This conceptual paper introduces the DTD, the historical background, the development process and implementation strategy, and the associated challenges with developing and running a multicenter database. Most importantly, it highlights the clinical and research potential of the DTD for advancing the understanding and treatment of trauma-affected refugees.",bio-resource,0.9412668,1,1,0.7466,1,1,37623194,1.5,title_pattern; impl_kw=1,False,True,False,1,0,0,0.46675757,low,USAGE,v2_classifier_positive
39533502.0,Data Resource Profile: The Danish National Hospital Medicine Register.,"<h4>Purpose</h4>The Danish National Hospital Medicine Register (SMR) was established in 2018 to centralize and standardize medication use data across Danish hospitals. This task was previously managed by individual hospital registration systems across the five regions. This initiative addresses the need for a unified, detailed understanding of hospital medication use to monitor healthcare delivery, improve patient outcomes, and support research.<h4>Methods</h4>The SMR has comprehensive coverage of medication use in hospitals in Denmark, offering a national overview that was previously missing. It features high-quality data, with efforts to ensure completeness and accuracy. The data collected encompasses key categories such as types of medications, doses, administration times and practices, and specific treatment indications. The SMR facilitates collaboration among Danish regional health authorities and national health agencies, enhancing decision-making and planning across the regions.<h4>Results</h4>The establishment of the SMR has provided a centralized and standardized database for medication use across Danish hospitals. This unification replaces the previously fragmented systems, allowing for better monitoring of healthcare delivery and supporting improvements in patient outcomes and research.<h4>Conclusion</h4>The upcoming version of the SMR will include data on dispensed outpatient medications, covering most medication use across all hospitals. This expansion will further enhance the register's utility for health authorities, clinicians, and researchers by providing a more comprehensive understanding of medication use in Denmark.",bio-resource,0.8506108,1,0,0.5867,0,1,39533502,1.0,title_pattern,False,True,False,0,0,0,0.46657676,low,USAGE,v2_classifier_positive
35251978.0,Landscape of TP53 Alterations in Chronic Lymphocytic Leukemia <i>via</i> Data Mining Mutation Databases.,"Locus-specific databases are invaluable tools for both basic and clinical research. The extensive information they contain is gathered from the literature and manually curated by experts. Cancer genome sequencing projects generate an immense amount of data, which are stored directly in large repositories (cancer genome databases). The presence of a <i>TP53</i> defect (17p deletion and/or <i>TP53</i> mutations) is an independent prognostic factor in chronic lymphocytic leukemia (CLL) and <i>TP53</i> status analysis has been adopted in routine clinical practice. For that reason, <i>TP53</i> mutation databases have become essential for the validation of the plethora of <i>TP53</i> variants detected in tumor samples. <i>TP53</i> profiles in CLL are characterized by a great number of subclonal <i>TP53</i> mutations with low variant allelic frequencies and the presence of multiple minor subclones harboring different <i>TP53</i> mutations. In this review, we describe the various characteristics of the multiple levels of heterogeneity of <i>TP53</i> variants in CLL through the analysis of <i>TP53</i> mutation databases and the utility of their diagnosis in the clinic.",bio-resource,0.9950472,1,1,0.5386,1,1,35251978,0.0,none,False,False,False,0,0,0,0.46654007,low,USAGE,v2_classifier_positive
37207519.0,The panoramic radiograph archive of the human craniological collection housed at the Human Anatomy Museum in Turin.,"The craniological collection at the Human Anatomy Museum of the University of Turin consists of 1090 skulls and 64 postcranial skeletons prepared mostly during the second half of the nineteenth century. The collection presents individuals of both sexes and of different age groups and includes 712 skulls of known age and sex and 378 of which only the sex is known. Most individuals are associated with a documentation that includes sex, age-at-death, dates of birth and a death certificate. The collection comes from several regions of Italy, between 1880 and 1915, received by the former Anatomical Institute of the University of Turin from city's prisons and hospitals. The whole craniological collection of known age was subjected to panoramic radiographs. The craniological collection combined with the panoramic digital X-ray images represents an important contribution in anthropology and forensic odontology, as there is now no craniological collection available in the world available from a radiological perspective, for investigating dental age assessment and sex dimorphism using radiographs as well as other research and teaching potentials.",bio-resource,0.8716222,1,0,0.5867,0,1,37207519,1.0,title_pattern,False,True,False,0,0,0,0.4656064,low,USAGE,v2_classifier_positive
39146231.0,A standardized clinical database for research in Chagas disease: The NHEPACHA network.,"The NHEPACHA Iberoamerican Network, founded on the initiative of a group of researchers from Latin American countries and Spain, aims to establish a research framework for Chagas disease that encompasses diagnosis and treatment. For this purpose, the network has created a questionnaire to gather relevant data on epidemiological, clinical, diagnostic, and therapeutic aspects of the disease. This questionnaire was developed based on a consensus of expert members of the network, with the intention of collecting high-quality standardized data, which can be used interchangeably by the different research centers that make up the NHEPACHA network. Furthermore, the network intends to offer a clinical protocol that can be embraced by other researchers, facilitating comparability among published studies, as well as the development of therapeutic response and progression markers.",bio-resource,0.98115826,1,0,0.5867,0,1,39146231,1.0,title_pattern,False,True,False,0,0,0,0.46506137,low,USAGE,v2_classifier_positive
37024051.0,The 2022 Annual Report of DataDerm: The database of the American Academy of Dermatology.,"The American Academy of Dermatology (AAD) launched DataDerm in 2016 as the clinical data registry platform of AAD. DataDerm has evolved to be the largest database containing information about dermatology patients in the world. As of December 31, 2021, DataDerm contained data from 13.2 million unique patients and 47.0 million unique patient visits, with 403 practices representing 1670 clinicians actively participating in DataDerm in 2021. Of the 1670 clinicians participating in DataDerm in 2021, the majority were dermatologists (978) followed by physician assistants (375) and nurse practitioners (163) who are employed by AAD members and meet the AAD definition of the AAD DermCare team. Furthermore, in 2021, 834 clinicians submitted data via DataDerm to the Merit-based Incentive Payment System of the Centers for Medicare & Medicaid Services. This article is the third annual report about the status of DataDerm. This year's 2022 annual report presents the progress DataDerm has made over the past year in conjunction with OM1, the data analytics partner of DataDerm, as well as the current status and future plans of DataDerm.",bio-resource,0.96909773,1,1,0.7466,1,1,37024051,1.0,title_pattern,False,True,False,0,0,0,0.46443853,low,USAGE,v2_classifier_positive
39114903.0,Gene therapy clinical trials worldwide to 2023-an update.,"To date, 3,900 gene therapy clinical trials have been completed, are ongoing or have been approved worldwide. Our database brings together global information on gene therapy clinical activity from trial databases, official agency sources, published literature, conference presentations and posters kindly provided to us by individual investigators or trial sponsors. This review presents our analysis of clinical trials that, to the best of our knowledge, have been or are being performed worldwide. As of our March 2023 update, we have entries on 3,900 trials undertaken in 46 countries. We have analyzed the geographical distribution of trials, the disease indications (or other reasons) for trials, the proportions to which different vector types are used, and which genes have been transferred. Details of the analyses presented, and our searchable database are on The Journal of Gene Medicine Gene Therapy Clinical Trials Worldwide website at https://a873679.fmphost.com/fmi/webd/GTCT. We also provide an overview of the progress being made around the world, and discuss key trends since the previous review, namely the unprecedented increase in gene therapy clinical trial activity, including the implementation of genome editing technology with the potential to transform the field moving forward.",bio-resource,0.9961863,1,1,0.7466,1,1,39114903,1.5,has_url; impl_kw=1,False,False,True,1,0,0,0.46307668,low,USAGE,v2_classifier_positive
39500943.0,Leveraging a comprehensive unbiased RNAseq database to characterize human monocyte-derived macrophage gene expression profiles within commonly employed in vitro polarization methods.,"Macrophages are pivotal innate immune cells which exhibit high phenotypic plasticity and can exist in different polarization states dependent on exposure to external stimuli. Numerous methods have been employed to simulate macrophage polarization states to test their function in vitro. However, limited research has explored whether these polarization methods yield comparable populations beyond key gene, cytokine, and cell surface marker expression. Here, we employ an unbiased comprehensive analysis using data organized through the all RNA-seq and ChIP-seq sample and signature search (ARCHS<sup>4</sup>) database, which compiles all RNAseq data deposited into the National Center for Biotechnology Information (NCBI) Sequence Read Archive (SRA). In silico analyses were carried out demonstrating that commonly employed macrophage polarization methods generate distinct gene expression profiles in macrophage subsets that remained poorly described until now. Our analyses confirm existing knowledge on broad macrophage polarization, while expanding nuanced differences between M2a and M2c subsets, suggesting non-interchangeable stimuli for M2a polarization. Furthermore, we characterize divergent gene expression patterns in M1 macrophages following standard polarization protocols, indicating significant subset distinctions. Consequently, equivalence cannot be assumed among polarization regimens for in vitro macrophage studies, particularly in simulating diverse pathogen responses.",bio-resource,0.9844795,1,1,0.7466,1,1,39500943,1.0,title_pattern,False,True,False,0,0,0,0.46226647,low,USAGE,v2_classifier_positive
40061803.0,Mining the cucumber core collection: phenotypic and genetic characterization of morphological diversity for fruit quality characteristics.,"Commercial value of cucumber is primarily driven by fruit quality. However, breeding goals frequently focus on production constraints caused by biotic and abiotic stresses. As sources of resistances are often present in unadapted germplasm, we sought to provide morphological and genetic information characterizing the diversity of fruit quality traits present in the CucCAP cucumber core collection. These 388 accessions representing >96% of the genetic diversity for cucumber present in the US National Plant Germplasm System harbor important sources of resistances and extensive morphological diversity. Data were collected for skin color, length/diameter ratio (L/D), tapering, curvature, and spine density for young fruits [5-7 days postpollination (dpp)], and length, diameter, L/D, skin color, netting, seed cavity size, flesh thickness, hollowness, and flesh color for mature fruits (30-40 dpp). Significant associations of single nucleotide polymorphisms (SNPs) with each trait were identified from genome-wide association studies. In several cases, quantitative trait loci (QTL) for highly correlated traits were closely clustered. Principal component analysis, driven primarily by the highly correlated traits of fruit length, young and mature L/D ratios, and curvature showed a clear divergence of East Asian accessions. Significant SNPs contributing to the longest fruits, including development-stage specific QTL, were distributed across multiple chromosomes, indicating broad genomic effects of selection. Many of the SNPs identified for the various morphological traits were in close vicinity to previously identified fruit trait QTL and candidate genes, while several novel genes potentially important for these traits were also identified.",bio-resource,0.62913084,1,0,0.5867,0,1,40061803,0.0,none,False,False,False,0,0,0,0.46180582,low,USAGE,v2_classifier_positive
40094765.0,"Diachronic Analysis of the Floristic Diversity of the Special Area of Conservation (SAC) ""Bosco di Santo Pietro"" (South-Eastern Sicily): A Mediterranean Biodiversity Hotspot.","This study presents a complete and updated checklist of the vascular flora of the SAC ""Bosco di Santo Pietro"", an important natural area located in south-eastern Sicily. Through an integrated approach combining field research, analysis of historical herbariums and a literature review, 583 taxa belonging to 78 families and 339 genera were identified. A comparison with an older floristic list of the Santo Pietro Forest dating back to 1889 highlights some significant changes, such as a decrease in several hygrophilous and nemoral species probably due to climate change and habitat degradation. In particular, our diachronic analysis reveals the disappearance of 178 taxa and the persistence of 199 taxa representing 47% and 53% of the 377 taxa listed in the first inventory, respectively. From the study of the Ellenberg indicator of the two lists, lower values of L and T and higher values of M and N emerge in the older flora, testifying to the significant environmental modifications for more than a century of this Sicilian and Mediterranean hotspot.",bio-resource,0.7130245,1,0,0.5867,0,1,40094765,0.0,none,False,False,False,0,0,0,0.46160984,low,USAGE,v2_classifier_positive
38603733.0,Construction and analysis of competitive endogenous RNA networks and prognostic models associated with ovarian cancer based on the exoRBase database.,"<h4>Objective</h4>To construct a competitive endogenous RNA (ceRNA) regulatory network in blood exosomes of patients with ovarian cancer (OC) using bioinformatics and explore its pathogenesis.<h4>Methods</h4>The exoRbase2.0 database was used to download blood exosome gene sequencing data from patients OC and normal controls and the expression profiles of exosomal mRNA, long non-coding RNA (lncRNA), and circular RNA (circRNA) were detected independently using R language for differential expression analysis. TargetScan and miRanda databases were combined for the prediction and differential expression of mRNA-binding microRNAs (miRNA). The miRcode and starBase databases were used to predict miRNAs that bind to differentially expressed lncRNAs and circRNAs repectively. The relevant mRNA, circRNA, lncRNA and their corresponding miRNA prediction data were imported into Cytoscape software for visualization of the ceRNA network. The R language and KEGG Orthology-based Annotation System (KOBAS) were used to execute and illustrate the Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analyses. Hub genes were identified using The CytoHubba plugin.<h4>Results</h4>Thirty-one differentially expressed mRNAs, 17 differentially expressed lncRNAs, and 24 differentially expressed circRNAs were screened. Cytoscape software was used to construct the ceRNA network with nine mRNA nodes, two lncRNA nodes, eight circRNA nodes, and 51 miRNA nodes. Both GO and KEGG were focused on the Spliceosome pathway, indicating that spliceosomes are closely linked with the development of OC, while heterogenous nuclear ribonucleoprotein K and RNA binding motif protein X-linked genes were the top 10 score Hub genes screened by Cytoscape software, including two lncRNAs, four mRNAs, and four circRNAs. In patients with OC, the expression of eukaryotic translation initiation factor 4 gamma 2 (EIF4G2), SERPINE 1 mRNA binding protein 1 (SERBP1), ribosomal protein L15 (RPL15) and human leukocyte antigen complex P5 (HCP5) was significantly higher whereas that of testis expressed transcript, Y-linked 15 and DEAD-box helicase 3 Y-linked genes was lower compared to normal controls Immunocorrelation scores revealed that SERBP1 was significantly and negatively correlated with endothelial cells and CD4+ T cells and positively correlated with natural killer (NK) cells and macrophages, respectively; RPL15 was significantly positively correlated with macrophages and endothelial cells and negatively correlated with CD8+ T cells and uncharacterized cells, respectively. EIF4G2 was significantly and negatively correlated with endothelial cells and CD4+ T cells, and positively correlated with uncharacterized cells, respectively. Based on the survival data and the significant correlation characteristics derived from the multifactorial Cox analysis (P < 0.05), the survival prediction curves demonstrated that the prognostic factors associated with 3-year survival in patients with OC were The prognostic factors associated with survival were Macrophage, RPL15.<h4>Conclusion</h4>This study successfully constructs a ceRNA regulatory network in blood exosomes of OV patients, which provides the specific targets for diagnosis and treatment of OC.",bio-resource,0.92156893,1,1,0.7466,1,1,38603733,1.5,title_pattern; impl_kw=1,False,True,False,1,0,0,0.4615692,low,USAGE,v2_classifier_positive
37034094.0,Current status and future aspects in the Japan Stroke Data Bank.,"The Japanese National Plan for the Promotion of Measures Against Cerebrovascular and Cardiovascular Diseases was formulated on October 27, 2020. One purpose of this plan was to promote research on cerebrovascular and cardiovascular diseases. Therefore, it is necessary to clarify the actual status of stroke treatment in Japan and operate a national stroke database with high public interest completely and accurately. The Japan Stroke Data Bank (JSDB; https://strokedatabank.ncvc.go.jp/en/) was established by the Ministry of Health, Labor and Welfare Scientific Research in Shimane University (Shimane, Japan) in 1999 and was transferred to the National Cerebral and Cardiovascular Center (Osaka, Japan) as a part of the Cardiovascular Disease Registry in 2015. More than 200,000 of stroke cases have been registered using individual forms from more than 100 nationwide stroke centers over ~20 years. Since there are few large-scale stroke registries with nationwide coverage in Asia, including Japan, compared with those in Europe and North America, the role of the JSDB in the plan will be important in the future. To construct a high-quality stroke registry, we aimed to (1) collect detailed data through individual questionnaires for each participating stroke center, (2) link to external databases (e.g., insurance claims and public death registries), (3) improve the quality of treatment at participating hospitals through benchmarking, and (4) obtain stable funding through sustained support from government and academic societies. We also describe the history of the JSDB and changes in the trend of real-world stroke treatment in Japan based on the results of analysis of data in the JSDB.",bio-resource,0.9354561,1,1,0.6519,1,1,37034094,1.0,has_url,False,False,True,0,0,0,0.46023056,low,USAGE,v2_classifier_positive
39257683.0,An open-access dataset of emergency department admissions at a large teaching hospital in Iran.,"In recent years, the use of electronic health records (EHRs) has become increasingly prevalent in healthcare settings, including emergency departments (EDs). EHRs offer numerous advantages, such as improved documentation, streamlined communication, and enhanced patient care. Additionally, EHRs contain vital information about patient care and treatment outcomes, which opens up exciting research opportunities. The objective of this study was to present a database comprising information regarding patients admitted to the emergency department of a large hospital. In this study, we are introducing an open-access database sourced from the electronic health records of a general university hospital in Isfahan, Iran. The data were collected from patients admitted to the emergency department between March 2017 and March 2022, resulting in a database containing 143,582 ED stays. The database includes triage information, ED admission patients, and services. To ensure patient privacy, all patient-specific information has been removed from the records.",bio-resource,0.54893583,1,0,0.5867,0,1,39257683,0.0,none,False,False,False,0,0,0,0.45984834,low,USAGE,v2_classifier_positive
39043067.0,PhInd database - Polyphenol content in Agri-food by-products and trends in extraction technologies: A critical review.,"Sustainable Development Goal 12 and target 12.3 set by the United Nations aims to reduce""food waste"" per capita global for 50% losses by 2030. Databases such as the PhInd could help us to achieve set goals via mapping the potential ways for valorization of polyphenols from the agri-food by-products and waste. Fruit by-products (73.2% of the PhInd entries) are the most studied sources of polyphenols and future studies might be more focused on vegetables. More than half (55.8%) of entries were evaluated polyphenols in samples created in laboratory. These samples could have significantly different composition from industrial samples. Solid-liquid extraction (53.5%) and solvents like water, ethanol and aqueous ethanol (51.5%) were the most often used for extraction of polyphenols. Green solvents as NADES (0.4%) are rarely used in studies and should be more explored.",bio-resource,0.92086,1,0,0.5842,0,1,39043067,1.0,title_pattern; impl_kw=1; usage_kw=1,False,True,False,1,1,0,0.45980018,low,USAGE,v2_classifier_positive
