pmid,source,setfit_confidence
22809392,setfit,0.7155984
26205246,setfit,0.71559143
25392412,setfit,0.7155837
24564403,setfit,0.7155671
21498923,setfit,0.7155633
28849567,setfit,0.71555126
25461382,setfit,0.7155468
29040761,setfit,0.71554524
32777640,setfit,0.7155368
34595201,setfit,0.71553653
23729471,setfit,0.7155353
27209025,setfit,0.7155291
28383703,setfit,0.7155255
27306075,setfit,0.71551585
21217121,setfit,0.7155121
30064374,setfit,0.7155072
31193185,setfit,0.7155071
23893318,setfit,0.7154936
33941694,setfit,0.7154873
30165440,setfit,0.71548575
32810377,setfit,0.71547997
22949509,setfit,0.71546644
29351546,setfit,0.7154662
29220451,setfit,0.71546006
32797645,setfit,0.71545815
27899595,setfit,0.71544
34772921,setfit,0.71543795
33233537,setfit,0.7154366
31033953,setfit,0.71543497
34556150,setfit,0.7154231
33028846,setfit,0.7154028
25472549,setfit,0.7154001
29674937,setfit,0.7153926
29989589,setfit,0.715383
23883183,setfit,0.715375
21310488,setfit,0.71537495
31452088,setfit,0.7153637
23110532,setfit,0.7153532
24594988,setfit,0.7153449
22140109,setfit,0.71533805
33379866,setfit,0.7153252
34824199,setfit,0.7153222
26362267,setfit,0.7153043
32634151,setfit,0.7153026
25685613,setfit,0.7153007
23293600,setfit,0.7152989
32159764,setfit,0.71529883
23091487,setfit,0.71529144
26481353,setfit,0.715291
34097004,setfit,0.7152579
25361965,setfit,0.71525323
33125079,setfit,0.71525156
29276046,setfit,0.7152482
25210196,setfit,0.71523875
25599550,setfit,0.715236
30699145,setfit,0.71523416
34403192,setfit,0.71522295
34585731,setfit,0.71519107
31524988,setfit,0.7151906
29736719,setfit,0.7151882
30629605,setfit,0.7151804
30753480,setfit,0.7151623
23376192,setfit,0.7151622
33328168,setfit,0.715162
24220210,setfit,0.7151372
24957774,setfit,0.7151343
22139927,setfit,0.71512496
22956109,setfit,0.7151211
21932828,setfit,0.7151206
34664389,setfit,0.71511465
22527514,setfit,0.7151039
31001319,setfit,0.71509564
29329409,setfit,0.7150936
34270058,setfit,0.7150836
25392410,setfit,0.7150795
25581801,setfit,0.7150765
30398656,setfit,0.7150698
21718467,setfit,0.7150648
24214964,setfit,0.7150628
29079728,setfit,0.7150599
22135297,setfit,0.71505564
22180823,setfit,0.7150552
30581775,setfit,0.7150538
29070035,setfit,0.71503913
32301980,setfit,0.7150361
26553804,setfit,0.71503454
31713623,setfit,0.7150287
26738481,setfit,0.715025
32710376,setfit,0.7150167
31032841,setfit,0.7150142
29722874,setfit,0.7150138
33231675,setfit,0.7149876
34278269,setfit,0.71498483
23125362,setfit,0.7149838
24185699,setfit,0.7149803
23325621,setfit,0.7149621
30097014,setfit,0.7149565
32091902,setfit,0.7149457
28324432,setfit,0.71494263
29134599,setfit,0.71494126
26110065,setfit,0.71493334
25254639,setfit,0.7149263
30407568,setfit,0.7149192
33270111,setfit,0.71491086
33360695,setfit,0.7149101
27973534,setfit,0.7149053
29590633,setfit,0.7148964
21769189,setfit,0.7148949
26425409,setfit,0.71488357
31089686,setfit,0.7148782
31964896,setfit,0.71487576
29059334,setfit,0.7148743
23610128,setfit,0.71487075
24311565,setfit,0.714862
25071821,setfit,0.7148608
30465537,setfit,0.7148515
21700574,setfit,0.71485084
31169974,setfit,0.71483576
21441435,setfit,0.71483344
31035717,setfit,0.71481085
28007960,setfit,0.7148079
33305318,setfit,0.7148071
23271954,setfit,0.7148
27352859,setfit,0.7147997
26553803,setfit,0.7147988
28451973,setfit,0.714785
21082437,setfit,0.7147804
27899573,setfit,0.714779
25378303,setfit,0.7147669
31045205,setfit,0.7147669
30097089,setfit,0.71476626
22942009,setfit,0.71476597
32961130,setfit,0.7147632
22125386,setfit,0.71476185
30150996,setfit,0.71475697
22115179,setfit,0.7147506
29039006,setfit,0.71474296
27939289,setfit,0.71472627
30217829,setfit,0.714717
32783648,setfit,0.71471393
30525651,setfit,0.7147126
26393351,setfit,0.7147082
22901030,setfit,0.7147023
28187421,setfit,0.71469605
24270787,setfit,0.7146945
24044748,setfit,0.71469414
23408875,setfit,0.7146873
25078434,setfit,0.71468556
26973684,setfit,0.71467996
25723810,setfit,0.71466863
26088915,setfit,0.7146655
33876955,setfit,0.71466106
25104313,setfit,0.714657
24303301,setfit,0.7146407
28789639,setfit,0.7146323
21856757,setfit,0.7146215
34704076,setfit,0.7146188
34050164,setfit,0.71461475
23666733,setfit,0.7146139
30030815,setfit,0.7146129
34723513,setfit,0.71460867
28053117,setfit,0.714607
27789705,setfit,0.7145976
31586394,setfit,0.71458954
22433429,setfit,0.71458083
31971940,setfit,0.71458066
31459550,setfit,0.7145799
25070784,setfit,0.7145755
31270326,setfit,0.7145655
22025671,setfit,0.714562
24363285,setfit,0.714552
26882984,setfit,0.714544
26729909,setfit,0.7145428
25591752,setfit,0.714536
24293649,setfit,0.7145302
34461312,setfit,0.7145171
24060134,setfit,0.7145132
26704067,setfit,0.7144994
29653352,setfit,0.7144858
29149270,setfit,0.7144715
21444829,setfit,0.7144658
24822057,setfit,0.71445465
22689068,setfit,0.71444637
30009873,setfit,0.71444637
22039153,setfit,0.71444464
32209698,setfit,0.714438
33290720,setfit,0.71443653
29776332,setfit,0.714436
23500333,setfit,0.7144348
33146890,setfit,0.7144171
32754171,setfit,0.714415
21956895,setfit,0.7144118
30084847,setfit,0.71440405
32699302,setfit,0.7143934
33496574,setfit,0.71438545
27587776,setfit,0.714385
25093069,setfit,0.714382
29113997,setfit,0.71437585
27111506,setfit,0.7143713
30403770,setfit,0.7143608
26882227,setfit,0.7143262
22430954,setfit,0.714324
34405992,setfit,0.7143235
24967073,setfit,0.7143163
28698099,setfit,0.7143135
22826540,setfit,0.7143107
27899677,setfit,0.7143052
32469063,setfit,0.71429324
32112326,setfit,0.71428967
23203989,setfit,0.7142778
23827707,setfit,0.7142691
32778891,setfit,0.7142659
23368995,setfit,0.7142652
23541197,setfit,0.7142493
25758743,setfit,0.7142436
25390369,setfit,0.71424335
31613926,setfit,0.7142424
24595056,setfit,0.71423006
27522608,setfit,0.71422815
28634590,setfit,0.71422386
27924010,setfit,0.71422356
29069414,setfit,0.71422315
28625679,setfit,0.71421933
33594086,setfit,0.7142174
24516325,setfit,0.7142168
23221638,setfit,0.7142113
33734353,setfit,0.7142009
24334957,setfit,0.71419793
30665056,setfit,0.7141952
31695048,setfit,0.71419084
29788177,setfit,0.71418566
28838066,setfit,0.71418446
22110025,setfit,0.7141804
34165707,setfit,0.714178
23930810,setfit,0.71416974
29126148,setfit,0.7141615
21901739,setfit,0.7141498
22570419,setfit,0.7141492
29447345,setfit,0.7141469
31598718,setfit,0.71413875
21975940,setfit,0.71413296
23255150,setfit,0.71413296
22221866,setfit,0.71413255
33578083,setfit,0.7141325
30922215,setfit,0.7141292
24225315,setfit,0.71412843
32998977,setfit,0.71412563
22373303,setfit,0.7141105
28776041,setfit,0.714109
34155373,setfit,0.7141067
33763039,setfit,0.71410495
24794070,setfit,0.7140977
21982513,setfit,0.7140945
24475049,setfit,0.7140819
30395270,setfit,0.7140794
30943207,setfit,0.7140751
27189607,setfit,0.71406996
30519990,setfit,0.71406716
23230155,setfit,0.7140624
32497138,setfit,0.71405804
29176591,setfit,0.71404713
26219079,setfit,0.7140354
32849792,setfit,0.71403176
27924042,setfit,0.71403015
31913312,setfit,0.71402454
30407596,setfit,0.71400636
31631213,setfit,0.71399397
23729504,setfit,0.7139928
29059366,setfit,0.71399146
21778530,setfit,0.71398574
33430205,setfit,0.7139834
24271396,setfit,0.7139694
22016855,setfit,0.7139686
32556150,setfit,0.7139658
26836976,setfit,0.7139543
32431560,setfit,0.7139541
26555441,setfit,0.713948
22737162,setfit,0.7139457
26751378,setfit,0.7139379
33606253,setfit,0.7139354
25355511,setfit,0.71393293
26682918,setfit,0.71392816
34608157,setfit,0.7139242
27155864,setfit,0.71390754
24497502,setfit,0.71390676
31197814,setfit,0.7139021
31553576,setfit,0.7139013
26432828,setfit,0.7138958
22441797,setfit,0.7138886
23539303,setfit,0.71388566
31405382,setfit,0.71388435
24200508,setfit,0.7138843
32786688,setfit,0.71387374
28878188,setfit,0.7138684
30759220,setfit,0.71386635
32707038,setfit,0.7138508
28386015,setfit,0.71384907
30324599,setfit,0.71384424
32941026,setfit,0.7138433
23130999,setfit,0.7138349
33726837,setfit,0.7138223
29040394,setfit,0.7138032
30590250,setfit,0.7138007
26519408,setfit,0.71379733
28850107,setfit,0.7137771
23975789,setfit,0.7137702
24185698,setfit,0.71376216
29092928,setfit,0.71375114
28025345,setfit,0.71375024
31374080,setfit,0.71374166
24556904,setfit,0.7137365
24715220,setfit,0.7137271
26105824,setfit,0.7137225
34625425,setfit,0.7137182
26124572,setfit,0.71371317
33193602,setfit,0.71371263
25172288,setfit,0.71368474
33278605,setfit,0.7136834
30848456,setfit,0.71367496
31601817,setfit,0.7136731
27736745,setfit,0.71367234
21682852,setfit,0.71367055
31606900,setfit,0.71366787
29420797,setfit,0.71366733
26077899,setfit,0.71366036
23734176,setfit,0.7136584
27829360,setfit,0.71365833
33076824,setfit,0.7136581
25725057,setfit,0.71365786
30778260,setfit,0.7136572
34966754,setfit,0.713655
21082439,setfit,0.7136504
25937882,setfit,0.7136501
31680133,setfit,0.7136405
31241153,setfit,0.71362513
23537208,setfit,0.7136222
22557965,setfit,0.7136195
29761456,setfit,0.7136137
33507270,setfit,0.71360075
34961276,setfit,0.7136007
22715316,setfit,0.7135997
32947964,setfit,0.71359015
26519401,setfit,0.7135571
31599330,setfit,0.7135539
32468536,setfit,0.7135537
26989147,setfit,0.7135466
24407224,setfit,0.7135444
23093603,setfit,0.7135399
29954834,setfit,0.7135369
21630457,setfit,0.7135237
32374845,setfit,0.71352243
27924022,setfit,0.7135215
24643548,setfit,0.7135031
29846728,setfit,0.7134891
23493402,setfit,0.7134743
29979827,setfit,0.7134648
25276335,setfit,0.7134636
24225319,setfit,0.7134446
34340747,setfit,0.7134296
30893420,setfit,0.7134255
21633942,setfit,0.71340597
21975942,setfit,0.71340597
25586514,setfit,0.7134051
30371900,setfit,0.7134037
30407550,setfit,0.71339804
26496946,setfit,0.7133916
30481282,setfit,0.7133882
33686079,setfit,0.7133862
34058980,setfit,0.7133784
31318422,setfit,0.7133733
29106599,setfit,0.7133651
22149888,setfit,0.7133617
26055098,setfit,0.71335787
29423801,setfit,0.7133539
33997191,setfit,0.71335363
22976484,setfit,0.71334916
23688585,setfit,0.7133388
25058159,setfit,0.7133375
22080546,setfit,0.71333426
33854104,setfit,0.7133311
23516335,setfit,0.7133279
31836896,setfit,0.71330875
28712298,setfit,0.7133085
31974805,setfit,0.7132909
28974218,setfit,0.7132878
24927841,setfit,0.71328235
21235804,setfit,0.713282
28365727,setfit,0.71327543
27863062,setfit,0.7132741
23828786,setfit,0.7132633
29073280,setfit,0.7132632
25931458,setfit,0.71326065
32128557,setfit,0.7132496
29786693,setfit,0.71324265
29963332,setfit,0.71322805
25949785,setfit,0.71322715
26542446,setfit,0.7132235
33491336,setfit,0.71321964
30371824,setfit,0.71321315
29297414,setfit,0.71320873
33264402,setfit,0.713203
25904997,setfit,0.71319497
33942873,setfit,0.7131945
27807048,setfit,0.71318465
27987176,setfit,0.71318316
28150243,setfit,0.7131781
25929487,setfit,0.7131696
32542109,setfit,0.71316713
27977166,setfit,0.71316415
29790989,setfit,0.71316165
24139974,setfit,0.7131515
21546552,setfit,0.713147
22611057,setfit,0.7131434
27048719,setfit,0.71313673
30738202,setfit,0.71312106
27867804,setfit,0.71311796
21998154,setfit,0.7131118
33166390,setfit,0.7131069
27809763,setfit,0.71309894
30622555,setfit,0.7130854
25355582,setfit,0.71308315
22979956,setfit,0.7130803
25205347,setfit,0.71307266
28031037,setfit,0.7130639
31738385,setfit,0.7130513
22384314,setfit,0.7130507
32499682,setfit,0.71304685
26201396,setfit,0.7130434
28785418,setfit,0.71303934
26582915,setfit,0.7130328
27780248,setfit,0.7130286
25640659,setfit,0.7130071
29530617,setfit,0.7130023
24495746,setfit,0.71300113
25667314,setfit,0.71299994
24958384,setfit,0.7129864
30740899,setfit,0.7129713
22171801,setfit,0.7129503
29337373,setfit,0.7129456
34502629,setfit,0.7129407
27610931,setfit,0.71293676
33668664,setfit,0.7129351
24632601,setfit,0.7129297
32711844,setfit,0.7129268
28427468,setfit,0.7129262
23285197,setfit,0.7129254
26084703,setfit,0.712921
31147679,setfit,0.71291846
29437890,setfit,0.71291363
28095648,setfit,0.7129123
32006287,setfit,0.712906
25631317,setfit,0.7129043
31382034,setfit,0.7129026
26283320,setfit,0.7128837
23390370,setfit,0.7128815
22434839,setfit,0.7128736
29868062,setfit,0.71286577
32998456,setfit,0.71285474
22080561,setfit,0.7128468
26243198,setfit,0.7128434
26954504,setfit,0.71283966
26400040,setfit,0.71283716
29997612,setfit,0.7128368
21740962,setfit,0.712834
28245064,setfit,0.71282744
22235301,setfit,0.71282166
30670918,setfit,0.71281254
33520974,setfit,0.7128004
26025621,setfit,0.7127969
32380213,setfit,0.71279436
26637529,setfit,0.712786
33879798,setfit,0.712784
25392424,setfit,0.71277237
30135721,setfit,0.712768
29383467,setfit,0.7127679
30401722,setfit,0.7127335
24234439,setfit,0.71269864
33904719,setfit,0.7126917
34871295,setfit,0.71267086
25065645,setfit,0.71266806
30487656,setfit,0.7126593
23482072,setfit,0.71265686
28509974,setfit,0.7126567
25313157,setfit,0.7126472
25722853,setfit,0.71264035
23818526,setfit,0.7126387
33473119,setfit,0.71263134
28365734,setfit,0.7126312
25997651,setfit,0.7126281
31513641,setfit,0.7126256
28365740,setfit,0.7125939
23086836,setfit,0.71258783
31701125,setfit,0.7125856
33193699,setfit,0.712583
24951797,setfit,0.71256745
27481021,setfit,0.71255606
27899615,setfit,0.71255445
24225322,setfit,0.71255356
21456522,setfit,0.7125527
34638174,setfit,0.71254534
32188014,setfit,0.71254194
34950911,setfit,0.71253747
28911113,setfit,0.7125279
29557976,setfit,0.7125188
30332463,setfit,0.71251637
23193263,setfit,0.7125101
33382885,setfit,0.71251
27794553,setfit,0.7125075
28158609,setfit,0.71250707
33524015,setfit,0.7125028
30339214,setfit,0.71250165
29100109,setfit,0.7125002
24762971,setfit,0.7124957
33335093,setfit,0.71249485
25040013,setfit,0.71249354
34248680,setfit,0.71248573
34823588,setfit,0.7124636
23185310,setfit,0.7124517
27569544,setfit,0.7124507
28261261,setfit,0.71244264
30476213,setfit,0.71244043
28159896,setfit,0.7124372
29074996,setfit,0.7124348
34674330,setfit,0.7124339
29156001,setfit,0.71242553
22399473,setfit,0.71242493
32338900,setfit,0.7124102
30053271,setfit,0.7124065
28077565,setfit,0.7124058
29931156,setfit,0.71240497
26441671,setfit,0.7123981
31747015,setfit,0.7123976
30053265,setfit,0.71239555
29525966,setfit,0.71239537
32908882,setfit,0.7123862
30515166,setfit,0.7123775
35068970,setfit,0.7123751
33211880,setfit,0.71237105
30669929,setfit,0.7123682
34669691,setfit,0.7123422
23355415,setfit,0.71234024
32193422,setfit,0.71233565
24148814,setfit,0.7123346
33370163,setfit,0.7123346
30535996,setfit,0.7123129
23172289,setfit,0.7123074
21205783,setfit,0.7123067
22928525,setfit,0.7122968
32983559,setfit,0.7122907
29691798,setfit,0.71228635
32152007,setfit,0.7122773
24304890,setfit,0.7122747
22165947,setfit,0.7122736
32589507,setfit,0.71226496
29028828,setfit,0.7122584
31932586,setfit,0.7122529
31171447,setfit,0.7122369
25431229,setfit,0.7122224
22737589,setfit,0.71221685
26602694,setfit,0.712214
22787465,setfit,0.71221167
31745083,setfit,0.71220565
22564364,setfit,0.71220183
24885296,setfit,0.71219903
30871603,setfit,0.71219856
30279420,setfit,0.7121928
31688938,setfit,0.7121893
24487584,setfit,0.71218884
25753711,setfit,0.71216136
22580177,setfit,0.71215636
31950188,setfit,0.71214324
30357350,setfit,0.7121404
26054360,setfit,0.71212685
24930140,setfit,0.71212596
29989590,setfit,0.71212167
28053168,setfit,0.71210265
27638885,setfit,0.7120977
28184254,setfit,0.7120483
23984222,setfit,0.7120448
27151405,setfit,0.7120353
25367050,setfit,0.7120316
28632399,setfit,0.7120301
21713030,setfit,0.71203005
32960173,setfit,0.71203
25378340,setfit,0.7120286
26791496,setfit,0.7120278
32728249,setfit,0.7120266
24158806,setfit,0.7120135
23202433,setfit,0.7120111
29280348,setfit,0.71198547
31114921,setfit,0.7119826
31602464,setfit,0.71198
31487163,setfit,0.71197647
31612944,setfit,0.7119737
28664183,setfit,0.7119724
21618345,setfit,0.71196884
26467476,setfit,0.71196705
33064489,setfit,0.7119609
31258155,setfit,0.7119568
26391338,setfit,0.71194303
28241745,setfit,0.71193993
31917791,setfit,0.7119336
21287113,setfit,0.7119316
30179658,setfit,0.71192056
25228099,setfit,0.7119191
32719322,setfit,0.711907
27560171,setfit,0.7119027
23587345,setfit,0.711899
28508371,setfit,0.71189296
22629346,setfit,0.71188474
25625853,setfit,0.7118548
22080512,setfit,0.71185195
23826350,setfit,0.7118507
33858322,setfit,0.71184844
28437135,setfit,0.71184653
24137008,setfit,0.71184516
31980033,setfit,0.71183705
30258452,setfit,0.7118367
22087737,setfit,0.7118363
25010449,setfit,0.71183485
22163331,setfit,0.71183383
25468600,setfit,0.7118303
30026069,setfit,0.7118245
30654742,setfit,0.7118212
22715305,setfit,0.71181154
28365737,setfit,0.7118066
22307718,setfit,0.71179754
28910280,setfit,0.7117901
34132786,setfit,0.7117875
31383868,setfit,0.7117828
32353878,setfit,0.71177953
31317185,setfit,0.71177244
34209769,setfit,0.71177024
31890793,setfit,0.71176237
26201819,setfit,0.71175843
31492109,setfit,0.7117568
33094747,setfit,0.71175456
22556365,setfit,0.7117529
23363224,setfit,0.71174365
29432422,setfit,0.7117414
34712753,setfit,0.71173877
31286065,setfit,0.7117369
22058133,setfit,0.7117315
31392324,setfit,0.71171755
25324316,setfit,0.71170694
32442849,setfit,0.7116989
28291755,setfit,0.7116966
28155186,setfit,0.7116857
23817071,setfit,0.7116724
26546318,setfit,0.7116721
31820805,setfit,0.7116624
27633273,setfit,0.7116613
26223881,setfit,0.7116581
24794510,setfit,0.71165437
26586798,setfit,0.71164954
34648491,setfit,0.7116483
22453911,setfit,0.7116478
34111187,setfit,0.71163535
31165883,setfit,0.7116346
21280038,setfit,0.71163136
29699486,setfit,0.7116151
32745361,setfit,0.7116151
23881287,setfit,0.71160424
26384541,setfit,0.711598
31761977,setfit,0.7115926
30220597,setfit,0.7115887
21432999,setfit,0.71157527
33378642,setfit,0.7115752
27287806,setfit,0.7115679
26908025,setfit,0.7115651
28671456,setfit,0.71156096
21450710,setfit,0.71156013
30311374,setfit,0.7115591
32405169,setfit,0.7115491
32691490,setfit,0.71154565
21685093,setfit,0.7115445
31891233,setfit,0.7115355
31278684,setfit,0.71152997
29536449,setfit,0.7115081
23562645,setfit,0.7115031
26503255,setfit,0.7115003
25047258,setfit,0.71150005
22732681,setfit,0.7114964
21458441,setfit,0.71149546
32744259,setfit,0.71148777
23184232,setfit,0.7114853
22022396,setfit,0.7114772
33125071,setfit,0.7114667
21696144,setfit,0.71145743
29771388,setfit,0.711455
22942020,setfit,0.7114522
32696353,setfit,0.7114485
34449019,setfit,0.7114421
26504853,setfit,0.71143806
30986215,setfit,0.7114248
23679342,setfit,0.7114186
27113915,setfit,0.71141315
34860007,setfit,0.71140987
22275069,setfit,0.7113993
27888793,setfit,0.7113977
35113396,setfit,0.71138674
25228549,setfit,0.7113847
25205128,setfit,0.71138126
28901593,setfit,0.7113744
31744903,setfit,0.71136665
34981039,setfit,0.7113626
30708253,setfit,0.7113612
25369839,setfit,0.71134436
31164903,setfit,0.711342
32358997,setfit,0.7113411
22923302,setfit,0.71133685
34272855,setfit,0.71133643
23912507,setfit,0.7113343
33743584,setfit,0.71131897
29264813,setfit,0.71131176
27077331,setfit,0.71130335
30117804,setfit,0.71128947
31760951,setfit,0.71128446
32421693,setfit,0.7112844
34376688,setfit,0.7112826
34473794,setfit,0.711271
24980130,setfit,0.71126413
33095861,setfit,0.71124554
30332446,setfit,0.7112449
29146965,setfit,0.7112375
24223762,setfit,0.7112289
23256517,setfit,0.7112127
24170403,setfit,0.71120596
26228431,setfit,0.71119034
33649586,setfit,0.71118844
27319291,setfit,0.71118
32958507,setfit,0.7111739
25753708,setfit,0.7111709
29186503,setfit,0.7111673
26215545,setfit,0.71116126
28338930,setfit,0.711159
32564239,setfit,0.71115685
27190234,setfit,0.7111504
33838427,setfit,0.71114075
32619700,setfit,0.711135
26223238,setfit,0.71112275
31725860,setfit,0.711117
33914774,setfit,0.71109456
23255151,setfit,0.71109
27509041,setfit,0.7110841
23275736,setfit,0.7110796
22981871,setfit,0.7110768
23504028,setfit,0.71106756
24047532,setfit,0.7110634
30254541,setfit,0.7110446
25378310,setfit,0.7110257
32781728,setfit,0.71098757
33169878,setfit,0.7109824
33136473,setfit,0.7109565
33911090,setfit,0.7109527
26669149,setfit,0.71094865
31754708,setfit,0.7109479
26631126,setfit,0.71094155
22075996,setfit,0.71094114
28150249,setfit,0.7109319
29989592,setfit,0.71092105
23846744,setfit,0.7109194
22067451,setfit,0.71091783
33151298,setfit,0.71091247
27738451,setfit,0.71090955
27856568,setfit,0.71090263
29206104,setfit,0.7108823
22160795,setfit,0.7108821
27673730,setfit,0.710876
24312569,setfit,0.71086895
29161266,setfit,0.7108372
32179762,setfit,0.71083283
21393656,setfit,0.71082866
22454539,setfit,0.71082824
25068035,setfit,0.7108261
22434827,setfit,0.7108247
24661141,setfit,0.71081877
25883780,setfit,0.7108174
28981643,setfit,0.7108122
28561835,setfit,0.7108055
25149069,setfit,0.71080136
22086960,setfit,0.71079844
30937844,setfit,0.71079004
23766369,setfit,0.71077794
22121212,setfit,0.7107721
31737769,setfit,0.7107718
24945246,setfit,0.710771
24316575,setfit,0.7107699
21949268,setfit,0.71076
31714770,setfit,0.710759
26455807,setfit,0.7107537
29511258,setfit,0.7107502
31286860,setfit,0.7107406
26201478,setfit,0.7107401
23879659,setfit,0.7107329
33372625,setfit,0.7107306
23737450,setfit,0.7107289
22703714,setfit,0.7107178
25025376,setfit,0.71070987
34168373,setfit,0.7107047
23017167,setfit,0.71069294
21880147,setfit,0.7106818
34411258,setfit,0.7106784
33365016,setfit,0.7106641
23777206,setfit,0.71065974
34362451,setfit,0.710655
21992071,setfit,0.71065396
26635846,setfit,0.7106473
23324169,setfit,0.7106411
33174597,setfit,0.71063954
31766116,setfit,0.7106368
32901023,setfit,0.71062744
25925131,setfit,0.7106265
21291543,setfit,0.7106249
26277116,setfit,0.71061593
26563467,setfit,0.7106148
21799912,setfit,0.71059066
23941661,setfit,0.7105804
29583141,setfit,0.7105738
24232732,setfit,0.71057194
24069606,setfit,0.71056646
22275077,setfit,0.71056175
26112029,setfit,0.71055645
32132545,setfit,0.7105531
32500918,setfit,0.7105399
34043785,setfit,0.7105229
34048545,setfit,0.7105216
31391056,setfit,0.7105162
31000709,setfit,0.7105153
34360073,setfit,0.71050864
27237738,setfit,0.71050173
24597646,setfit,0.7105009
31372645,setfit,0.71049976
31672994,setfit,0.7104995
26357913,setfit,0.71049935
21734330,setfit,0.710487
33816876,setfit,0.710464
28619054,setfit,0.71046066
32686687,setfit,0.71045583
29329592,setfit,0.7104432
21610748,setfit,0.71042913
21273816,setfit,0.7104135
31210270,setfit,0.7104106
26212453,setfit,0.71039194
31235882,setfit,0.710363
22140215,setfit,0.71035343
28605769,setfit,0.71035177
22359444,setfit,0.71034634
30004104,setfit,0.71034473
24923820,setfit,0.71032894
32398145,setfit,0.71031356
29899414,setfit,0.7102983
31722398,setfit,0.7102924
30540457,setfit,0.71027565
25050811,setfit,0.7102754
26363021,setfit,0.71027523
23344039,setfit,0.71026766
32641124,setfit,0.7102576
22991088,setfit,0.7102224
28977509,setfit,0.7101917
26537225,setfit,0.710176
32006280,setfit,0.71017355
33625357,setfit,0.71017295
25361974,setfit,0.7101618
22116062,setfit,0.7101595
22084255,setfit,0.71015763
32821938,setfit,0.7101445
30642873,setfit,0.71014154
23066098,setfit,0.7101384
26475212,setfit,0.71013397
22659196,setfit,0.7101326
32226594,setfit,0.7101284
22414578,setfit,0.7101233
33859284,setfit,0.7101181
32780488,setfit,0.7101072
22434847,setfit,0.71010554
32810405,setfit,0.7100995
23846594,setfit,0.710088
29186423,setfit,0.71006685
28534869,setfit,0.7100637
27076334,setfit,0.7100529
22700311,setfit,0.71005195
26072502,setfit,0.71003765
32522236,setfit,0.7100164
25355515,setfit,0.71001256
32550548,setfit,0.7100122
30643200,setfit,0.7100086
33110420,setfit,0.70998156
30335153,setfit,0.7099704
28234929,setfit,0.7099624
29635394,setfit,0.7099431
25697399,setfit,0.70992756
32323374,setfit,0.7099265
31605409,setfit,0.7099235
30586294,setfit,0.70992017
25819073,setfit,0.7099172
28704821,setfit,0.7099143
33528817,setfit,0.7099041
32831172,setfit,0.70990354
26221624,setfit,0.70987743
23599422,setfit,0.7098771
32308816,setfit,0.7098713
23193266,setfit,0.70986897
29785463,setfit,0.70986134
31432329,setfit,0.70984924
31020562,setfit,0.709846
24150940,setfit,0.7098375
33008309,setfit,0.7098375
21519115,setfit,0.7098282
23368412,setfit,0.70982754
24888382,setfit,0.7098078
33632281,setfit,0.7098007
33897975,setfit,0.7097965
30991955,setfit,0.7097895
24528853,setfit,0.7097877
25753700,setfit,0.70978355
25939429,setfit,0.7097767
32963001,setfit,0.7097609
23666724,setfit,0.7097475
24400097,setfit,0.7097473
30658522,setfit,0.7097434
34955819,setfit,0.7097214
25210953,setfit,0.7097155
28113865,setfit,0.70971125
28877673,setfit,0.7097085
27882884,setfit,0.7097057
29069510,setfit,0.7097056
24984849,setfit,0.7096766
26314589,setfit,0.70967585
29199021,setfit,0.7096625
28708080,setfit,0.70965695
25300482,setfit,0.70964974
22110242,setfit,0.7096496
26773573,setfit,0.7096489
29761459,setfit,0.70964015
30539552,setfit,0.70963824
25512690,setfit,0.7096177
22533924,setfit,0.7096129
23252913,setfit,0.7096019
33104772,setfit,0.709595
29106639,setfit,0.7095884
31902976,setfit,0.7095764
33398323,setfit,0.7095724
31333719,setfit,0.7095692
32674393,setfit,0.70956224
32669368,setfit,0.709558
23071595,setfit,0.70955694
30769289,setfit,0.70955175
31959782,setfit,0.70954853
24974895,setfit,0.70954853
26141960,setfit,0.7095478
25544551,setfit,0.70953906
24210098,setfit,0.7095359
21714896,setfit,0.7095295
28207819,setfit,0.7095268
26424852,setfit,0.70950806
26067483,setfit,0.7095075
27480116,setfit,0.70950705
34920707,setfit,0.70949525
34237253,setfit,0.70948756
33649565,setfit,0.70947266
31586405,setfit,0.7094656
29617727,setfit,0.7094647
31649674,setfit,0.70946014
24194593,setfit,0.7094592
30408350,setfit,0.7094309
30380109,setfit,0.70942974
28338042,setfit,0.70942205
29094410,setfit,0.70942146
26010234,setfit,0.7094094
24647341,setfit,0.70940673
34101125,setfit,0.7093835
29065853,setfit,0.7093831
27001666,setfit,0.70938104
27627442,setfit,0.709345
28133437,setfit,0.7093402
24083898,setfit,0.70933276
24170807,setfit,0.709331
24363340,setfit,0.7093279
30999863,setfit,0.70932186
34711973,setfit,0.7092925
28766075,setfit,0.7092794
22434836,setfit,0.709279
28968762,setfit,0.7092709
23161680,setfit,0.70926076
32202424,setfit,0.7092577
23010363,setfit,0.7092493
22135292,setfit,0.70923966
27111272,setfit,0.709235
28915238,setfit,0.70922786
34332548,setfit,0.7092115
27743371,setfit,0.70920074
32303685,setfit,0.70920056
25661592,setfit,0.70920026
25404130,setfit,0.7091871
26631124,setfit,0.70918643
30452543,setfit,0.70918334
30357418,setfit,0.7091727
30357387,setfit,0.7091681
26043858,setfit,0.7091565
23203987,setfit,0.7091538
32485553,setfit,0.7091537
31691799,setfit,0.7091515
23193273,setfit,0.70914394
