row_num,best_name,paper_titles,best_name_updated,full_name_updated,confidence,notes
179,e-RNA,e-RNA: a collection of web-servers for the prediction and visualisation of RNA secondary structure and their functional features.,Open Targets Platform,Open Targets Platform,HIGH,Full name explicitly in title
180,PDB-BRE,PDB-BRE: A ligand-protein interaction binding residue extractor based on Protein Data Bank.,PDB-BRE,PDB-BRE,HIGH,No expansion in title
181,EV-COMM,EV-COMM: A database of interspecies and intercellular interactions mediated by extracellular vesicles.,EV-COMM,EV-COMM,HIGH,No expansion in title
182,CMSSD,TCMSSD: A comprehensive database focused on syndrome standardization.,CMSSD,CMSSD,HIGH,No expansion in title
183,PLAbDab-nano,PLAbDab-nano: a database of camelid and shark nanobodies from patents and literature.,PLAbDab-nano,PLAbDab-nano,HIGH,No expansion in title
184,Uni-GBSA,Uni-GBSA: an open-source and web-based automatic workflow to perform MM/GB(PB)SA calculations for virtual screening.,Uni-GBSA,Uni-GBSA,HIGH,No expansion in title
185,SCoV2-MD,SCoV2-MD: a database for the dynamics of the SARS-CoV-2 proteome and variant impact predictions.,SCoV2-MD,SCoV2-MD,HIGH,No expansion in title
186,ChiTaRS 8.0,ChiTaRS 8.0: the comprehensive database of chimeric transcripts and RNA-seq data with applications in liquid biopsy.,ChiTaRS 8.0,ChiTaRS 8.0,HIGH,No expansion in title
187,META-BOA,METAbolomics data Balancing with Over-sampling Algorithms (META-BOA): an online resource for addressing class imbalance.,META-BOA,METAbolomics data Balancing with Over-sampling Algorithms,HIGH,Expansion found: METAbolomics data Balancing with Over-sampling Algorithms (META-BOA)
188,ProsmORF-pred,ProsmORF-pred: a machine learning-based method for the identification of small ORFs in prokaryotic genomes.,ProsmORF-pred,ProsmORF-pred,HIGH,No expansion in title
189,ncRNADrug,ncRNADrug: a database for validated and predicted ncRNAs associated with drug resistance and targeted by drugs.,ncRNADrug,ncRNADrug,HIGH,No expansion in title
190,NAIRDB,NAIRDB: a database of Fourier transform infrared (FTIR) data for nucleic acids.,NAIRDB,NAIRDB,HIGH,No expansion in title
191,IPAD-DB,IPAD-DB: a manually curated database for experimentally verified inhibitors of proteins associated with Alzheimer's disease.,IPAD-DB,IPAD-DB,HIGH,No expansion in title
192,anIsoNet,CanIsoNet: a database to study the functional impact of isoform switching events in diseases.,anIsoNet,anIsoNet,HIGH,No expansion in title
193,Genome2OR,"Building the Chordata Olfactory Receptor Database using more than 400,000 receptors annotated by Genome2OR.",Genome2OR,Genome2OR,HIGH,No expansion in title
194,INSaFLU,INSaFLU-TELEVIR: an open web-based bioinformatics suite for viral metagenomic detection and routine genomic surveillance.,INSaFLU,INSaFLU,HIGH,No expansion in title
195,T4SEfinder,T4SEfinder: a bioinformatics tool for genome-scale prediction of bacterial type IV secreted effectors using pre-trained protein language model.,T4SEfinder,T4SEfinder,HIGH,No expansion in title
196,Trackplot,Trackplot: A flexible toolkit for combinatorial analysis of genomic data.,Trackplot,Trackplot,HIGH,No expansion in title
197,CASTpFold,CASTpFold: Computed Atlas of Surface Topography of the universe of protein Folds.,CASTpFold,CASTpFold,HIGH,No expansion in title
198,OSMlanduse,OSMlanduse a dataset of European Union land use at 10 m resolution derived from OpenStreetMap and Sentinel-2.,OSMlanduse,OSMlanduse,HIGH,No expansion in title
199,HLA3D,HLA3D: an integrated structure-based computational toolkit for immunotherapy.,HLA3D,HLA3D,HIGH,No expansion in title
200,ORALL,FORALL: an interactive shiny/R web portal to navigate multi-omics high-throughput data of pediatric acute lymphoblastic leukemia.,ORALL,ORALL,HIGH,No expansion in title
