row_num,best_name,paper_titles,best_name_updated,full_name_updated,confidence,notes
186,Veterans Affairs Precision Oncology Data Repository,"The Veterans Affairs Precision Oncology Data Repository, a Clinical, Genomic, and Imaging Research Database.",Veterans Affairs Precision Oncology Data Repository,Veterans Affairs Precision Oncology Data Repository,HIGH,No explicit expansion in title
187,Y-STR Poland,[Y-STR Poland--a database for evaluation of evidence value in forensic genetics].,Y-STR Poland,Y-STR Poland,HIGH,No explicit expansion in title
188,VianniaTopes,VianniaTopes: a database of predicted immunogenic peptides for Leishmania (Viannia) species.,VianniaTopes,VianniaTopes,HIGH,No explicit expansion in title
189,SFARI Gene,SFARI Gene 2.0: a community-driven knowledgebase for the autism spectrum disorders (ASDs).,SFARI Gene,SFARI Gene,HIGH,No explicit expansion in title
190,FORMIDABEL,FORMIDABEL: The Belgian Ants Database.,FORMIDABEL,FORMIDABEL,HIGH,No explicit expansion in title
191,miRSystem,miRSystem: an integrated system for characterizing enriched functions and pathways of microRNA targets.,miRSystem,miRSystem,HIGH,No explicit expansion in title
192,ClimCKmap,"ClimCKmap, a spatially, temporally and climatically explicit distribution database for the Italian fauna.",ClimCKmap,ClimCKmap,HIGH,No explicit expansion in title
193,ChemMaps.com,Exploring drug space with ChemMaps.com.,ChemMaps.com,ChemMaps.com,HIGH,No explicit expansion in title
194,DEST,Drosophila Evolution over Space and Time (DEST): A New Population Genomics Resource.,DEST,Drosophila Evolution over Space and Time,HIGH,Explicit expansion: 'Drosophila Evolution over Space and Time (DEST)'
195,ReproGenomics Viewer,The ReproGenomics Viewer: an integrative cross-species toolbox for the reproductive science community. | The ReproGenomics Viewer: a multi-omics and cross-species resource compatible with single-cell studies for the reproductive science community.,ReproGenomics Viewer,ReproGenomics Viewer,HIGH,No explicit expansion in title
196,Cam-CAN,"The Cambridge Centre for Ageing and Neuroscience (Cam-CAN) data repository: Structural and functional MRI, MEG, and cognitive data from a cross-sectional adult lifespan sample.",Cam-CAN,Cam-CAN,HIGH,No explicit expansion in title
197,AACT,The database for aggregate analysis of ClinicalTrials.gov (AACT) and subsequent regrouping by clinical specialty.,AACT,AACT,HIGH,No explicit expansion in title
198,BioAcoustica,BioAcoustica: a free and open repository and analysis platform for bioacoustics.,BioAcoustica,BioAcoustica,HIGH,No explicit expansion in title
199,Drug/Cell-line Browser,Drug/Cell-line Browser: interactive canvas visualization of cancer drug/cell-line viability assay datasets.,Drug/Cell-line Browser,Drug/Cell-line Browser,HIGH,No explicit expansion in title
200,SPDI,SPDI: data model for variants and applications at NCBI.,SPDI,SPDI,HIGH,No explicit expansion in title
201,NeuroGT,NeuroGT: A brain atlas of neurogenic tagging CreER drivers for birthdate-based classification and manipulation of mouse neurons.,NeuroGT,NeuroGT,HIGH,No explicit expansion in title
