"row_num","best_name","paper_titles","best_name_updated","full_name_updated","confidence","notes"
"187","COLOCdb","COLOCdb: a comprehensive resource for multi-model colocalization of complex traits.","COLOCdb","COLOCdb","HIGH","No expansion in title"
"188","NIRS","NIRSpredict: a platform for predicting plant traits from near infra-red spectroscopy.","NIRSpredict","NIRSpredict","HIGH","No expansion in title"
"189","PsycGM","PsycGM: a comprehensive database for associations between gut microbiota and psychiatric disorders.","PsycGM","PsycGM","HIGH","No expansion in title"
"190","RARPKB","RARPKB: a knowledge-guide decision support platform for personalized robot-assisted surgery in prostate cancer.","RARPKB","RARPKB","HIGH","No expansion in title"
"191","DiffBrainNet","DiffBrainNet: Differential analyses add new insights into the response to glucocorticoids at the level of genes, networks and brain regions.","DiffBrainNet","DiffBrainNet","HIGH","No expansion in title"
"192","RPM","RPM: An open-source Rotation Platform for open- and closed-loop vestibular stimulation in head-fixed Mice.","RPM","RPM","HIGH","No expansion in title"
"193","rPanglaoDB","rPanglaoDB: an R package to download and merge labeled single-cell RNA-seq data from the PanglaoDB database.","rPanglaoDB","rPanglaoDB","HIGH","No expansion in title"
"194","athisomiRDB","athisomiRDB: A comprehensive database of Arabidopsis isomiRs.","athisomiRDB","athisomiRDB","HIGH","No expansion in title"
"195","RMethyMD","RMethyMD: An integrated platform for exploring RNA methylation in pan-cancer via a multiomics analysis.","RMethyMD","RMethyMD","HIGH","No expansion in title"
"196","LmTraceMap","LmTraceMap: A Listeria monocytogenes fast-tracing platform for global surveillance.","LmTraceMap","LmTraceMap","HIGH","No expansion in title"
"197","GPCRchimeraDB","GPCRchimeraDB: A Database of Chimeric G Protein-Coupled Receptors (GPCRs) to Assist Their Design.","GPCRchimeraDB","GPCRchimeraDB","HIGH","No expansion in title"
"198","kmerDB","kmerDB: A database encompassing the set of genomic and proteomic sequence information for each species.","kmerDB","kmerDB","HIGH","No expansion in title"
"199","ExomiRHub","ExomiRHub: A comprehensive database for hosting and analyzing human disease-related extracellular microRNA transcriptomics data.","ExomiRHub","ExomiRHub","HIGH","No expansion in title"
"200","CaspSites","CaspSites: A Database and Web Application for Experimentally Observed Human Caspase Substrates Using N-Terminomics.","CaspSites","CaspSites","HIGH","No expansion in title"
