row_num,best_name,paper_titles,best_name_updated,full_name_updated,confidence,notes
185,Planet Microbe,Planet Microbe: a platform for marine microbiology to discover and analyze interconnected 'omics and environmental data.,Planet Microbe,Planet Microbe,HIGH,No expansion in title - using short name
186,STarMirDB,STarMirDB: A database of microRNA binding sites. | Sfold Tools for MicroRNA Target Prediction.,STarMirDB,STarMirDB,HIGH,No expansion in title - using short name
187,PathMe,PathMe: merging and exploring mechanistic pathway knowledge.,PathMe,PathMe,HIGH,No expansion in title - using short name
188,SHIELD,SHIELD: an integrative gene expression database for inner ear research.,SHIELD,SHIELD,HIGH,No expansion in title - using short name
189,KANPHOS,KANPHOS: A Database of Kinase-Associated Neural Protein Phosphorylation in the Brain.,KANPHOS,KANPHOS,HIGH,No expansion in title - using short name
190,PathwaysWeb,"PathwaysWeb: a gene pathways API with directional interactions, expanded gene ontology, and versioning.",PathwaysWeb,PathwaysWeb,HIGH,No expansion in title - using short name
191,PGP,PGP repository: a plant phenomics and genomics data publication infrastructure.,PGP,PGP,HIGH,No expansion in title - using short name
192,UniRule,UniRule: a unified rule resource for automatic annotation in the UniProt Knowledgebase.,UniRule,UniRule,HIGH,No expansion in title - using short name
193,Yvis,Yvis: antibody high-density alignment visualization and analysis platform with an integrated database.,Yvis,Yvis,HIGH,No expansion in title - using short name
194,LION LBD,LION LBD: a literature-based discovery system for cancer biology.,LION LBD,LION LBD,HIGH,No expansion in title - using short name
195,rpoB,Development of a database and standardized approach for rpoB sequence-based subtyping and identification of aerobic spore-forming Bacillales.,rpoB,rpoB,HIGH,No expansion in title - using short name
196,FARSEEING,The FARSEEING real-world fall repository: a large-scale collaborative database to collect and share sensor signals from real-world falls.,FARSEEING,FARSEEING,HIGH,No expansion in title - using short name
197,Phenol-Explorer,Phenol-Explorer 2.0: a major update of the Phenol-Explorer database integrating data on polyphenol metabolism and pharmacokinetics in humans and experimental animals.,Phenol-Explorer,Phenol-Explorer,HIGH,No expansion in title - using short name
198,TraV,TraV: a genome context sensitive transcriptome browser.,TraV,TraV,HIGH,No expansion in title - using short name
199,Breedbase,High density genotype storage for plant breeding in the Chado schema of Breedbase.,Breedbase,Breedbase,HIGH,No expansion in title - using short name
200,vHOG,"vHOG, a multispecies vertebrate ontology of homologous organs groups.",vHOG,vHOG,HIGH,No expansion in title - using short name
