entity_name,total_papers,spacy_papers,v2_papers,source,pmids
bioproject,28,28,3,both,"22080546,22110025,22139929,22140104,22737589,23193264,24259429,24767513,25398906,26504517,26615191,27501190,27634291,28387199,28605765,28888135,29036542,29785409,30166985,30365034,30395293,31667304,31702008,32028680,33175170,33515237,34217485,34489462"
cog,28,28,2,both,"22080555,22096236,22621371,23203984,23375020,23813641,23952586,24581802,25428351,25428365,25604238,25889708,26561344,27673730,28053163,28386247,28732082,29472600,30349509,31665454,31752672,31923512,32694108,33039623,33045721,33167031,33396976,34585726"
rat genome database,27,27,23,both,"21296746,21321022,21478484,22434847,23255149,23434633,23603846,23794737,23881287,23937709,24103152,24267899,24499703,25217576,25265995,25355511,25619558,25632109,27009807,27602200,27736745,29590633,29761460,30753478,31228151,31713623,34741192"
asd,26,26,4,both,"21272355,22139918,23774715,23825557,24090431,24293647,24297568,25666423,26151311,26365237,27055826,27790361,29145823,29186576,30167575,30339214,30815091,31303374,31454647,31665428,31705629,31707700,32823270,32875540,33261099,34788279"
mapreduce,26,26,3,both,"21554709,21926122,22072385,22888776,24021384,24913605,25202745,25858285,26839887,27153614,27552220,27905520,28093410,28316653,29320579,29342232,29504905,29854184,29861711,30004242,30417014,30542062,30999863,31094692,31315562,33926379"
immune epitope database,26,25,19,both,"23172234,23734660,24144535,25140192,25300482,25717196,26551944,26680271,27153594,27479659,28365732,28444127,28456806,28567560,28634590,29231143,29281002,29878047,30014462,30357391,30515166,31601176,31736974,33772585,33777034,34585726"
mgi,26,26,7,both,"21633941,22084198,22434831,22434834,22730454,22847375,23110975,23195312,23935057,24163257,24444128,24813212,25939429,26047590,26084703,26094768,26500249,27899677,27930808,27933520,28161522,28838066,29761459,30809638,32991828,33104772"
p,25,0,25,v2,"22070889,22123846,22126435,22315102,22582806,22678431,23362456,23651452,24103452,24312499,25267793,26385814,26673716,28839186,30217145,30799499,30980583,31247294,31337335,31409798,31686107,31706268,31871975,33304468,33459761"
hmdb,25,25,6,both,"22768229,23161693,23330685,23991755,24203708,25224438,25333826,25934797,26950159,27977166,28479067,29106626,29140435,29316735,29470400,29547800,29663269,29762782,30032758,31557052,31602464,31953818,32614575,34111608,34928054"
s,25,0,25,v2,"21390321,21527030,23087698,24201028,24316579,25068035,25505007,26024842,26224020,26460164,26529777,27226753,27654850,28081116,28171615,28365726,30535306,30645614,31919449,32096105,32488061,32589507,32728249,34320027,35113396"
m,25,0,25,v2,"22053084,22119007,22188791,22209237,22309450,22491036,23493258,25586514,26314578,26813105,26882227,27242035,29281009,29284660,29859376,31212742,31559753,31612915,31624841,31917401,32691490,32707870,33275647,33568655,33999024"
david,25,25,2,both,"21749710,22543366,23118487,23410028,23794737,23958726,24883265,25652236,25907774,26140380,26581084,27744178,28238542,28374144,28448031,28968630,30838032,32179762,32738156,33035346,33076954,33216897,33677507,33879674,34183042"
gps,24,24,2,both,"21777475,21939059,22761703,23318308,24843257,24843289,26094424,26421926,26703809,27144310,27306108,28004786,28708080,29301376,29961270,30364992,30497363,30900164,31241153,31647030,32001390,32822610,33318981,34001237"
flybase,24,24,15,both,"21595960,22127867,22326070,22554788,23160412,23180791,23203989,24234449,24653003,24715220,25398896,25707592,26405458,26467478,26935103,27226167,27730573,29069517,29761469,30364959,30689844,31960022,33219682,33396976"
intact,24,24,9,both,"21718467,21751369,22121220,22165958,23282181,23772554,23813641,24233784,24234451,24953454,25313161,25591449,25776020,26077899,27045824,27115627,27392431,29698482,29699484,30602777,30715274,31161214,31350561,33206959"
silva,24,24,4,both,"21453324,22369513,22556368,23145153,23193283,23650520,23736532,24293649,24639157,25957349,27166378,28460071,28648396,28824589,29727060,29866037,30185512,30497362,30821316,32071553,32246067,32963001,33135044,34748542"
panther,23,23,8,both,"21082426,21785143,22937107,23193289,23618375,23819846,24453961,25306399,26578592,26578601,27193693,27899595,28025345,29145643,30032202,30371900,30407594,30893420,32103267,32738156,33076954,33290554,33677507"
wormbase,23,23,11,both,"21543339,21595960,21633941,22067452,22326070,23203989,24194605,25845596,25888240,26094768,27259971,27899279,29069413,29523070,29761466,29761467,30942676,31642470,31744903,32185395,32527260,33787871,33884078"
macos,23,23,0,spacy,"21414966,22285826,27153000,27153697,27493193,28453684,30101282,30615063,30649183,30825368,30865258,31796413,31834354,32315327,32399567,32706854,32881101,33067342,33734313,33750289,34182919,34370400,34739369"
human metabolome database,23,23,5,both,"22064855,22768229,22821596,23060735,23161693,24218206,24533037,25333826,25925572,26784691,26950159,27560453,29140435,29470400,29547800,29663269,29762782,30032758,31557052,31760947,31953818,33431010,34111608"
elm,23,23,10,both,"22110040,22555647,22638578,23550212,24214962,25069839,25122463,26615199,28426660,28654726,29136216,29316735,29947803,30576490,30986209,31003524,31412138,31680160,31906604,32507889,32696353,32831902,33963857"
lamp,22,22,2,both,"23193253,23584940,23825543,23861571,25255231,25378330,25380780,26054769,26818131,26980518,28142124,28317856,28389638,28573472,28877673,29542319,31653930,31902976,32488061,32844169,32946226,33430968"
cambridge structural database,22,21,6,both,"21417267,23929679,24056361,24382699,24679186,25610627,25750664,26114926,26745458,27048717,27048719,28177306,28291758,28291759,29425456,30920565,31489338,32207937,32831251,33166143,33351632,33384860"
http,21,21,0,spacy,"21646335,22827839,22941959,22945787,23595662,23736528,24913605,25541969,25937880,26157684,27016700,27862010,28399157,28742036,29504905,29846545,30311374,31857203,32695214,32960888,33430968"
sam,21,21,0,spacy,"21278191,21699220,22923303,23148484,24650281,27131376,27540265,27861637,28949551,29171165,29879919,30097089,30241075,31744902,32248122,32704068,33208101,34136100,34489462,34600480,36119373"
sar,21,21,0,spacy,"21936816,22607449,23110536,23493324,23809058,24805060,26664458,28316655,28712298,29069300,29086046,29979714,30219840,31468964,32071998,32626544,32770043,32975944,33049043,33245234,34315912"
nextprot,21,21,14,both,"22139911,22144685,23205526,23252913,23308364,24313344,25593349,26194582,26615188,27374119,27487407,27899619,28168870,28853897,28980472,29695735,30191714,30576492,31081335,31581775,31724716"
cancer genome atlas,21,19,2,both,"22962493,23418540,23793516,26233958,26375999,26507825,27008012,28549078,30042785,30215668,30522456,30561551,31132991,31275557,32085724,32649057,32765587,32783648,33019182,33876217,34588443"
peptideatlas,21,21,10,both,"22941959,23252913,23666733,24261998,24436130,24753486,24939129,25158685,26699206,27487407,27924013,28853897,28902400,28938075,29762640,30230343,31686107,32934277,33683131,33757883,34411258"
hgnc,20,20,4,both,"21296742,21596783,23161694,23245209,24178989,24813212,25361968,26228432,26586801,26842383,27091357,27799471,27910033,28049410,30053238,30304474,33152070,33676929,33959747,34352070"
i,20,0,20,v2,"21727053,21877292,22493526,22611057,22638578,23555552,24203340,24330401,25717196,25992600,26781368,27738135,27899692,29635306,30014462,31771223,31796752,33156332,34248822,34690515"
$,20,20,0,spacy,"21968957,23691495,24457510,25246425,25252881,25344501,26146999,28483774,28552937,29060693,29993658,30184194,30753436,31653930,31792536,31995571,32298457,33959764,34013329,34293850"
bioportal,20,19,3,both,"21599929,21619703,21672956,21738333,22621763,23155465,23479348,24034841,24103152,24499703,25093074,25214827,25361575,27069559,27152146,29409535,29462669,29637199,30012108,30400805"
pypi,19,19,3,both,"23630176,25273102,29850891,30102335,30298069,30873531,31068132,31077305,31240307,32101277,32311033,33335686,33341884,33586368,33750289,33808985,34165490,34301175,34404349"
cran,19,18,2,both,"22402612,22682516,23242262,24728855,25413436,25619996,25644268,25652236,27323392,28073756,28130242,28361684,28968630,29439731,29506206,29560792,31843688,33736590,34557218"
gramene,19,19,9,both,"20931385,22374386,24217918,24280345,26519403,26519404,26553803,26896847,27799469,27987162,27987178,28713666,29165610,30541929,31245718,31680153,33170273,33193550,33396976"
international mouse phenotyping consortium,19,19,6,both,"22415892,22422677,22940749,22991088,24194600,25414328,25992600,26092691,26314589,27262858,27742664,28650483,30100824,31121816,31127358,31591642,32005800,34134783,39132094"
pdbe,19,19,6,both,"21177655,21460450,23203869,23633580,23734176,24316579,25313161,26476444,26740669,27284084,28158609,28937982,29335563,30445541,30445657,31584092,31691821,34081107,34437766"
cazy,19,19,4,both,"21622642,23514094,24130572,24270786,24316579,24905498,25614757,26284514,27318307,28011601,28403817,29040563,29359269,29771380,30053267,31300677,32406917,32424209,32941621"
conserved domain database,19,19,6,both,"21571812,21769189,22080555,22140104,22434827,22510480,23193264,23197659,23618375,24259429,24899069,25398906,25414356,25767294,26615191,27192614,27899674,31777944,31851420"
dbgap,19,19,8,both,"21540468,21975939,23378291,23819467,23989082,24297256,24316579,25840117,26615191,27153614,27899644,28269909,28609482,29186302,29590301,30407529,31151998,31504194,34038028"
acmg,19,19,0,spacy,"25890833,28081714,29369293,29538399,29764369,30102335,30298955,30465534,30787465,31439692,31888639,32493955,32813752,32994893,33230148,33261099,34023905,34082700,34428318"
wwpdb,19,19,3,both,"21976737,22139937,25352555,25392418,25425036,26317409,26476444,27789697,28142195,28291755,29067736,29533231,30357361,30626175,31396911,31691821,32006287,34301175,34908533"
brenda,19,19,6,both,"21253872,21824409,21827651,21943292,22233419,23203881,24953454,25378310,25887214,27318307,28420402,28438579,28750104,30395242,30499394,30567498,33211880,33231677,33515234"
biomodels,19,19,4,both,"21835028,22070889,23715986,24064416,24078714,24180668,25182954,25368989,25414348,25754863,25904997,27401413,29106614,29650016,29992320,31504183,31701150,32790862,34867870"
tair,19,19,4,both,"21536339,21633941,22140109,22144685,23660284,24174544,24185698,24323624,24508333,25414324,25604238,26094768,26201819,26322066,26989150,27987164,29220077,31245752,34411258"
ncbi,18,0,18,v2,"22737589,23193258,23193264,23203889,24259429,24259432,24393765,25355515,25398906,26553804,26578580,26615191,27899561,29140470,30395293,31602479,32761142,33095870"
atlas,18,13,13,both,"23553801,23932568,27404214,28160322,28940711,29165655,29461514,30143675,30395323,31427789,31665515,31681437,32421310,32421779,32571209,33737651,34042877,34608931"
human genome variation society,18,18,0,spacy,"21394829,21520333,21992071,22334387,23280990,23550138,23564842,24285302,24498619,25273102,26315209,26582918,26773573,27789569,28967166,29106570,29696732,33161418"
ipd,18,18,9,both,"21361877,22994154,23180793,25048120,25414341,26826444,27899604,27977068,28503844,29160623,29247682,29858800,30821128,30876434,31641782,31667505,31906604,33985433"
g,18,2,16,both,"21432999,21546359,21646343,24110280,24304901,24875496,25183856,25753708,25935118,26501966,27098042,28231303,28609482,29036542,29455577,29652620,33510575,33551658"
bioactive peptides,17,17,0,spacy,"22467909,24484385,25352728,27748755,28095775,28490127,29529902,29544830,29678128,29688386,31372542,31783634,32244466,32820167,33093586,33669858,33898816"
csd,17,17,6,both,"21417267,23929679,24056361,24382699,26745458,27048719,27589215,28291758,28291759,30920565,31489338,31895936,32207937,32831251,33351632,33384860,33514754"
gene3d,17,17,5,both,"21082426,21646335,21785143,22139938,23203986,24270792,24316579,25348408,25943547,25964299,26434392,26578585,27256311,27899584,28150234,29112716,32621218"
imex,17,17,3,both,"22096227,22121220,22453911,22611057,24234451,25217587,25378329,26412851,27115627,30371822,30602777,32527260,32716361,33206959,33262342,33794052,34370723"
ram,17,16,1,both,"21333005,21685053,22628519,25289699,25609798,26975657,27670777,28232478,28682264,29472547,30165579,30541431,31056509,31757199,31878869,32657392,34433415"
fantom5,17,17,3,both,"24670763,24670764,25378307,25653163,25723102,26153137,26481351,27001520,27402679,27794045,28850107,29077884,30578915,31028376,31075273,33211864,33231677"
expression atlas,17,17,3,both,"24304889,25819073,26481351,26553803,26998997,27799469,29130193,29165655,30357387,30371822,30445657,30813377,31598718,31665515,31988262,33104772,33193550"
lovd,17,17,8,both,"21472892,21520333,21520336,21618345,21901790,22581690,23585830,23720012,23904198,26462614,26773573,26832193,26913838,31286593,31447425,34354088,34521998"
merops,17,17,9,both,"21418024,22086950,23209700,23264352,23584835,24157837,25501939,26284514,26455268,26527717,27247997,27509041,28456986,29145643,29316735,30407594,32920969"
seed,17,17,5,both,"21523460,21799897,21896882,22915736,23110173,23236458,23417797,23800136,24293654,24316579,24927599,25286919,26561344,27379044,28324432,29228171,32200647"
jaspar,17,17,6,both,"22563474,22952610,23748563,24194598,24214955,24421884,26531826,26794315,27052996,27487245,29140473,29161433,29253085,30040077,31665425,31701148,32164557"
rdp,17,17,2,both,"21544197,22618877,23145153,24288368,24293649,24316579,24502797,25414355,26283320,27166378,28460071,28807046,29878054,30534599,30821316,30917137,31286860"
rnacentral,17,17,8,both,"21940779,25332394,25352543,25593347,27794554,29106616,29112718,29605928,30395267,30626175,32846052,33079992,33106848,33211869,33396976,33676929,34108470"
a genomics,16,16,0,spacy,"21896772,22116064,23185044,23239846,24203703,24885079,24906306,25086704,25172288,28003257,28486658,29309061,30339215,31680133,32324802,32655885"
mimic,16,16,4,both,"21985007,26102525,26731286,26846781,27219127,27730581,29036464,29218875,29854102,30091705,31483265,31831740,33581323,34081399,34180954,34380547"
knime,16,16,4,both,"22607449,23088274,23110532,23497729,26855674,27303447,27498275,28095769,29578387,29736719,30167882,31368867,31453287,31483265,33430993,34312990"
genecards,16,16,4,both,"21370079,22139914,22155609,23584832,25199789,26438538,26983021,27048349,27357693,27899596,27899610,28605766,28830434,31888639,32508008,33676929"
expression database,16,13,3,both,"24163255,24910945,25404128,25461382,25712262,25939429,26149169,27048349,28365740,29059374,29364988,30590250,31324861,32012179,32140729,33767193"
dna data bank of japan,16,15,6,both,"22110025,23180790,23193287,23657089,24194602,25414350,25477381,26578571,27924010,28234924,29040613,29190397,30357349,32883210,33166387,33196830"
data bank,16,0,16,v2,"22969036,23193259,23657089,24763918,25425036,26317409,27603019,29067736,30582634,30714210,32006287,32558264,32776019,34303324,34739839,34908533"
wikipathways,16,16,6,both,"22096230,22121217,22743224,23282057,25706687,26481357,26519401,26578601,27336457,29136241,29470400,30622555,33136286,33211851,33396976,33482803"
resource,16,0,16,v2,"22916227,23203869,26045019,26284514,26362267,27863903,28838066,29136216,31130983,31318422,31642470,31665520,31680160,32275651,32563332,33849055"
cad,16,16,1,both,"21601679,24128060,25390291,26133479,26624015,26886976,27623536,28475309,28614365,29545529,30419028,30419069,31645559,32008514,32157503,32939378"
a database of human,16,16,0,spacy,"21922594,22135288,22328782,23143107,23209562,23584836,23843252,26045719,26980520,27189606,27318201,27899581,29069459,30066211,30418591,33413085"
mint,16,16,2,both,"21740962,21777475,22096227,22151178,22165958,23282181,23772554,23819467,24234451,24953454,25591449,27115627,29698482,30053238,30715274,31945268"
maps,16,14,4,both,"21682142,21791100,22768229,23584940,23718826,23748955,24391364,24764601,25359887,26776205,30101336,30622195,30892876,32207937,33027502,33709443"
newly available,16,16,0,spacy,"22201974,22591039,23508969,24723423,25917548,26519399,29069403,30357347,30357361,31725864,31942977,32367112,33137182,33311384,34471140,34793578"
b,16,0,16,v2,"21435384,21858037,22087242,24479510,24919658,25837719,27070134,30541436,32369809,33083472,33371889,34448164,34449019,34509701,34526514,34720637"
mouse genome database,15,13,13,both,"22075990,23110975,23175610,24285300,25348401,25707592,26013919,26150326,26223881,26578600,27899570,29092072,29590633,30407599,33231642"
its2,15,15,3,both,"22046320,22366368,22433429,22766416,22786784,23497177,25786896,26248563,27310720,30740899,32016319,32650716,33749162,34353338,34803949"
cbioportal,15,15,3,both,"23550210,25086704,26375999,26852330,27585944,28415074,28890946,29512401,30053266,30813377,31161214,33119407,33247936,33625877,34930224"
metabolights,15,15,6,both,"23060735,23109552,23630246,24363380,25905099,25977770,27010336,28402395,28830114,29664467,30272209,30944327,31691833,31780665,32915321"
chemical entities of biological interest,15,15,2,both,"22065232,22135291,22681406,22776079,23007431,23429746,23658422,23895341,25332395,27128319,27259807,27789701,29186578,31688925,33445429"
lincs,15,15,5,both,"23259810,24906883,25093074,25324859,28069634,29122012,29140462,29195078,29199020,29322930,29950002,31110304,31258549,31701147,32469073"
gene expression database,15,15,5,both,"22847375,23110975,23972281,24163257,24958384,25939429,26045019,27899677,28365740,29761462,30335138,30407599,32140729,33104772,33879674"
gxd,15,15,10,both,"22106336,22847375,23972281,24163257,24958384,25939429,26045019,26500249,27899677,28161522,28365740,30335138,30407599,32140729,33104772"
patric,15,15,11,both,"21896772,23332401,24225323,25172288,25273106,25573919,26903996,27297683,27899627,28968762,29277864,30352937,31667520,31906604,33689914"
a,15,1,14,both,"23603332,25093068,25263599,25977801,26021595,27208273,27329782,27384127,27681175,28655750,28968841,30386322,31551601,31797628,32540816"
pid,15,15,1,both,"21441347,21498403,21715386,22123737,22923304,23698863,24499703,24981134,25591449,26400040,26578601,31559014,32076423,33381822,34111777"
mgd,14,14,11,both,"22075990,23175610,24285300,25348401,25707592,26150326,26223881,26578600,27899570,29092072,29590633,30407599,33231642,34764338"
protein data bank,14,12,4,both,"22080505,23982150,24763918,25062767,25425036,26317409,27603019,28296894,28815771,29067736,29168245,29533231,30708253,34303324"
regulondb,14,14,9,both,"23203884,23327937,23865838,24903516,26527724,26980514,28368827,29220462,29556520,30040192,30115066,30698741,33539888,34461312"
maizegdb,14,14,12,both,"21558151,21565781,21961731,22253616,25304126,26432828,26519406,30407532,30903182,31245718,31555312,33193550,34406385,34416864"
modencode,14,14,5,both,"21349863,21554709,21856757,22080565,22127867,23599922,23875683,24813212,24985915,28013278,28090394,29126249,29284660,31751002"
bioc,14,14,7,both,"24048470,24850848,24914232,24919658,24935050,24961236,24980129,25006225,25062914,25810773,27170286,27465130,28077563,30715220"
disprot,14,14,5,both,"22661649,25361972,26555596,27899601,27965415,28381244,28453683,28968848,29228340,30576490,31713636,31906604,33305318,33882120"
t,14,0,14,v2,"24194607,26473382,26476458,27562499,28673048,29531295,29854243,31418539,31578220,31982380,33094747,33391340,34589189,34966594"
o,14,0,14,v2,"22373375,23533534,24093723,24666611,26827236,26911813,27011785,29899414,30497261,30739313,31014403,33106676,34400360,34823464"
cobra,14,14,2,both,"21596791,21886097,22703714,23935056,24336807,24812336,26000478,27714042,27993782,30335785,30525460,30787451,32085724,34284136"
netpath,14,14,5,both,"21959865,21996254,22649723,23631681,23819467,24573880,25591449,26077014,26578601,27139435,27624619,29705949,30084000,30191398"
impc,14,14,5,both,"22940749,22991088,24194600,25414328,25992600,26314589,27262858,27742664,30100824,31121816,31127358,31591642,34134783,39132094"
gnomad,14,14,1,both,"29764365,30254379,30311374,30407534,30535305,31116477,31240104,31606900,32076423,32108478,32461655,32611382,33193602,33247936"
xenbase,13,13,11,both,"21956895,22956097,22956109,23125366,24139024,25313157,25380782,26022975,26391338,27039265,29059324,29761462,31733057"
mdr,13,13,2,both,"21781283,21811633,23104888,26615200,26818666,28306363,28365725,30147039,30147040,31120982,31240103,34001121,34550361"
tool,13,0,13,v2,"21873635,22892045,23307863,26590256,27867804,29194583,29401212,29579071,30583062,31165141,31419935,31442673,32546588"
gwas catalog,13,13,0,spacy,"22139925,23695286,24886216,27153700,27899670,29590301,30445434,31680168,32508008,32606005,32991828,34711957,34814627"
dream,13,13,6,both,"21900204,22098204,23173819,24160861,24244351,25984700,28522612,29186340,29545529,30400818,30423080,32823270,34774049"
e,13,1,12,both,"22539672,23109553,27237832,27899611,28977509,29351734,30006563,30097014,31201587,32520685,32838759,33623058,33827413"
wikidata,13,13,4,both,"25944105,26989148,28365742,30985891,31287543,31557529,31723674,32180547,33211851,33237278,33482803,34156445,34209818"
gsa,13,13,3,both,"21487444,23650583,24423189,26473729,27832067,28387199,29036542,30365034,30465537,31702008,32144346,34037798,34400360"
nci-60,13,13,0,spacy,"21834535,22802077,23203877,23418673,23856246,23933261,28084397,28446463,30355619,30553813,31113817,31735953,33196823"
msigdb,13,13,5,both,"21546393,22067443,22121217,22923303,24149052,24743996,26158728,26771021,28103241,29070035,29554099,29659714,31504167"
mtb,13,13,5,both,"21282667,21584191,22538508,23104888,23275726,25040013,25332399,26302176,26361768,29092943,31653930,32737307,33789960"
noncode,13,13,7,both,"22135294,24285305,25853886,26586799,27605101,28053114,28654727,29140524,29260579,30335154,31702008,33196801,33396976"
human gene mutation database,13,13,5,both,"21258063,21296743,22290570,22948725,24077912,26456690,26832193,28180317,28349240,28882004,31116477,31199787,32596782"
zfin,13,13,9,both,"22067444,23074187,23180778,24568621,26097180,26438539,26450962,27097230,27899582,28838067,30407545,33170210,33954026"
universal protein resource,13,13,4,both,"21546552,22102590,23161681,24253303,24369854,25307260,26088053,26519399,28150232,31130983,31843688,31913298,32603341"
zenodo,13,1,13,both,"25520777,28859252,29490008,30187928,30657867,30733487,30846902,31274982,31338829,32961130,32976679,33050927,33192152"
arabidopsis information resource,13,13,5,both,"21633941,22140109,22326070,22345505,22859749,23203989,24185698,26094768,26201819,26989150,29220077,31245752,33999024"
ecocyc,13,13,8,both,"21668997,23143106,24285306,24363340,24974895,26442933,27899573,30406744,30698741,31319812,31688932,33763039,34394059"
gold,12,12,5,both,"21906294,22135293,23705874,25348402,27794040,28460071,30096176,30357420,31665416,32207937,32337326,33152092"
eupathdb,12,12,10,both,"21705364,22064857,23175615,23183102,25388105,25573919,27903906,29106667,29761457,30152809,31452162,32047873"
toolkit,12,1,11,both,"21258060,22312429,22669910,24833412,25099149,27131380,28007912,29790943,32209622,32719477,33409983,34625425"
disgenet,12,12,5,both,"25877637,25964630,27153650,27924018,28427468,29036667,30942743,31680165,32895427,33304468,34607568,34907160"
r&d,12,12,0,spacy,"21703607,22807061,23737142,26935085,27196054,27386258,27930682,29110597,29943074,30715273,31096089,32337328"
structural classification of proteins,12,12,2,both,"22800569,22903636,23437146,24130308,24293656,24304899,24316579,27914894,29331638,30127348,30820573,31724711"
pdbbind,12,12,2,both,"22798082,24475049,25301850,25800162,27151202,31430292,31598630,32778891,32865404,34112240,34194678,34656169"
oma,12,12,7,both,"21737420,23342000,25399418,26615188,28881964,29106550,30084941,30893420,31278681,31697362,32089838,33174605"
expasy,12,12,7,both,"22661580,23001143,23836470,24234447,24581802,26615188,28975713,29805321,30097532,31410491,31444973,33849055"
gene,12,0,12,v2,"21177656,22669910,22984983,23193283,25355515,26199991,27708649,28453687,28651562,29788376,33932580,34688246"
oecd,12,12,0,spacy,"22414578,24805060,26478614,26506572,27670079,28479067,29934887,29934899,30497261,32226594,33395940,33398078"
db,12,0,12,v2,"23125372,23193260,23982150,25313158,25435547,27827988,28150236,29956454,30462313,30764761,33408850,33835460"
scope,12,11,4,both,"24304899,24316579,25977292,26357331,26553811,27914894,29909982,30127348,30403770,30500919,30820573,33094747"
lims,12,12,1,both,"21258060,21727053,21778530,23095476,24564791,24760958,25159034,25998807,26508761,30698777,31208323,32640981"
disease ontology,11,11,1,both,"22080554,24232732,25348409,25841438,26615194,27315278,27457921,29590633,31164903,33181824,33836063"
crispr,11,0,11,v2,"26771484,28420884,28732207,31106371,31349743,31945142,32249828,32894486,33051688,34152221,34830205"
saxs,11,11,0,spacy,"23151743,24271400,25352555,26387108,26931639,26935085,27594684,28471369,29218563,30082508,34252246"
autodock,11,11,0,spacy,"21976864,23240691,23705874,24475049,25800162,25855812,29414924,30943891,31430292,32542364,32778891"
goa,11,11,2,both,"21411447,22123736,22536960,23376577,23842461,25378336,26384372,27045824,27678076,28732468,32470107"
superfamily,11,11,2,both,"21082426,21177655,21785143,22135305,23203878,23203986,24270792,25414345,26827237,30445555,32621218"
orthodb,11,11,5,both,"21737420,23180791,24205506,25428351,26615188,27226167,27899580,29761469,30395283,30893420,33765927"
decipher,11,11,3,both,"22962312,23729504,24150940,24217912,24839546,25521334,26220709,28502612,31255713,33001999,33407088"
antimicrobial peptide database,11,10,5,both,"22110032,22325123,22803960,24511461,25555720,26602694,27165405,27366202,31361941,31870282,35168785"
ewas,11,11,1,both,"23266520,25928765,27480116,30321400,30364969,30365034,31035919,31584095,31702008,33219693,34541447"
disorders of,11,11,0,spacy,"21520336,22540288,24270788,24948611,25267602,25280750,28077565,28462625,29437890,29669592,32166871"
hpa,11,11,3,both,"22165817,23180793,25048120,28398465,28940711,29036590,29069447,29659714,31500569,31804670,33146890"
cuda,11,11,2,both,"21339531,23557111,24110280,24481593,24694117,24909817,25077821,26339591,26920848,30990851,33999207"
hugo gene nomenclature committee,11,11,0,spacy,"21296742,23161694,23245209,25361968,25819073,26842383,27091357,27799471,29126148,30304474,33152070"
therapeutic target database,11,10,5,both,"21619487,21948793,22821596,24265219,24533037,26578601,29140520,29490008,31292807,31691823,34907160"
network,11,1,10,both,"23201637,25065645,25093074,26297754,31329252,31404401,31665520,31746961,32347764,32909033,33129201"
hit,11,11,1,both,"23368899,23721660,23945046,26743509,26795595,29564396,29764375,29854170,32855428,33598096,34050164"
eq,11,0,11,v2,"23044543,25217576,26399714,26594381,26602695,27863463,28425468,29236969,29525962,29889211,34193958"
cadd,11,11,0,spacy,"21253603,24955134,26101548,27224906,27569544,27647771,27681445,30623477,30963287,31034468,32027495"
3d,10,0,10,v2,"22227717,23943281,24526713,26492185,30104419,30286773,30825368,30856198,32232439,33416848"
pass,10,10,2,both,"21636590,23740741,25435546,25971781,26305108,29069300,30092360,31418763,33363449,36303767"
core,10,10,3,both,"21544197,23744040,24194598,26226151,26531826,29140473,29473009,31701148,33099010,35515793"
clingen,10,10,4,both,"26178529,26418054,26590259,28081714,29899502,30311374,30311379,33565189,34023905,34428318"
mirtarbase,10,10,4,both,"22583976,24304892,26773058,29126174,30012015,30200613,30497361,31647101,31906604,33381822"
card,10,10,3,both,"23650175,27153579,27164438,27789705,29408954,30352937,30894839,31243193,31665441,32071553"
cbs,10,10,1,both,"21752800,22225511,22384314,23228284,24021981,24320595,25479613,26318051,28082759,31454399"
mobidb,10,10,8,both,"22661649,23815411,25361972,28453683,28968795,30576490,32696355,33237329,33305318,33396976"
dgv,10,10,3,both,"21731755,22594998,24174537,24316579,25521334,27375595,28502612,29669011,32487193,33407088"
modis,10,10,0,spacy,"25171179,26029379,28465582,29064464,29989589,31672975,31784525,33495477,33664272,34381058"
mg-rast,10,10,4,both,"24060134,25569221,26656948,26740669,26791506,27162180,29069412,31300677,31728526,33221926"
pathosystems resource integration center,10,10,4,both,"21896772,23332401,24225323,25172288,25273106,26903996,27899627,28968762,29277864,30352937"
kir,10,10,1,both,"23180793,23584834,25048120,25414323,26585775,26656885,30821128,31641782,31722398,33162997"
pssm,10,10,1,both,"23522376,24829458,25708928,26677931,26818456,28903538,29244774,29873773,30416498,34320027"
allen brain atlas,10,10,1,both,"22106336,23041053,23193282,24040258,25609795,25838808,28549853,30254541,33737651,34798805"
dbnsfp,10,10,4,both,"21520341,23843252,25765346,26555599,26740527,29539190,29689380,29860484,32227657,33261662"
n,10,0,10,v2,"21491493,23196988,23631681,24271398,26699225,28609482,30155031,32600310,33051448,34023022"
ird,10,10,2,both,"21306634,22260278,24210098,24404173,24939193,25404643,25878529,27679478,30804701,33109251"
repository,10,0,10,v2,"26072489,27075512,28389770,29653352,30794542,31475827,31612915,32069199,33166390,34762797"
csdb,10,10,10,both,"23504028,23697663,24375079,24680503,25753703,26286194,26337239,28011601,29547883,30759212"
eggnog,10,10,7,both,"21737420,22096231,24297252,26582926,28460117,30418610,30893420,31060495,31923512,34305880"
antismash,10,10,6,both,"21672958,23737449,25948579,27924032,30395294,31612915,31665416,32415965,33010170,33152079"
pseaac,10,10,1,both,"22459120,22719847,23283513,23426256,30179658,30201434,30451108,30556503,30569871,33793659"
rhea,10,10,7,both,"22135291,23429746,25332395,27789701,27980062,28158609,30272209,31688925,33445429,34252947"
the encyclopedia of dna elements,10,10,0,spacy,"22075998,23193274,23203885,26527727,26529777,26980513,28403240,29126249,31713622,31751002"
phytozome,10,10,1,both,"22110026,22309468,25414345,25614757,26112452,26744602,27987170,29216377,31245718,32510565"
biological general repository for interaction datasets,10,10,5,both,"21300700,23203989,23819467,25428363,26243826,26729913,27980099,30476227,30883301,33070389"
youtube,10,10,0,spacy,"21622662,22527514,23920715,26087141,27574113,28742036,31070723,31278681,33087937,33365016"
