entity_name,total_papers,spacy_papers,v2_papers,source,pmids
rice stress-resistant snp,1,1,1,both,31872320
europid,1,0,1,v2,24336809
stress-resistant snp,1,0,1,v2,31872320
http://bioinformatics.fafu.edu.cn/rsrs,1,1,0,spacy,31872320
bacmet,1,1,1,both,24304895
rca,1,0,1,v2,24336807
isomir bank,1,1,1,both,27153728
a research resource for tracking isomirs,1,1,0,spacy,27153728
a fast and accurate global alignment approach to identify functionally conserved proteins in multiple networks,1,1,0,spacy,24336806
an online database of modulators of protein-protein interactions,1,1,0,spacy,26432833
uniprot-d,1,0,1,v2,27153729
dadp,1,1,1,both,22467909
http://www.bioml.cn/xg_irna/home,1,1,0,spacy,32134472
imrm,1,1,1,both,32134472
deori,1,1,1,both,22467915
a database of eukaryotic dna replication origins,1,1,0,spacy,22467915
purposerecognizing,1,1,0,spacy,28726811
egfr mutant structural database,1,1,0,spacy,25886721
0.427,1,1,0,spacy,24465922
systems science of biological dynamics database,1,1,1,both,27412095
gepia2,1,1,1,both,31114875
expression profiling,1,0,1,v2,31114875
biomedical entity expansion,1,1,0,spacy,31114876
http://discovery.informatics.uab.edu/beere/.,1,1,0,spacy,31114876
iomedical entity expansion,1,0,1,v2,31114876
ranking,1,0,1,v2,31114876
beere,1,1,1,both,31114876
ightassembler,1,0,1,v2,27412092
fast and memory-efficient assembly algorithm for high-throughput sequencing reads,1,1,0,spacy,27412092
lightassembler,1,1,1,both,27412092
data repository of antimicrobial peptides,1,1,1,both,31409791
a database for proteome-wide analysis of single-pass membrane proteins,1,1,0,spacy,27510400
prankweb,1,1,1,both,31114880
p2rank,1,1,0,spacy,31114880
ssbd,1,1,1,both,27412095
vmsignal,1,0,1,v2,22496884
a lemmatization tool for morphological processing of biomedical text,1,1,0,spacy,22464129
morphadorner,1,1,0,spacy,22464129
biolemmatizer,1,1,1,both,22464129
pubtator central,1,1,1,both,31114887
phyloxml,1,1,0,spacy,31114888
https://www.evolgenius.info/evolview/.,1,1,0,spacy,31114888
evolview,1,0,1,v2,31114888
reeklex 2,1,0,1,v2,28231303
greeklex,1,1,0,spacy,28231303
greeklex 2,1,0,1,v2,28231303
integrated,1,0,1,v2,23185043
database of biosynthesis clusters,1,1,1,both,23185043
dobiscuit,1,1,1,both,23185043
epitope database-analysis resource,1,0,1,v2,31114900
svmsignal,1,1,1,both,22496884
mmibc,1,0,1,v2,32360052
http://oikoarrays.biology.uiowa.edu/oiko/,1,1,0,spacy,23185044
genometricorr,1,1,1,both,22693437
singlecellsignalr,1,0,1,v2,32196115
emerald,1,1,0,spacy,21317143
bioqrator,1,0,1,v2,25052701
a database for alternative polyadenylation and microrna regulation events,1,1,0,spacy,25052703
0.460,1,1,0,spacy,25445920
human autophagy modulator database,1,1,1,both,30066211
a resource for rna subcellular localizations,1,1,0,spacy,27543076
rnalocate,1,1,1,both,27543076
http://networks.systemsbiology.net/diatom-portal/,1,1,0,spacy,26560047
researching,1,0,1,v2,23348786
through molecular pathways,1,0,1,v2,23348786
researching imaging agents through molecular pathways,1,1,0,spacy,23348786
microbesflux,1,1,1,both,22857267
icrobesflux,1,0,1,v2,22857267
integrated transcriptomic-proteomic analysis using a proteogenomic workflow refines rat genome annotation,1,1,0,spacy,26560066
eau mmibc,1,1,0,spacy,32360052
eugenosuite,1,1,1,both,26560066
annotated scaffold database,1,0,1,v2,26822210
asdb,1,1,1,both,26822210
mitochondrial microsatellites database of viridiplantae,1,1,0,spacy,24561221
mitosatplant,1,1,1,both,24561221
pathcase-sb,1,1,1,both,22070889
athcase-sb,1,0,1,v2,22070889
athcase,1,0,1,v2,22070889
tool for prediction of bacteriophage sequences in metagenomic bins,1,1,0,spacy,30131825
marvel,1,1,1,both,30131825
virsorter,1,1,0,spacy,30131825
cazome,1,1,0,spacy,29771380
mmibc).<h4,1,1,0,spacy,32360052
european association of urology muscle-,1,1,0,spacy,32360052
simple clinvar,1,0,1,v2,31114901
oikobase,1,1,1,both,23185044
parkinferno,1,0,1,v2,32330239
variant call format-diagnostic annotation and reporting tool,1,0,1,v2,31442673
scm,1,1,0,spacy,25708243
http://iclab.life.nctu.edu.tw/scmpsp/.,1,1,0,spacy,25708243
irak,1,1,0,spacy,29705949
egfabf,1,1,0,spacy,28886750
plead)-a,1,1,1,both,30951133
plead,1,1,1,both,30951133
p loss in runoff events from agricultural fields database,1,0,1,v2,30951133
tfbms,1,1,0,spacy,28591841
tfbm,1,1,0,spacy,28591841
osmed,1,0,1,v2,34260718
cosmed,1,1,1,both,34260718
colorectal cancer side-specific molecular database,1,0,1,v2,34260718
a knowledgebase and analysis platform of proteome,1,1,0,spacy,25347823
mitpronet,1,1,1,both,25347823
variant call format-diagnostic annotation and,1,0,1,v2,31442673
pkpdb,1,1,1,both,34260689
vcf-dart,1,1,1,both,31442673
imcd,1,0,1,v2,30230259
curated database basic local alignment search tool,1,0,1,v2,30230259
imcd proteomic database,1,1,0,spacy,30230259
imcd transcriptome database,1,1,0,spacy,30230259
cdbblast,1,1,1,both,30230259
eshafts,1,1,1,both,30623477
spoldb4,1,1,1,both,22365971
sitvitweb--a,1,0,1,v2,22365971
sited,1,1,0,spacy,22365971
sitvitweb,1,1,1,both,22365971
reveald,1,1,1,both,24135450
repository/database,1,1,1,both,30295851
japan proteome,1,1,0,spacy,30295851
scmpsp,1,1,1,both,25708243
a protein data bank extension database of pka and pi theoretical values,1,1,0,spacy,34260689
come,1,0,1,v2,27608726
induced genomic response models,1,0,1,v2,30295728
emqn,1,1,0,spacy,34260637
european molecular genetics quality network,1,1,0,spacy,34260637
pdtxs,1,1,0,spacy,27641504
biobank of breast cancer explants with preserved intra-tumor heterogeneity to screen anticancer compounds,1,1,0,spacy,27641504
pdtx,1,1,0,spacy,27641504
http://caldaslab.cruk.cam.ac.uk/bcape,1,1,0,spacy,27641504
webgestaltr,1,1,0,spacy,31114916
patternlab,1,1,1,both,26658470
irus-vg,1,0,1,v2,31147688
virus-vg,1,1,1,both,31147688
hlbs,1,1,0,spacy,30197419
hlbs-popomics,1,1,1,both,30197419
https://github.com/ohnlp/att-chemprot,1,1,0,spacy,30295724
immuneregulation,1,1,1,both,31114925
digre,1,1,0,spacy,30295728
http://173.234.48.5/dmbas,1,1,0,spacy,23676619
digrem,1,1,1,both,30295728
drug-induced genomic response models for identification of effective multi-drug combinations,1,1,0,spacy,30295728
iptrans,1,0,1,v2,23742129
oligogenic resource for variant analysis,1,1,1,both,31147699
orval,1,1,1,both,31147699
iori-euk,1,1,1,both,32065211
http://lin-group.cn/server/iori-euk/,1,1,0,spacy,32065211
quagmir,1,1,1,both,30295744
uagmir,1,0,1,v2,30295744
https://bioinformatics.sc.cn/rnamod,1,1,0,spacy,31147718
rnamod,1,1,1,both,31147718
an integrated system for the annotation of mrna modifications,1,1,0,spacy,31147718
softroc,1,0,1,v2,24561350
dmbas,1,1,1,both,23676619
eukaryotic gene order browser,1,1,1,both,21317139
egob,1,1,1,both,21317139
ac-diamond,1,1,1,both,29771282
petmbase,1,1,1,both,27936097
data).<h4,1,1,0,spacy,21513519
http://www.sph.uth.tmc.edu/sbrr/mi-gwas.htm,1,1,0,spacy,21513519
mi-gwas,1,0,1,v2,21513519
the gene expression database of circulating tumor cells and microemboli,1,1,0,spacy,32294193
ctcrbase,1,1,1,both,32294193
http://www.origin-gene.cn/database/ctcrbase/.,1,1,0,spacy,32294193
ertion,1,0,1,v2,32294194
vertion,1,1,1,both,32294194
enalos suite,1,0,1,v2,29934899
unichem,1,1,0,spacy,29934899
asfvdb,1,1,1,both,32294195
african swine fever virus database,1,1,1,both,32294195
gmap,1,1,1,both,26887506
variant,1,1,1,both,22693211
a comprehensive semantic search engine for pubmed,1,1,0,spacy,22693219
the glycine receptor allosteric ligands library,1,1,0,spacy,32163115
geneview,1,1,1,both,22693219
pyfba,1,0,1,v2,27379044
an asynchronous server-based application for the prediction of leucine-rich repeat motifs and an integrative database of nod-like receptors,1,1,0,spacy,25150822
lrrsearch,1,1,1,both,25150822
biome,1,1,1,both,22693222
a web-based plant small rna meta-analysis toolbox,1,1,0,spacy,22693224
psrobot,1,1,1,both,22693224
contentservice,1,1,0,spacy,29377902
alzgps,1,1,1,both,33441136
a genome-wide positioning systems platform to catalyze multi-omics for alzheimer's drug discovery,1,1,0,spacy,33441136
genome-wide positioning systems platform for alzheimer's drug discovery,1,1,1,both,33441136
metabolic blueprint of phaeodactylum tricornutum reveals a eukaryotic entner-doudoroff,1,1,0,spacy,22332784
diatomcyc,1,1,1,both,22332784
protdatatherm,1,1,1,both,29377907
maternal and inherited analyses for genome-wide association studies,1,0,1,v2,21513519
glycine receptor allosteric ligands library,1,0,1,v2,32163115
c-diamond,1,0,1,v2,29771282
waddaica,1,1,1,both,34194678
pmtct nrc,1,0,1,v2,26494170
abcg,1,1,0,spacy,22693078
abcmdb,1,1,1,both,22693078
javafx,1,1,0,spacy,34325724
genovault,1,1,1,both,34325724
a cloud based genomics repository,1,1,0,spacy,34325724
plant phenological online database,1,0,1,v2,23512285
ppodb,1,1,1,both,23512285
cos,1,1,0,spacy,34292965
st.,1,1,0,spacy,33408242
995</i,1,1,0,spacy,33408242
jude cloud,1,0,1,v2,33408242
st,1,0,1,v2,33408242
pediatric cancer knowledgebase,1,1,0,spacy,33408242
rcsb pdb mobile,1,0,1,v2,25183487
grall,1,1,1,both,32163115
csb pdb mobile,1,0,1,v2,25183487
mypdb,1,1,0,spacy,25183487
allaxy,1,0,1,v2,25183489
ballaxy,1,0,1,v2,25183489
https://registry.hub.docker.com/u/anhi/ballaxy/dockerfile/.,1,1,0,spacy,25183489
drosophila synthetic population resource,1,1,1,both,22496517
dspr,1,1,1,both,22496517
ggvd,1,1,1,both,33965348
goat genome variation database,1,1,1,both,33965348
multitask multiple kernel learning,1,0,1,v2,32163111
tmkl,1,0,1,v2,32163111
mtmkl,1,0,1,v2,32163111
silix,1,0,1,v2,21513511
divas,1,1,1,both,26363178
a database for thermostability analysis and engineering of proteins,1,1,0,spacy,29377907
treatable intellectual disability app,1,0,1,v2,22824307
webapp,1,0,1,v2,22824307
pid-t,1,0,1,v2,21349870
dnamod,1,1,1,both,31016417
the dna modification database,1,1,0,spacy,31016417
modification,1,0,1,v2,31016417
http://act.gersteinlab.org<h4>contact</h4>pi@gersteinlab.org,1,1,0,spacy,21349863
aggregation and correlation toolbox,1,0,1,v2,21349863
act,1,0,1,v2,21349863
predgly,1,1,1,both,30590442
predicting lysine glycation sites for homo sapiens based on xgboost feature optimization,1,1,0,spacy,30590442
pvt-192,1,1,0,spacy,23709163
pc-pvt,1,1,1,both,23709163
http://bhsai.org/downloads/pc-pvt/,1,1,0,spacy,23709163
analysis and classifier toolkit,1,0,1,v2,30590444
protein analysis and classifier toolkit,1,1,0,spacy,30590444
escolex,1,1,1,both,23709164
mpid,1,1,0,spacy,21349870
tparvadb,1,1,1,both,21546359
mhc-peptide interaction database-tr,1,1,1,both,21349870
mpid-t2,1,0,1,v2,21349870
genevalorization,1,1,1,both,21349868
cohen@lri.fr,1,1,0,spacy,21349868
cell type-specific enrichment analysis database,1,1,1,both,33211888
csea-db,1,1,1,both,33211888
a simple homemade computer program for real-time epidemiological surveillance and alert based on microbiological data,1,1,0,spacy,26658293
epimic,1,1,1,both,26658293
pimic,1,0,1,v2,26658293
abide,1,0,1,v2,23774715
abide)-a,1,0,1,v2,23774715
structurally-integrated database for mutations of plod genes,1,1,1,both,30721533
simplod,1,1,1,both,30721533
structure-integrated database of collagen lysyl hydroxylase,1,1,0,spacy,30721533
asymmetron,1,0,1,v2,33211865
fantom6,1,0,1,v2,33211864
gitirbio,1,1,1,both,26527189
mammalian transcriptomic database,1,1,1,both,26822098
a database to support theileria parva vaccine development,1,1,0,spacy,21546359
vietnam,1,1,0,spacy,31180159
khv,1,1,1,both,31180159
hemopi-1,1,0,1,v2,26953092
wer target gene database,1,1,1,both,32392583
m6a2target,1,0,1,v2,32392583
arget,1,0,1,v2,32392583
m6,1,0,1,v2,32392583
brain network construction and classification,1,1,0,spacy,32163221
network construction,1,0,1,v2,32163221
brainnetclass,1,1,1,both,32163221
classification,1,0,1,v2,32163221
silencing,1,0,1,v2,31245720
vigs phenomics and functional genomics database,1,0,1,v2,31245720
vpgd,1,1,1,both,31245720
metatox,1,1,1,both,30950816
crisprminer,1,1,1,both,30393777
http://www.microbiome-bigdata.com/crisprminer,1,1,0,spacy,30393777
curse,1,1,1,both,30590391
public rna-sequencing,1,1,0,spacy,30590391
platform for the rapid evaluation of antibody success using integrated microfluidics enabled technology,1,1,0,spacy,32196032
prescient,1,1,1,both,32196032
indexeddb,1,1,0,spacy,26002882
www.soyomics.com/popgev/<h4>contact</h4>yuanxh@iga.ac.cn,1,1,0,spacy,26002882
popgev,1,1,1,both,26002882
opgev,1,0,1,v2,26002882
pwomics,1,1,1,both,26002883
etamix,1,0,1,v2,26002885
metamix,1,1,1,both,26002885
apan proteome,1,0,1,v2,30295851
jpostdb,1,0,1,v2,30295851
jpostrepo,1,1,1,both,30295851
dbannotate,1,1,0,spacy,25348215
inrio,1,0,1,v2,26527850
ynrio,1,0,1,v2,26527850
synrio,1,1,1,both,26527850
dintor,1,1,1,both,26691694
intor,1,0,1,v2,26691694
enome browser in,1,0,1,v2,25348212
box,1,0,1,v2,25348212
gbib,1,0,1,v2,25348212
ppdms,1,1,1,both,25348214
ppdms-a,1,0,1,v2,25348214
pdms,1,0,1,v2,25348214
etmsline,1,0,1,v2,25348215
preproc,1,1,0,spacy,25348215
metmsline,1,0,1,v2,25348215
mirmeta,1,0,1,v2,28002428
tumor immune single cell hub,1,1,1,both,33179754
arachne,1,1,1,both,28362877
euroglial network,1,0,1,v2,28362877
global landscape of sars-cov-2 genomes,1,1,0,spacy,33704069
sars-cov,1,0,1,v2,33704069
2019 novel coronavirus resource,1,1,1,both,33704069
http://bioinfo.montp.cnrs.fr/b-serpentine,1,1,0,spacy,29444233
betaserpentine,1,1,1,both,29444233
a bioinformatics tool for reconstruction of amyloid structures,1,1,0,spacy,29444233
etaserpentine,1,0,1,v2,29444233
magic+,1,1,0,spacy,27084943
magic-web,1,0,1,v2,27084943
mbrole,1,1,1,both,27084944
metabolites biological role,1,1,1,both,27084944
mbrole2,1,0,1,v2,27084944
tisch,1,1,1,both,33179754
experimental models of human tissues and disease phenotypes frequently rely upon immortalized cell lines,1,1,0,spacy,23251048
quartets-db,1,1,1,both,22726705
systemhc atlas,1,0,1,v2,28985418
https://applications.bioanalysis.org/quartetsdb.<h4>conclusions</h4>quartets-db,1,1,0,spacy,22726705
uartets-db,1,0,1,v2,22726705
sali,1,1,0,spacy,33245234
fastheatmap,1,0,1,v2,28493881
shinyheatmap,1,0,1,v2,28493881
hinyheatmap,1,0,1,v2,28493881
genepop,1,1,0,spacy,28362818
vivaxgen,1,1,1,both,28362818
ivaxgen,1,0,1,v2,28362818
tfome,1,0,1,v2,25053252
grassius,1,0,1,v2,25053252
maize tf orf collection,1,0,1,v2,25053252
maize tfome,1,0,1,v2,25053252
systemhc,1,1,1,both,28985418
deepbl,1,1,1,both,33212503
elllineminer,1,0,1,v2,23251048
vggnet,1,1,0,spacy,33212503
an integrated database and analysis platform for oncogenic driver variants in cancers,1,1,0,spacy,33179738
oncovar,1,1,1,both,33179738
gaemda,1,1,1,both,34293850
distributed annotation server protocol,1,1,0,spacy,28100700
pbrowse,1,1,1,both,28100700
intside,1,1,1,both,25380960
rjunbase,1,1,1,both,33179749
a database of rna splice junctions in human normal and cancerous tissues,1,1,0,spacy,33179749
metabolic gene rapid visualizer,1,1,1,both,26626150
merav,1,1,1,both,26626150
pro-b,1,1,0,spacy,25544807
a knowledge portal for human cell lines,1,1,0,spacy,23251048
celllineminer,1,1,1,both,23251048
danq,1,1,1,both,27084946
mi2rlnet,1,1,1,both,34719891
caalyx,1,1,1,both,21481633
the transcriptional regulatory element database for drosophila,1,1,0,spacy,30329093
raftprot,1,1,1,both,30329070
xco,1,1,0,spacy,24103152
http://bioportal.bioontology.org/ontologies/1584,1,1,0,spacy,24103152
experimental condition ontology,1,1,0,spacy,24103152
a curated data-resource of protein carbonylation sites,1,1,0,spacy,29509874
carbonyldb,1,1,1,both,29509874
idrug,1,1,1,both,24955134
shafts,1,1,0,spacy,24955134
genome-scale metabolic model simulation,1,1,0,spacy,22563070
gemsirv,1,1,1,both,22563070
comparative analysis of germline microsatellites,1,1,1,both,30329086
a repository of germline microsatellite variations in the 1000 genomes project,1,1,0,spacy,30329086
cagm,1,1,1,both,30329086
redfly,1,1,1,both,30329093
predicted cis-regulatory modules,1,1,0,spacy,30329093
complete ambient assisted living,1,1,0,spacy,21481633
pain-ckb,1,1,1,both,32786694
pain-domain-specific chemogenomics knowledgebase,1,0,1,v2,32786694
cancersplicingqtl,1,1,1,both,30329095
sqtl,1,1,0,spacy,30329095
lbvs,1,1,0,spacy,32786700
hange-o,1,0,1,v2,26069265
change-o,1,1,1,both,26069265
reasoning over biomedical objects linked in knowledge oriented pathways,1,1,0,spacy,31410449
aedc,1,1,0,spacy,33442066
modeling resource,1,0,1,v2,33442066
direct numerical simulation database for hypersonic turbulent boundary layers,1,1,0,spacy,33442066
numerical simulation database,1,0,1,v2,33442066
cnadbcc,1,1,1,both,31901979
http://cailab.labshare.cn/cnadbcc/,1,1,0,spacy,31901979
expath,1,1,1,both,25708775
cpndb,1,1,1,both,30820575
tric,1,1,0,spacy,30820575
cpn60,1,1,0,spacy,30820575
roaming monitoring system that,1,1,0,spacy,21481633
ambient assisted living experiment,1,0,1,v2,21481633
experiment,1,1,0,spacy,21481633
fine-grained quality assessment for compressed images,1,1,0,spacy,30296227
lasmobase,1,0,1,v2,28592293
a comparative database of predicted domain architectures for plasmodium genomes,1,1,0,spacy,28592293
plasmobase,1,1,1,both,28592293
raxml-light,1,1,1,both,22628519
a database of bitter compounds,1,1,0,spacy,21940398
sap-e,1,1,0,spacy,33278140
sap,1,0,1,v2,33278140
stroke action plan for,1,0,1,v2,33278140
animal images database,1,1,1,both,31344828
animal.id,1,0,1,v2,31344828
protabank,1,1,1,both,29575358
a repository for protein design and engineering data,1,1,0,spacy,29575358
imirtp,1,1,1,both,22759612
prediction,1,0,1,v2,22759612
ctpath,1,1,1,both,28756161
genelab data system,1,0,1,v2,30329036
omics database for spaceflight experiments,1,1,0,spacy,30329036
glds,1,0,1,v2,30329036
gdcrnatools,1,1,1,both,29509844
dcrnatools,1,0,1,v2,29509844
mammalian stress granules proteome,1,1,1,both,30820574
msgp,1,0,1,v2,30820574
emofinder,1,1,1,both,29313247
open mutation miner,1,1,1,both,22759648
omm,1,0,1,v2,22759648
quartets,1,0,1,v2,22726705
extensive de novo te annotator,1,1,1,both,33900591
oddt,1,1,1,both,26101548
cyanophyche,1,1,1,both,23185330
wasp,1,1,1,both,33736596
ddseq,1,1,0,spacy,33736596
http://www.megabionet.org/dbsap/index.html,1,1,0,spacy,27903894
single amino-acid polymorphism database for protein variation detection,1,1,0,spacy,27903894
dbsap,1,1,1,both,27903894
eukaryotic pathogen genomics database resource,1,1,1,both,27903906
papst,1,0,1,v2,25970601
reims,1,1,0,spacy,25380777
xms,1,1,1,both,25380777
viennarna,1,1,1,both,25577387
http://rna.tbi.univie.ac.at,1,1,0,spacy,25577387
virmirna,1,1,1,both,25380780
virmirtar,1,1,0,spacy,25380780
aspicdb,1,1,1,both,25577391
a database for physico-chemical properties,1,1,0,spacy,23185330
2-de,1,1,0,spacy,21841810
ulcerative colitis database,1,1,1,both,26199991
http://seiwertlab.uchicago.edu/ucdb,1,1,0,spacy,26199991
lcerative colitis database,1,0,1,v2,26199991
ucdb,1,1,1,both,26199991
pdb explorer,1,0,1,v2,25118648
parasitic plant genome project,1,1,1,both,22169535
ppgp,1,0,1,v2,22169535
nogo,1,1,1,both,24922051
bonneaulab.bio.nyu.edu/nogo.html,1,1,0,spacy,24922051
sinex db,1,0,1,v2,33507271
sinex,1,1,1,both,33507271
shrew database,1,0,1,v2,25413576
tree shrew database,1,1,1,both,25413576
treeshrewdb,1,1,1,both,25413576
http://2d.bjmu.edu.cn.<h4,1,1,0,spacy,21841810
udampf,1,0,1,v2,26920848
de novo te annotator,1,0,1,v2,33900591
strawberry genomic resource,1,1,1,both,24364888
open drug discovery toolkit,1,1,1,both,26101548
address,1,1,1,both,33539887
ppd,1,1,1,both,33539888
prokaryotic promoter database,1,1,1,both,33539888
predicting drug-target interactions,1,1,0,spacy,23840562
http://bioweb.me/gebi,1,1,0,spacy,22333244
unsupervised extraction of shape phenotypes from biological image collections,1,1,0,spacy,22333244
shapepheno,1,1,1,both,22333244
tsmir,1,1,1,both,24889152
http://bioeng.swjtu.edu.cn/tsmir,1,1,0,spacy,24889152
promast,1,1,0,spacy,30230343
proteomapper,1,1,1,both,30230343
viralmir,1,1,1,both,25708359
odb,1,1,0,spacy,33408850
gr,1,0,1,v2,24364888
single instruction multiple threads,1,1,0,spacy,26920848
shrine,1,0,1,v2,23349080
shared health research information network,1,0,1,v2,23349080
ars1,1,1,0,spacy,31803240
dgr,1,1,0,spacy,31049585
dgrscan,1,0,1,v2,31049585
mydgr,1,1,1,both,31049585
cardiac electrophysiology web lab,1,1,0,spacy,26789753
g4hunter,1,0,1,v2,30721922
alphapart,1,0,1,v2,33736590
lphapart,1,0,1,v2,33736590
alphapart-r,1,0,1,v2,33736590
cudampf,1,1,1,both,26920848
ssv,1,1,0,spacy,26920848
hmmsearch,1,0,1,v2,26920848
http://combio.abo.fi/nc/net_control/remote_call.php,1,1,0,spacy,30066633
togo metabolome data,1,0,1,v2,25905099
togomd,1,0,1,v2,25905099
disease list automatically derived for you,1,1,1,both,30591010
genome retrieval script,1,0,1,v2,25643023
primed,1,1,1,both,25643023
ootprintdb,1,0,1,v2,24234003
footprintdb,1,1,1,both,24234003
restaccess,1,1,0,spacy,24234005
seqdepot,1,1,1,both,24234005
seqdepot-a,1,0,1,v2,24234005
mir-synth,1,1,1,both,24627222
eficaz2,1,0,1,v2,22923291
eficaz,1,0,1,v2,22923291
eficaz(2,1,0,1,v2,22923291
glycome atlas,1,1,0,spacy,22923294
consortium for functional glycomics,1,1,0,spacy,22923294
glycomeatlas,1,1,1,both,22923294
deriving and prioritizing disease lists from pubmed literature,1,1,0,spacy,30591010
a wiki-based database for managing hierarchical metadata of metabolome analyses,1,1,0,spacy,25905099
mean average precision,1,1,0,spacy,30591010
lad4u,1,0,1,v2,30591010
esearch,1,1,0,spacy,30591010
dlad4u,1,1,1,both,30591010
targetscans,1,1,0,spacy,22923300
rnaplex,1,1,0,spacy,22923300
risearch,1,1,1,both,22923300
fim,1,0,1,v2,28493862
fimtrack,1,1,1,both,28493862
ompadre,1,0,1,v2,22923303
compadre,1,1,1,both,22923303
integrated microbial genomes and metagenomes,1,1,1,both,22792232
img/m-hmp,1,0,1,v2,22792232
explore gene co-expression in normal and pathological muscle,1,1,0,spacy,32393257
e-mir2,1,1,1,both,22857741
http://www.gib.fi.upm.es/emir2,1,1,0,spacy,22857741
tool to identify group-specific sequences with,1,1,0,spacy,32983048
kmergo,1,1,1,both,32983048
methcancer-gen,1,0,1,v2,32393170
https://github.com/cbi-bioinfo/methcancer-gen,1,1,0,spacy,32393170
nmode,1,0,1,v2,28035026
tools for learning and visualizing intra-motif dependencies of dna binding sites,1,1,0,spacy,28035026
inmode,1,1,1,both,28035026
scmvtdb,1,0,1,v2,31770586
cega--a,1,0,1,v2,26527719
conserved elements from genomic alignments,1,1,1,both,26527719
cega,1,1,1,both,26527719
mnxref,1,1,0,spacy,26527720
pride archive,1,0,1,v2,26527722
a web-based tool for the generation and visualization of phylogenetic profiles across eukarya,1,1,0,spacy,21252074
mining combinatorial regulation of gene expression from post-transcriptional interaction maps,1,1,0,spacy,24758252
ptrcombiner,1,1,1,both,24758252
mousenet,1,1,1,both,26527726
satpdb,1,1,1,both,26527728
a database of structurally annotated therapeutic peptides,1,1,0,spacy,26527728
a repository of small orfs identified by ribosome profiling,1,1,0,spacy,26527729
sorfs.org,1,1,1,both,26527729
zincbind,1,1,1,both,30722040
zincbind-t,1,0,1,v2,30722040
radish genome database,1,0,1,v2,30722041
radishgd,1,1,1,both,30722041
beta,1,1,1,both,32655358
lcgbase,1,1,1,both,22267903
a comprehensive database for lineage-based co-regulated genes,1,1,0,spacy,22267903
cgbase,1,0,1,v2,22267903
http://lcgbase.big.ac.cn/lcgbase,1,1,0,spacy,22267903
http://sites.google.com/site/guofeics/bsfinder,1,1,0,spacy,22759425
nrc,1,1,1,both,26494170
pmtct national resource center,1,0,1,v2,26494170
tanzania ministry of health and social welfare,1,1,0,spacy,26494170
annotree,1,1,1,both,31081040
imkt,1,1,1,both,31081014
genomeview,1,1,1,both,22102585
a next-generation genome browser,1,1,0,spacy,22102585
biology markup language,1,0,1,v2,22102587
sabio-rk--d,1,0,1,v2,22102587
a resource for the exploration and annotation of metabolic pathways,1,1,0,spacy,22102589
nferred biomolecular interaction server,1,0,1,v2,22102591
ibis,1,1,1,both,22102591
inferred biomolecular interaction server,1,1,1,both,22102591
oligogenome resource,1,0,1,v2,22102592
human oligogenome resource,1,1,1,both,22102592
extended multilocus sequence analysis to describe the global population structure of the genus <,1,1,0,spacy,28066370
lomets2,1,1,1,both,31081035
lomets,1,0,1,v2,31081035
annotree-a,1,0,1,v2,31081040
phagereceptor,1,0,1,v2,32096819
visualization and exploration of a functionally annotated microbial tree of life,1,1,0,spacy,31081040
webbook,1,1,0,spacy,32916052
lists of chemical warfare agents and precursors from international nonproliferation frameworks,1,1,0,spacy,32916052
chemical weapons convention,1,1,0,spacy,32916052
structural annotation and chemical fingerprint analysis,1,1,0,spacy,32916052
cellminer and cellminercdb,1,1,0,spacy,31113817
http://discover.nci.nih.gov/cellminer,1,1,0,spacy,31113817
trapid,1,1,1,both,24330842
atpan,1,1,1,both,22397531
http://atpan.itps.ncku.edu.tw/.,1,1,0,spacy,22397531
arabidopsis thaliana promoter analysis net,1,1,1,both,22397531
inria=1.32,1,1,0,spacy,23708255
mevis,1,1,0,spacy,23708255
iucl,1,1,0,spacy,23708255
prorepeat,1,1,1,both,22102581
hagereceptor,1,0,1,v2,32096819
collection of antimicrobial peptide,1,1,1,both,24265220
abeat,1,1,1,both,23577105
international nucleotides sequencing database,1,0,1,v2,32883210
metagenote,1,0,1,v2,32883210
etagenote,1,0,1,v2,32883210
mixs,1,1,0,spacy,32883210
international nucleotides sequencing database collaboration,1,1,0,spacy,32883210
cm-viewer,1,0,1,v2,29278730
embrys,1,1,0,spacy,24265223
mouse embryo spatial gene expression database,1,0,1,v2,24265223
a database of macromolecular interactions,1,1,0,spacy,22135305
scarf,1,1,1,both,28918286
geneclusterviz/,1,1,0,spacy,22495752
geneclusterviz,1,1,1,both,22495752
4d adult brain extraction and analysis toolbox,1,1,0,spacy,23577105
adult brain extraction and analysis toolbox,1,0,1,v2,23577105
discriminative epigenome annotation system,1,1,0,spacy,31769130
colt-cancer,1,1,1,both,22102578
and discriminative,1,0,1,v2,31769130
vision,1,0,1,v2,31769130
validated,1,1,0,spacy,31769130
proportal,1,1,1,both,22102570
stap,1,1,0,spacy,22102572
refinement of the nmr database,1,0,1,v2,22102572
torsion angle potentials,1,0,1,v2,22102572
dbeth,1,1,1,both,22102573
database for bacterial exotoxins,1,1,1,both,22102573
the yeast transcription factor specificity compendium,1,1,0,spacy,22102575
yetfasco,1,1,1,both,22102575
yeast transcription factor specificity compendium,1,0,1,v2,22102575
biocyc,1,0,1,v2,22102576
cleit,1,1,1,both,34390577
iucl=1.52,1,1,0,spacy,23708255
mevis=4.40,1,1,0,spacy,23708255
3dus,1,1,0,spacy,23708255
allen brain observatory,1,1,0,spacy,30753436
a database of human splicing factors and their rna-binding sites,1,1,0,spacy,23118479
