entity_name,total_papers,spacy_papers,v2_papers,source,pmids
owl-nets,1,1,1,both,29218876
network transformation for statistical learning,1,0,1,v2,29218876
http://onlinelibrary.wiley.com/doi/10.1111/bph.13882/full,1,1,0,spacy,29055037
site analyser,1,0,1,v2,24533055
bisa,1,1,1,both,24533055
cheminfocloud,1,0,1,v2,26138566
ucsc genes tracks for human and mouse,1,1,0,spacy,24270787
climwin,1,0,1,v2,27973534
asa3p,1,0,1,v2,32134915
mars desert research station,1,1,0,spacy,27350765
specific protein database creation from transcriptomics data in nonmodel species,1,1,0,spacy,32462577
ahgea,1,1,1,both,32167667
arachis hypogaea gene expression atlas,1,0,1,v2,32167667
cphcs,1,1,0,spacy,26400503
gmomethods,1,1,1,both,23451388
protein-protein interaction,1,1,0,spacy,29382397
asm,1,0,1,v2,29382397
high performance chemical-induced disease,1,1,0,spacy,29382397
ispot,1,1,1,both,29218563
toolbox for climate window analysis,1,1,0,spacy,27973534
ad knowledge portal,1,1,0,spacy,33085189
ad,1,0,1,v2,33085189
analysis of annotation and differential expression methods used in rna-seq studies in crustacean systems,1,1,0,spacy,27940611
europe pubmed central,1,1,0,spacy,26433292
foodcase,1,1,0,spacy,26433292
prokatlas,1,1,1,both,33117966
environmental atlas of prokaryotes enables powerful and intuitive habitat-based analysis of community structures,1,1,0,spacy,33117966
fish,1,0,1,v2,26433296
ufish,1,1,1,both,26433296
transcriptomic resources for parasitic nematodes of veterinary importance,1,1,0,spacy,30529253
prophet,1,1,1,both,31577829
rophet,1,0,1,v2,31577829
maa,1,0,1,v2,22107874
sysbiocube,1,1,1,both,24303294
area,1,0,1,v2,32528065
glcp,1,0,1,v2,32528065
climate,1,0,1,v2,32528065
male infertility knowledgebase,1,1,1,both,34363073
mik,1,1,1,both,34363073
linkedspls,1,1,1,both,24303301
ipd-imgt,1,0,1,v2,26826444
crisprloci,1,1,1,both,34133710
comprehensive and accurate annotation of crispr-cas systems,1,1,0,spacy,34133710
gene co-expression analyses,1,1,0,spacy,26891982
minded protein interaction database,1,0,1,v2,27055828
drumpid,1,1,1,both,27055828
the mutein database linking substrates,1,1,0,spacy,22730453
muteindb,1,1,1,both,22730453
crezoo--t,1,0,1,v2,22730454
mmrrc,1,1,0,spacy,22730454
flexifdr,1,1,1,both,23189209
dbtmm,1,1,1,both,34887386
eplantlibra,1,1,1,both,26433297
development system,1,0,1,v2,24532766
model research,1,0,1,v2,24532766
daedalus,1,0,1,v2,21911364
pesca,1,1,1,both,31545165
snpmeta,1,1,1,both,24237904
snp annotation and snp metadata collection without a reference genome,1,1,0,spacy,24237904
omictools,1,1,1,both,25024350
an informative directory for multi-omic data analysis,1,1,0,spacy,25024350
tritrypdb,1,1,1,both,32659298
leishgedit,1,1,1,both,32659298
halotag,1,1,0,spacy,25974629
piceadatabase,1,1,1,both,31414118
agronomics1,1,0,1,v2,23975784
international council for harmonisation of technical requirements for pharmaceuticals for human use,1,1,0,spacy,32626544
spotone,1,1,1,both,33019775
reviewing challenges of predicting protein melting temperature change upon mutation through the full analysis of a highly detailed dataset with high-resolution structures,1,1,0,spacy,34101125
ophidia,1,1,0,spacy,31086477
https://doi.org/10.15468/lt0wet).<h4>new,1,1,0,spacy,31086477
museu paraense emílio goeldi,1,1,0,spacy,31086477
mutational signature comprehensive analysis toolkit,1,1,0,spacy,34625425
mutational signature comprehensive,1,0,1,v2,34625425
musicatk,1,0,1,v2,34625425
cecscreen,1,0,1,v2,33773387
high throughput experimental materials,1,0,1,v2,29611842
http://memoys.i-med.ac.at,1,1,0,spacy,24532766
p&r,1,1,0,spacy,29579071
metabolic model,1,1,0,spacy,24532766
memosys,1,1,1,both,24532766
expanding the classification of human transcription factors to their mammalian orthologs,1,1,0,spacy,29087517
transfac®,1,0,1,v2,29087517
relevance nearest,1,0,1,v2,22533924
multi-label prediction of enzyme classes using,1,1,0,spacy,22533924
enzml,1,1,1,both,22533924
phenomizer,1,1,0,spacy,31479590
mlatom 2,1,0,1,v2,34101036
mlatom,1,1,1,both,34101036
strategies for development of a next-generation protein sequencing platform,1,1,0,spacy,31676211
mutlbsgenedb,1,1,1,both,27907895
utated ligand binding site gene database,1,0,1,v2,27907895
http://zhaobioinfo.org/mutlbsgenedb,1,1,0,spacy,27907895
mutlbsgenes,1,1,0,spacy,27907895
mutated ligand binding site gene database,1,1,1,both,27907895
prediction of xenobiotic metabolism,1,1,1,both,26695483
roximal,1,0,1,v2,26695483
hmmerctter,1,0,1,v2,29579071
wave,1,1,0,spacy,22270558
iwls,1,1,0,spacy,28049409
kinetochoredb,1,1,1,both,26989151
nanoport,1,1,0,spacy,26199848
of the cancer genome atlas,1,0,1,v2,34588443
jcga,1,1,1,both,34588443
japanese,1,0,1,v2,34588443
facts,1,0,1,v2,34457376
fast,1,0,1,v2,34457376
fase,1,0,1,v2,33539874
array 3d,1,0,1,v2,31049508
platform for scalable and high-titer production of adeno-associated virus serotype 1-12 vectors for gene therapy,1,1,0,spacy,24299301
onebac,1,1,1,both,24299301
spaac,1,1,0,spacy,32130855
covid border accountability project,1,1,0,spacy,34588463
preserving,1,0,1,v2,24201028
cobap,1,1,1,both,34588463
funcoup 5,1,0,1,v2,33539890
dub,1,1,0,spacy,34326324
euloc,1,1,1,both,23283513
nlsdb,1,1,0,spacy,23283513
hd-rnas,1,0,1,v2,22529851
glycoep,1,1,1,both,23840574
of high throughput screening hits,1,0,1,v2,29574976
dhits,1,1,1,both,29574976
database of high throughput screening hits,1,1,0,spacy,29574976
perspectives on sharing models and related resources in computational biomechanics research,1,1,0,spacy,29247253
microct,1,1,0,spacy,31770383
plant and animal genome,1,1,0,spacy,24626952
pag,1,0,1,v2,24626952
sectors,1,0,1,v2,25806516
industrial sectors integrated solutions,1,1,0,spacy,25806516
robotics,1,0,1,v2,32589507
dragon skin fx-pro,1,1,0,spacy,32589507
astm,1,1,0,spacy,32589507
silk,1,1,0,spacy,32589507
target-specific toxicity knowledgebase,1,1,1,both,30426823
tstkb,1,1,1,both,30426823
pgx,1,0,1,v2,33113799
rna-seq de novo assembly results browser,1,1,0,spacy,24823498
toppcell,1,1,1,both,34522848
rosaceae plant genomes,1,1,0,spacy,29804262
rptedb,1,1,1,both,29804262
rosaceae plant te database,1,1,1,both,29804262
sg-adviser,1,0,1,v2,28821228
sg-adviser mtdna,1,0,1,v2,28821228
adviser mtdna,1,0,1,v2,28821228
eactome,1,0,1,v2,29378288
discus,1,1,1,both,24364790
mesher,1,1,1,both,32032503
nanodesi,1,0,1,v2,33507077
for high throughput screening hits,1,0,1,v2,29574976
decoupled,1,0,1,v2,24201028
water-soluble isatoic anhydrides,1,1,0,spacy,30132655
polyproline helix ii and secondary structure assignment database,1,1,0,spacy,25380779
danionet,1,1,1,both,27903883
athogenicity of mutation analyzer,1,0,1,v2,30787465
pathogenicity of mutation analyzer,1,1,0,spacy,30787465
athoman,1,0,1,v2,30787465
pathoman,1,1,1,both,30787465
zmap,1,1,0,spacy,24037269
ehec,1,1,0,spacy,23185310
a new approach for bacterial genome annotation designed for next generation sequencing data,1,1,0,spacy,23185310
non-linear colebrook,1,1,0,spacy,31737769
www.dsimb.inserm.fr/dsimb_tools/polyproline,1,1,0,spacy,25380779
polypronline,1,1,1,both,25380779
dlink,1,0,1,v2,24201028
chlorossrdb,1,1,1,both,25380781
utrsite,1,0,1,v2,25577389
bart-,1,1,0,spacy,29542319
cc,1,0,1,v2,29542319
computational psychiatry research map,1,1,1,both,33343418
cpsymap,1,1,1,both,33343418
mlf,1,0,1,v2,26363845
learner,1,0,1,v2,26363845
sex-associated gene database,1,1,0,spacy,33507270
insexbase,1,1,1,both,33507270
an integrated genomics,1,1,0,spacy,27903883
satrans,1,1,1,both,30328709
new free available software for annotation of transcriptome and functional analysis of differentially expressed genes,1,1,0,spacy,30328709
software for annotation of transcriptome,1,1,1,both,30328709
secure decoupled linkage,1,1,0,spacy,24201028
sdlink,1,1,0,spacy,24201028
imgmc,1,1,1,both,32130896
mouse gut metagenome catalog,1,0,1,v2,32130896
metagenome,1,0,1,v2,32130896
integrated,1,0,1,v2,32130896
imac-ii,1,1,0,spacy,21907284
cruzdb,1,1,1,both,24037212
plant/eukaryotic and microbial metabolomics systems resource,1,0,1,v2,25708381
pmr,1,0,1,v2,25708381
opensim,1,1,1,both,22464351
pinducer,1,1,1,both,21307310
ejp rd,1,0,1,v2,33965931
an integrated multi-omics database of human and mouse early embryo,1,1,0,spacy,34097004
devomics,1,1,1,both,34097004
mor,1,1,0,spacy,24495979
tcpa,1,1,1,both,24037243
mededportal,1,1,0,spacy,23381886
pre-health collection initiative makes use of the internet to centralize teaching resources and to help faculty at institutions with fewer available resources to incorporate high quality teaching material specifically reviewed to assist students in obtaining the required pre-health competencies,1,1,0,spacy,23381886
pre-health,1,0,1,v2,23381886
health,1,0,1,v2,23381886
rsi,1,0,1,v2,31114928
regulostat inferelator,1,0,1,v2,31114928
java essential dynamics inspector,1,1,1,both,33932974
sled,1,1,1,both,33965545
connecting communities,1,1,0,spacy,33211851
acsea,1,1,1,both,21743060
cell system ontology,1,1,0,spacy,21743062
cso,1,1,1,both,21743062
drug response prediction as a link prediction problem,1,1,0,spacy,28067293
phgkb,1,1,1,both,27280867
hgkb,1,0,1,v2,27280867
seedseq,1,1,1,both,24069606
breedvision--a,1,0,1,v2,23447014
breedvision,1,1,0,spacy,23447014
sierra leone ebola virus disease outbreak that were collected and contributed to sled by national and international organizations,1,1,0,spacy,33965545
jedi,1,0,1,v2,33932974
sierra leone ebola database,1,1,1,both,33965545
single-base,1,1,0,spacy,29378032
swanson's abc,1,1,0,spacy,22595086
visualppi,1,1,0,spacy,31639057
hmnppid,1,1,1,both,31639057
mnppid,1,0,1,v2,31639057
cyanobacteria - a promising platform in green nanotechnology,1,1,0,spacy,32884261
phenoflow,1,0,1,v2,34457128
chemotion,1,0,1,v2,32785962
btp,1,0,1,v2,27084333
gbcrc,1,1,1,both,27477450
designing digital interventions for improving cancer patients,1,1,0,spacy,35308989
ideas,1,1,1,both,35308989
araport,1,1,0,spacy,31245752
indepth data repository,1,1,0,spacy,26297754
international network for the demographic evaluation of populations and their health,1,1,0,spacy,26297754
indepth,1,1,1,both,26297754
catalog of currently documented histone modifications,1,1,0,spacy,26330523
biohackathons,1,1,0,spacy,24495517
toyama,1,1,0,spacy,24495517
llergenonline,1,0,1,v2,26887584
a peer-reviewed,1,1,0,spacy,26887584
meshandcollect,1,1,1,both,26527148
an automated multi-crystal data-collection workflow for synchrotron macromolecular crystallography beamlines,1,1,0,spacy,26527148
lncar,1,1,1,both,30786995
fabric-cancer.huji.ac.il,1,1,0,spacy,33277365
functional alteration bias recovery in coding-regions cancer portal,1,1,0,spacy,33277365
fabric,1,1,1,both,33277365
enovar,1,0,1,v2,22594998
genovar,1,1,1,both,22594998
prodis,1,0,1,v2,22594999
prodis-contshc,1,1,1,both,22594999
rodis-contshc,1,0,1,v2,22594999
protein hierarchial context coherently,1,1,0,spacy,22594999
lioth,1,0,1,v2,26232248
bioinformatics training platform,1,1,1,both,27084333
extracting microrna-gene relations from biomedical literature using distant supervision,1,1,0,spacy,28263989
ibrel,1,1,1,both,28263989
disk repository with update management and select option,1,1,0,spacy,24495746
rums,1,0,1,v2,24495746
iplant discovery environment,1,0,1,v2,26691201
de,1,0,1,v2,26691201
platformtm,1,1,1,both,31409798
latformtm,1,0,1,v2,31409798
http://www.cbs.dtu.dk/services/chemprot-2.0,1,1,0,spacy,23185041
visual navigation in a disease chemical biology database,1,1,0,spacy,23185041
chemprot-2,1,0,1,v2,23185041
chemprot-2.0,1,1,0,spacy,23185041
vigsatdb,1,1,1,both,31147679
vigsatdb-t,1,0,1,v2,31147679
genome-wide microsatellite dna marker database of three species of vigna for germplasm characterization and improvement,1,1,0,spacy,31147679
penms,1,0,1,v2,28559010
nanno,1,0,1,v2,22660772
tripal developer toolkit,1,1,0,spacy,30295719
integrating microarray data and grns,1,1,0,spacy,26134183
chea3,1,1,1,both,31114921
endoproteofasp,1,1,1,both,29476519
pathway/gene set-based survival analysis using multiple kernel learning,1,1,0,spacy,31147687
path2surv,1,1,1,both,31147687
edi,1,0,1,v2,33932974
drums,1,1,1,both,24495746
gwas4d,1,0,1,v2,29771388
extracting concepts for precision oncology,1,1,0,spacy,34457142
dbrip,1,1,1,both,22201974
bioextract,1,1,1,both,21546552
pharmacogenomics knowledge base,1,0,1,v2,22103613
kmc 2,1,0,1,v2,25609798
imperial county community air monitoring network,1,1,0,spacy,28886604
county,1,1,0,spacy,28886604
monitoring network,1,0,1,v2,28886604
plasmonic vesicles of amphiphilic nanocrystals,1,1,0,spacy,26134093
chseq,1,1,1,both,25970262
obda,1,1,0,spacy,31278681
soybean cyst nematode,1,1,0,spacy,33900122
sharing programming resources between bio* projects,1,1,0,spacy,31278684
toolkit of dual-marker selection cassettes,1,1,0,spacy,26232410
http://www.rings.t.soka.ac.jp,1,1,0,spacy,24135264
glycan miner tool,1,1,0,spacy,24135264
pf,1,0,1,v2,26560100
covidomic,1,1,1,both,34260589
a multi-modal cloud-based platform for identification of risk factors associated with covid-19 severity,1,1,0,spacy,34260589
ontology curation task,1,0,1,v2,25183856
icshape,1,1,1,both,31606387
icshape-pipe,1,0,1,v2,31606387
mexpress,1,0,1,v2,31114869
human body map,1,1,0,spacy,22955982
ezfig,1,1,0,spacy,34752463
quickfigures,1,1,1,both,34752463
mv,1,0,1,v2,22563069
ims convolution,1,0,1,v2,21416168
gad,1,1,1,both,32524530
extracellular rna communication consortium,1,1,1,both,30951667
ercc,1,0,1,v2,30951667
aprgpd,1,1,1,both,34556150
apricot genomic and phenotypic database,1,0,1,v2,34556150
xrna,1,0,1,v2,30951672
exrna atlas analysis reveals,1,1,0,spacy,30951672
breast cancer resistance protein,1,1,0,spacy,26855674
distribution).graphical,1,1,0,spacy,26855674
orffip,1,0,1,v2,22563069
revolution continues: newly discovered systems expand the crispr-cas toolkit,1,1,0,spacy,28985502
enable multiplexed gene expression analysis of clinical samples,1,1,0,spacy,26069246
eubic,1,1,0,spacy,32786688
file format,1,0,1,v2,32786688
breast oncogenic specific sirnas,1,1,1,both,28821760
sirnamap,1,1,0,spacy,28821760
boss,1,1,1,both,28821760
short read circrna pipeline,1,1,1,both,34556162
srcp,1,1,1,both,34556162
fluorescence biosensor platform based on graphene quantum dots and pyrene-functionalized molecular beacons for detection of micrornas,1,1,0,spacy,26200323
international union of basic and clinical pharmacology,1,1,0,spacy,23087376
ims,1,0,1,v2,21416168
causal reasoning,1,0,1,v2,24266983
rcr,1,0,1,v2,24266983
compil 2,1,0,1,v2,30525664
storytelling algorithm to,1,1,0,spacy,22235301
demonstrate,1,1,0,spacy,22235301
vizer,1,1,1,both,32917675
svgp12,1,1,0,spacy,33015980
sumir,1,0,1,v2,33999024
mirmachine,1,1,1,both,33999024
first order logic,1,1,0,spacy,24725682
sbr,1,1,0,spacy,24725682
cereal genomics databases and plant genetic resources in crop improvement,1,1,0,spacy,31541434
sugarcane water stress,1,1,0,spacy,28690620
h&i,1,1,0,spacy,29247682
coughvid,1,1,1,both,34162883
cereal circular rnas,1,1,0,spacy,31541445
mhcepitopeenergy,1,0,1,v2,33900750
protein cross-linking database,1,1,1,both,30525651
proxl,1,0,1,v2,30525651
plants physiology database,1,0,1,v2,26298580
tool for investigation of plants physiology based on gene ontology,1,1,0,spacy,26298580
phop,1,1,0,spacy,26298582
protein alignments organized as structural superfamilies,1,1,1,both,30820573
pass2,1,1,1,both,30820573
biolip,1,1,1,both,23087378
a semi-manually curated database for biologically relevant ligand-protein interactions,1,1,0,spacy,23087378
http://zhanglab.ccmb.med.umich.edu/biolip/,1,1,0,spacy,23087378
iphemap,1,1,1,both,29051230
gzl1,1,1,0,spacy,33769830
rvdb-prot,1,0,1,v2,32983411
treetfdb,1,1,1,both,23284086
udt,1,1,0,spacy,28723579
miriad,1,1,1,both,27216254
iriad,1,0,1,v2,27216254
http://bioinformatics.hitsz.edu.cn/pssm-dt/.,1,1,0,spacy,25708928
svm-pssm-dt,1,0,1,v2,25708928
structural biology knowledge base,1,1,0,spacy,25610627
labdb,1,1,0,spacy,25610627
sspim,1,1,1,both,29968787
openspim,1,1,0,spacy,29968787
colaeva,1,1,1,both,34883995
utomated mass spectral deconvolution and identification system,1,0,1,v2,30362015
automated mass spectral deconvolution and identification system,1,1,0,spacy,30362015
evolutionary classification of protein structure domains,1,1,0,spacy,31869345
rossmann-like structure motif,1,0,1,v2,31869345
rlm,1,1,0,spacy,31869345
arpeggio,1,1,1,both,23873955
akenewsnet,1,0,1,v2,32491943
fakenewsnet,1,1,1,both,32491943
implementing developmental methods online,1,1,0,spacy,34589023
ips,1,1,0,spacy,29051230
sponge compounds interactions,1,0,1,v2,23415072
cell phenogenetic map project,1,0,1,v2,29051230
ragon exploration system on marine sponge compounds interactions,1,0,1,v2,23415072
dragon exploration system on marine sponge compounds interactions,1,1,0,spacy,23415072
desmsci,1,1,1,both,23415072
exploration system,1,0,1,v2,23415072
esmsci,1,0,1,v2,23415072
plasmir</i,1,0,1,v2,34359584
genome and mrna transcriptome of the cosmopolitan calanoid copepod acartia tonsa dana improve the understanding of copepod genome size evolution,1,1,0,spacy,30918947
ictv,1,1,0,spacy,25708839
international committee on taxonomy of viruses,1,1,0,spacy,25708839
voc,1,0,1,v2,26495281
streamflow,1,0,1,v2,35342643
exploiting structure to help users understand their sequences,1,1,0,spacy,25348407
genome3d.,1,1,0,spacy,25348407
comprehensive structural and functional annotations for genome sequences,1,1,0,spacy,25348408
european cost action,1,1,0,spacy,26921276
genomics consortium,1,0,1,v2,26921276
rgb-net,1,1,0,spacy,26921276
lagomics,1,1,1,both,26921276
lagomorph genomics consortium,1,0,1,v2,26921276
lagomics-l,1,0,1,v2,26921276
mesoporous pt nanotubes,1,1,0,spacy,26462543
cwr,1,1,0,spacy,28035232
nbench,1,1,1,both,27084939
glycofish,1,1,0,spacy,24725457
sesl,1,1,0,spacy,24201223
complete genome sequence resource for the necrotrophic plant-pathogenic bacterium,1,1,0,spacy,32720879
mynorine,1,0,1,v2,26527733
netdx,1,1,0,spacy,33802234
detailed catalogue of multi-omics methodologies for identification of putative biomarkers and causal molecular networks in translational cancer research,1,1,0,spacy,33802234
http://www.bioacademy.gr/bioinformatics/projects/proteinfusion/index.htm,1,1,0,spacy,22267904
fed,1,1,1,both,22267904
fusion events database,1,1,1,both,22267904
scientific,1,0,1,v2,24201223
t2dm,1,1,0,spacy,24201223
enrichment of,1,0,1,v2,24201223
gxa,1,1,0,spacy,24201223
rbscore,1,0,1,v2,27084939
helexkids,1,1,1,both,26822666
artistoo,1,0,1,v2,33835022
artistoo (artificial tissue toolbox,1,1,0,spacy,33835022
artificial tissue toolbox,1,0,1,v2,33835022
tiger,1,1,0,spacy,30525460
tn,1,1,0,spacy,30525460
tn-core,1,0,1,v2,30525460
hermit,1,1,0,spacy,33835031
ehealth,1,1,0,spacy,33835031
ecoach,1,1,0,spacy,33835031
wpp14,1,1,0,spacy,32720879
http://pgsb.helmholtz-muenchen.de/plant/index.jsp,1,1,0,spacy,26527721
plantsdb,1,0,1,v2,26527721
updates to the database framework for comparative plant genome research,1,1,0,spacy,26527721
gencode 7,1,0,1,v2,22955987
peptide atlas,1,1,0,spacy,22955987
regulomedb,1,1,1,both,22955989
citeab,1,1,1,both,24528853
iteab,1,0,1,v2,24528853
a searchable antibody database that ranks antibodies by the number of times they have been cited,1,1,0,spacy,24528853
mig-seq,1,0,1,v2,26593239
taxmeon,1,0,1,v2,25937880
topfed,1,1,1,both,25937882
kb.<h4,1,1,0,spacy,30066655
2-kb,1,0,1,v2,30066655
obesity and cancer to knowledge base,1,1,1,both,30066655
oc-2-kb,1,1,1,both,30066655
research resource,1,0,1,v2,30066656
qarm,1,0,1,v2,30066656
sleep research resource,1,0,1,v2,30066656
arm,1,0,1,v2,30066656
mm-chip,1,0,1,v2,21284836
ontology for cancer research variables,1,0,1,v2,30066664
ocrv,1,0,1,v2,30066664
crowsnest,1,1,0,spacy,26527721
uiaeho,1,1,0,spacy,33835031
mdpp,1,0,1,v2,32065562
draft genome sequence of,1,1,0,spacy,32065562
an expression sequence tag,1,1,0,spacy,22726727
twb,1,1,1,both,29149267
taiwan biobank,1,0,1,v2,29149267
personal data protection act of taiwan restricts access to emrs for purposes not covered by patients,1,1,0,spacy,29149267
giardia,1,1,0,spacy,23906393
eid2,1,0,1,v2,23906393
enhanced infectious diseases database,1,0,1,v2,23906393
chinese ethnic minority traditional drug database,1,1,1,both,25970778
chinese ethnic minority traditional drugs,1,1,0,spacy,25970778
cemtd,1,1,0,spacy,25970778
accnum,1,1,0,spacy,29280348
design guidelines for database-driven internet of things-enabled dynamic spectrum access,1,1,0,spacy,34064484
dali,1,0,1,v2,31606894
rfp,1,0,1,v2,31475827
crfp,1,1,1,both,31475827
repository of,1,0,1,v2,31475827
crap,1,1,0,spacy,31475827
database for mass spectrometric analysis of cell secretome,1,1,0,spacy,31475827
varsite,1,1,1,both,31606900
disease variants and protein structure,1,1,0,spacy,31606900
http://ahsoka.u-strasbg.fr/rbscorenbench/.,1,1,0,spacy,27084939
rbscore&nbench,1,1,1,both,27084939
making cross-database convergence possible in the big data era,1,1,0,spacy,29149267
cbsigg,1,0,1,v2,28985411
resolving human lactation heterogeneity using single milk-derived cells,1,1,0,spacy,34097179
tcbsigg,1,0,1,v2,28985411
hmdcs,1,1,0,spacy,34097179
biodosenet,1,1,1,both,27412509
cytogenetic biodosimetry image repository for the dicentric assay,1,1,0,spacy,27412509
0.5163,1,1,0,spacy,21448735
shiftx2,1,1,1,both,21448735
0.9992,1,1,0,spacy,21448735
0.9482,1,1,0,spacy,21448735
epi,1,1,0,spacy,22759456
hspir,1,1,1,both,22923302
heat shock protein information resource,1,1,1,both,22923302
eat shock protein information resource,1,0,1,v2,22923302
tannin-based hybrid materials and their applications,1,1,0,spacy,33114152
brain-code,1,0,1,v2,30984233
myominer,1,1,1,both,32393257
explore gene co-expression in normal and pathological muscle,1,1,0,spacy,32393257
enetonic,1,0,1,v2,34949163
an r/bioconductor package for streamlining the interpretation of rna-seq data,1,1,0,spacy,34949163
genetonic,1,1,1,both,34949163
genome-scale metabolic modeling of archaea lends insight,1,1,0,spacy,28133437
endonet,1,1,1,both,24758335
ndonet,1,0,1,v2,24758335
maize-gamer,1,0,1,v2,31245718
maize go annotation-methods,1,1,0,spacy,31245718
migfpi,1,0,1,v2,27280787
gcat,1,1,0,spacy,22135368
plant p450 database,1,0,1,v2,33997360
pcpd,1,1,1,both,33997360
plant cytochrome p450 database,1,1,1,both,33997360
resden ovary table,1,0,1,v2,25838129
legendscreen,1,1,0,spacy,31244854
mouse phenome project,1,1,0,spacy,22102583
computational applications in secondary metabolite discovery,1,1,1,both,34488889
applications in secondary metabolite discovery,1,0,1,v2,34488889
caismd,1,1,1,both,34488889
nextgen,1,1,0,spacy,22135368
shoe,1,1,1,both,30261835
szi,1,1,1,both,32719322
sequence homology in eukaryotes,1,0,1,v2,30261835
https://www.youtube.com/watch?v=qarinnb9nte.,1,1,0,spacy,30261835
celldesigner,1,1,0,spacy,30261835
hoe,1,0,1,v2,30261835
geneviz,1,1,0,spacy,30261835
pronetview-ccrcc,1,1,1,both,32358997
native bee inventory and monitoring lab,1,1,1,both,32686678
biml,1,0,1,v2,32686678
efpia,1,1,0,spacy,26690135
aetionomy,1,1,1,both,26690135
tsf,1,1,1,both,32850476
review on tick salivary protein function and evolution,1,1,0,spacy,32850476
ticksialofam,1,1,1,both,32850476
tsfam,1,1,1,both,32850476
asrdb,1,1,1,both,23904744
http://121.241.218.70/asrdb,1,1,0,spacy,23904744
archaeal stress response database,1,1,1,both,23904744
lipid maps,1,0,1,v2,30622195
stressmicrobesinfo,1,1,1,both,26264053
dr.vis,1,1,1,both,22135288
a database of human disease-related viral integration sites,1,1,0,spacy,22135288
rhea--a,1,0,1,v2,22135291
death domain (dd,1,1,0,spacy,22135292
talk2me,1,1,1,both,30917120
language,1,1,0,spacy,30917120
cansavpre,1,1,1,both,34193921
bacmap,1,1,1,both,22135301
an up-to-date electronic atlas of annotated bacterial genomes,1,1,0,spacy,22135301
re)usable data project,1,0,1,v2,30917137
janssen toxicogenomics database,1,1,0,spacy,26067483
tg-gate,1,1,0,spacy,26067483
extreme nucleotide diversity in coding regions,1,1,0,spacy,33931810
yeastdrop,1,1,1,both,34193958
a data surfacing repository for accessibility datasets,1,1,0,spacy,34423335
incluset,1,1,1,both,34423335
european federation of pharmaceutical industry associations,1,1,0,spacy,26690135
nrcan,1,1,0,spacy,32686687
hydrometeorological sandbox - école de technologie supérieure,1,1,0,spacy,32686687
molstack,1,1,1,both,31605409
superfamily,1,1,0,spacy,32621218
review of laboratory operations in biobanking,1,1,0,spacy,32850593
microbial energy processes gene ontology,1,1,0,spacy,25346727
scfs,1,1,0,spacy,23347886
plncdb,1,1,1,both,33079992
evlncrnas,1,1,0,spacy,33079992
plant long noncoding rna database,1,0,1,v2,33079992
structure-informed atlas of human-virus interactions,1,1,0,spacy,31474372
host interactome prediction using,1,0,1,v2,31474372
hipster,1,1,1,both,31474372
p-hipster,1,0,1,v2,31474372
scaiview,1,1,1,both,23249606
reram,1,1,1,both,29311689
switching random access,1,0,1,v2,29311689
canvasdb,1,1,1,both,25281234
https://github.com/uppsalagenomecenter/canvasdb,1,1,0,spacy,25281234
a local database infrastructure for analysis of targeted- and whole genome re-sequencing projects,1,1,0,spacy,25281234
mute,1,1,1,both,25314003
quanti.us,1,1,1,both,30065368
text mining genotype-phenotype relationships from biomedical literature for database curation and precision medicine,1,1,0,spacy,27902695
riig,1,1,1,both,25150201
scop-,1,1,0,spacy,32621218
genetic characterization of cupped oyster resources in europe using informative single nucleotide polymorphism,1,1,0,spacy,32326303
hysets,1,1,1,both,32686687
clca,1,1,1,both,25412255
hydrometeorological sandbox - école de,1,0,1,v2,32686687
ages,1,1,0,spacy,23675487
dvh analytics,1,0,1,v2,30032488
dvh,1,1,0,spacy,30032488
amigo2,1,1,1,both,27378288
sites.google.com/site/amigo2toolbox,1,1,0,spacy,27378288
lad4u,1,0,1,v2,23282288
gene list automatically derived for you,1,1,1,both,23282288
glad4u,1,1,1,both,23282288
nts,1,0,1,v2,32719477
ants,1,1,1,both,32719477
animal network toolkit software,1,1,0,spacy,32719477
social network analysis,1,1,0,spacy,32719477
cas12a/13a,1,1,0,spacy,32031369
cze,1,1,0,spacy,29475469
meinfotext,1,1,1,both,22168213
multiple imputation by chained equations,1,1,0,spacy,32457368
fungal genomes and insights,1,1,0,spacy,28820125
promethion,1,1,0,spacy,32686750
marginpolish,1,1,0,spacy,32686750
canonical labeling for clique approximation,1,0,1,v2,25412255
copgfp,1,1,0,spacy,28426719
d21s11,1,1,0,spacy,26722765
influgrams,1,1,0,spacy,25150201
yaml,1,1,0,spacy,23740744
tcea,1,1,1,both,31015229
banana genome hub,1,1,1,both,23707967
fermfoodb,1,1,1,both,33898816
a database of bioactive peptides derived from fermented foods,1,1,0,spacy,33898816
focused identification of germplasm strategy,1,0,1,v2,32227644
figs,1,0,1,v2,32227644
stifdb2,1,1,1,both,23314754
bioprospecting for genes encoding hydrocarbon-degrading enzymes from metagenomic samples isolated from  northern adriatic sea sediments,1,1,0,spacy,30228802
http://redpet.bioinfo.pbf.hr/redpet,1,1,0,spacy,30228802
redpet,1,1,1,both,30228802
omnilog,1,1,0,spacy,23740744
strbase,1,1,1,both,26722765
metrxn,1,1,1,both,22233419
etrxn,1,0,1,v2,22233419
experimental platform using the amphibian <,1,1,0,spacy,32457040
t4sp 2.0,1,0,1,v2,27738451
type iv secretion project,1,0,1,v2,27738451
type iv secretion project 2.0,1,1,0,spacy,27738451
